step,cx,cy,cz,ex,ey,ez,peak_x,peak_y,peak_z,n_core_points,omega_x,omega_y,omega_z
301,27.0,0.0,22.0,2.0,0.0,0.0,29,0,22,2,0.020225019447142972,0.06099393740030705,-0.003654406947905052
302,27.1,0.0,22.0,2.0,0.0,0.0,29,0,22,2,0.01989445150511316,0.05938746386622612,-0.004941615667900311
303,27.1,0.0,22.0,2.0,0.0,0.0,29,0,22,2,0.020946830275460147,0.05868046227973392,-0.004465049434698354
304,27.1,0.0,22.0,2.0,0.0,0.0,29,0,22,2,0.02128730399917452,0.05926452049301725,-0.0036764105449650854
305,27.1,0.0,22.0,2.0,0.0,0.0,29,0,22,2,0.022255366105429997,0.05952370837851982,-0.0034953687787941954
306,29.0,0.0,22.0,0.0,0.0,0.0,29,0,22,1,0.02365848608314991,0.06124279648065567,-0.00369198527187109
307,29.0,0.0,22.0,0.0,0.0,0.0,29,0,22,1,0.02193949930369854,0.05965937674045563,-0.0034628412686288357
308,5.1,-16.2,15.4,25.5,73.0,13.5,29,0,22,4,-0.002636373908544149,0.003140214593449889,0.009376621432335237
309,-1.4,-21.6,10.8,25.5,73.0,21.5,29,0,22,6,0.0023068887179373914,-0.0030922685263282275,3.3988219688553726e-05
310,-5.4,-21.4,1.5,25.5,73.0,21.5,-18,-71,18,8,0.0008954865784863081,-0.0013628712635217516,0.00024177946635093635
311,-5.6,-19.8,4.6,25.5,73.0,21.5,-18,-71,22,9,0.001095525050261679,0.0017232524915202496,-0.004275536472803282
312,-4.9,-12.3,0.4,25.5,73.0,21.5,-14,11,-21,8,-0.0016269835149617772,0.004791690460181946,0.007834403575391531
313,-2.5,-4.2,-2.0,23.5,73.0,21.5,-14,11,-21,7,0.005165602329480852,0.0065486622755021925,-0.010135515585587965
314,-6.5,7.7,-11.4,23.5,73.0,21.5,-14,11,-21,6,-0.002776382111820157,0.0014111354295508914,0.016609494653399462
315,-7.4,-13.3,-3.1,23.5,41.0,21.5,-10,11,-21,7,-0.0033542470992389013,-0.004288486241780387,0.0066331707094177015
316,-10.0,11.0,-21.0,4.0,0.0,0.0,-10,11,-21,3,-0.006498492879519257,-0.05569990337351155,0.01595777631115219
317,-10.0,11.0,-21.0,4.0,0.0,0.0,-10,11,-21,3,-0.007548790288438978,-0.05622863858608882,0.015909340247480936
318,-9.9,11.0,-21.0,4.0,0.0,0.0,-10,11,-21,3,-0.007271318793017232,-0.05585285007264055,0.01651853818882632
319,-9.9,11.0,-21.0,4.0,0.0,0.0,-10,11,-21,3,-0.007040590112777606,-0.05478837330329146,0.015638127596548663
320,-8.0,11.0,-21.0,6.0,0.0,0.0,-10,11,-21,4,-0.005332198719752609,-0.05361705550966633,0.015408928982259271
321,-11.6,-10.1,-3.2,12.0,47.0,21.5,-10,11,-21,7,-0.003585191887921257,0.00033373705972940585,-0.001087507380471448
322,-6.0,11.0,-21.0,4.0,0.0,0.0,-6,11,-21,3,-0.0050648915767035,-0.05471802170775374,0.014967065170369295
323,-11.4,-39.4,1.0,8.0,41.0,19.5,-6,11,-21,8,-0.00034806905366704076,0.009880840935652719,-0.007530339874747755
324,-11.4,-39.5,1.1,8.0,41.0,19.5,-6,11,-21,8,-0.002073460725300599,0.009392252053561465,-0.007306900187309659
325,-7.9,-8.4,-10.8,6.0,41.0,21.5,-6,11,-21,4,0.0001593307733184703,0.0024118262411014675,0.005804216744877347
326,-8.3,-20.7,-5.9,6.0,41.0,19.5,-6,11,-21,5,0.0087724258931472,-0.0027978564423005526,-0.00419109268172001
327,-7.6,-29.4,-2.7,7.5,41.0,19.5,-2,11,-21,8,0.007376200099024579,-0.006220006650360394,0.0052101211493658746
328,-7.6,-39.3,3.5,7.5,41.0,21.5,-2,11,-21,8,0.0017994521815858137,0.006759577659286514,-0.007212894109196764
329,-7.8,-34.1,0.9,7.5,41.0,21.5,-2,11,-21,9,-0.001447886899737268,-0.011648091597321095,-0.00020878521167985188
330,-6.9,-46.0,3.8,7.5,41.0,19.5,-10,-71,18,10,0.002136242194679227,0.001257913446337456,-0.009816829789846517
331,-6.8,-45.8,3.7,7.5,41.0,19.5,-2,11,-21,10,0.0015808718947805764,0.0011488094153807218,-0.008784159061290904
332,-4.7,-42.4,4.4,5.5,41.0,21.5,-2,11,-21,9,0.0011218208159996569,0.0020986213242806203,-0.003334857825056865
333,-4.2,-31.4,2.3,5.5,59.0,21.5,-6,-71,22,12,0.00861823496769087,-0.019633462045641332,-0.010818473219975665
334,-4.5,-4.9,-14.2,5.5,41.0,17.5,-2,11,-21,5,0.0028770523912990077,0.002123993535464544,-0.010771178350414202
335,-3.8,-20.6,-6.0,3.5,41.0,21.5,-2,11,-21,5,0.004152819497253064,-0.0014730412357453779,-0.005776945470363623
336,-3.4,-40.8,4.0,7.5,41.0,21.5,-2,11,-21,11,0.002218626899251441,0.000865694791763951,-0.004900620781292652
337,-2.2,-29.5,-1.8,5.5,41.0,21.5,1,11,-21,8,0.005962875589887704,-0.007410682748182698,0.0035773504632697914
338,-4.3,-71.0,14.0,5.5,0.0,4.0,-6,-71,10,8,-0.01516821708130554,0.002538247440212531,0.04287233364965087
339,-2.8,-51.1,7.5,3.5,41.0,21.5,-2,-71,14,8,0.006704844931110911,0.005937382325236142,-0.020230784253355866
340,-4.2,-71.0,12.7,5.5,0.0,4.0,-6,-71,10,6,-0.022776264952522787,0.005927805947424527,0.05107812990356785
341,-1.7,-71.0,16.6,5.5,0.0,4.0,-2,-71,14,6,-0.01704474422837235,0.006376016114393944,0.054341475564404294
342,-1.3,-59.7,11.4,5.5,41.0,21.5,-2,-71,14,7,0.0017237695141706433,0.005385760157126862,0.007391242735785443
343,-0.6,-71.0,12.6,5.5,0.0,4.0,-2,-71,10,6,-0.02028309347719877,0.004803995443912559,0.05233309449184307
344,0.4,-49.6,7.8,5.5,59.0,19.5,1,-71,14,9,0.002521797077047073,0.0027816262571171793,-0.015173708656510842
345,1.4,-39.7,5.8,7.5,59.0,19.5,1,-71,14,11,0.003741880234853984,4.382567411279955e-05,-0.0041078510567514204
346,0.4,-56.7,12.7,5.5,59.0,21.5,1,-71,14,8,-0.0006836181355274403,0.013076468527964,0.0051867410418357145
347,-0.8,-41.6,6.6,7.5,59.0,19.5,-2,-71,14,12,0.002095408327841961,0.00034454315072414735,-0.003323966276054008
348,1.0,-47.4,8.2,7.5,59.0,19.5,1,-71,14,10,-0.0006463721087876869,-0.0013755139659281344,-0.0067697277430905905
349,1.7,-71.0,13.9,3.5,0.0,4.0,1,-71,10,8,-0.021160165248440405,-0.001045719730903136,0.05391120688817033
350,3.1,-71.0,13.0,5.5,0.0,4.0,1,-71,10,8,-0.024931327541574937,0.0027647031750133093,0.054044585055558314
351,5.4,-45.2,7.6,6.0,59.0,19.5,5,-71,14,9,-0.0005298242400070438,0.0007522825802260009,-0.003909236011799786
352,3.9,-47.0,9.6,5.5,59.0,21.5,5,-71,14,10,-0.0019407438064881692,-0.002872293799505932,-0.005018919358063653
353,5.1,-28.2,2.4,7.5,59.0,19.5,5,47,-21,11,0.00968296948262187,0.0007434790994489493,-0.026968920205713242
354,6.3,-31.2,3.1,6.0,59.0,19.5,5,47,-21,9,0.010035606237613256,-0.02357757908669113,-0.012242360232661183
355,6.0,-56.5,12.6,4.0,59.0,21.5,5,-71,14,8,-0.0017572430237964224,0.012349138352235596,0.005257042891552305
356,6.1,-18.8,-0.3,4.0,59.0,19.5,5,47,-21,7,-0.0007131667744545836,-0.00092251445378269,0.002167006257986805
357,5.1,-11.8,-3.6,4.0,59.0,17.5,5,47,-21,6,-0.0025164209509875583,-0.006726126816919925,0.0038266483555599857
358,7.0,-10.8,-5.8,6.0,59.0,15.5,9,47,-21,6,-0.0015030870411026189,-0.006366047481847444,0.005161313504603732
359,7.8,-19.1,-3.6,6.0,59.0,15.5,9,47,-21,7,0.0015411225055499045,-0.0015413201183660566,-0.0032524931482310593
360,9.0,19.0,-12.7,4.0,59.0,17.5,9,47,-21,4,-0.003432602600987214,-0.003829537397531252,0.004081039393133059
361,7.9,-19.2,-1.4,6.0,59.0,17.5,9,47,-21,7,0.0007834917954532158,-0.0030692461425131335,0.0017262609596057235
362,9.0,-18.8,-0.9,4.0,59.0,19.5,9,47,-21,7,-0.0002495629877377475,-0.002717149871106556,0.0029921672597538022
363,9.0,47.0,-21.0,4.0,0.0,0.0,9,47,-21,3,0.00681209530186461,-0.06164065203876061,-0.02057386582850723
364,8.2,1.3,-7.4,4.0,59.0,17.5,9,47,-21,5,0.00296487316399386,0.0021445190747369377,-0.016443586436298698
365,9.0,47.0,-21.0,4.0,0.0,0.0,9,47,-21,3,0.007351116000561614,-0.06287174154643016,-0.02061359347484502
366,10.1,-2.4,-6.3,6.0,59.0,17.5,9,47,-21,7,0.004837730368013609,0.003428739747522582,-0.012078411758794727
367,10.5,-27.2,2.1,6.0,59.0,19.5,9,47,-21,11,0.008034262940486587,0.00023405115246065972,-0.024782352909158156
368,11.0,47.0,-21.0,6.0,0.0,0.0,13,47,-21,4,0.00145366130657147,-0.05887063824317811,-0.01934102880616029
369,13.0,47.0,-21.0,4.0,0.0,0.0,13,47,-21,3,-0.0025639800943012153,-0.06046199182028419,-0.012694236741244149
370,13.0,47.0,-21.0,4.0,0.0,0.0,13,47,-21,3,-0.004061282513734487,-0.05805148370627304,-0.014057442093624275
371,15.0,47.0,-21.0,6.0,0.0,0.0,17,47,-21,4,-0.0006087605948250409,-0.05752089487156261,-0.01335345840164355
372,17.0,47.0,-21.0,4.0,0.0,0.0,17,47,-21,3,0.002871893818999835,-0.05759854025777929,-0.01767433391644886
373,17.0,47.0,-21.0,4.0,0.0,0.0,17,47,-21,3,0.0033981134040021034,-0.05812202486270041,-0.01839768805255614
374,17.0,47.0,-21.0,4.0,0.0,0.0,17,47,-21,3,0.001205234332895826,-0.05573613584321704,-0.012636633023338626
375,17.0,47.0,-21.0,4.0,0.0,0.0,17,47,-21,3,0.0004970032140676503,-0.05562193470009971,-0.014091440709110047
376,17.0,47.0,-21.0,4.0,0.0,0.0,17,47,-21,3,-0.0007550394365021716,-0.052323739105179054,-0.019983954325871904
377,16.2,-36.2,3.2,6.0,59.0,19.5,17,-71,10,10,-0.008508621302245903,-0.003470886460676523,0.009322423858978218
378,18.1,-27.8,0.1,8.0,59.0,19.5,17,47,-21,11,0.005348032769489477,0.0017512881997651386,-0.007364900762835405
379,17.4,-27.3,1.7,8.0,59.0,19.5,17,47,-21,11,0.007146339865162638,0.0008039685265483056,-0.0224816776064238
380,17.4,-23.5,1.4,8.0,59.0,21.5,21,47,-21,10,-0.0017084678689755152,-0.009854724857464081,0.0009693674518941878
381,20.9,47.0,-21.0,4.0,0.0,0.0,21,47,-21,3,-0.0021675473718861912,-0.05236110900912684,-0.014813351446665722
382,21.0,47.0,-21.0,4.0,0.0,0.0,21,47,-21,3,-0.0029004804755185165,-0.054122592442804054,-0.020255190263507923
383,21.0,47.0,-21.0,4.0,0.0,0.0,21,47,-21,3,-0.0043704888979671725,-0.05664804878809412,-0.015016469171424223
384,21.0,47.0,-21.0,4.0,0.0,0.0,21,47,-21,3,-0.006156867465809729,-0.05668881123978204,-0.01588705331470956
385,21.1,47.0,-21.0,4.0,0.0,0.0,21,47,-21,3,-0.005669228497766162,-0.05631133744876378,-0.016043852822752898
386,21.1,47.0,-21.0,4.0,0.0,0.0,21,47,-21,3,-0.005144803713667102,-0.0553692866474579,-0.01617929562978395
387,23.0,47.0,-21.0,2.0,0.0,0.0,21,47,-21,2,-0.004888588296711663,-0.05297427817806902,-0.01596070868796867
388,24.9,47.0,-21.0,4.0,0.0,0.0,25,47,-21,3,-0.005653154354470139,-0.05520855077160729,-0.015133107319655933
389,24.9,47.0,-21.0,4.0,0.0,0.0,25,47,-21,3,-0.006324312321670073,-0.055697977412267875,-0.017238782423827724
390,24.9,47.0,-21.0,4.0,0.0,0.0,25,47,-21,3,-0.008460069525561447,-0.05443324017808767,-0.017757562493723664
391,25.0,47.0,-21.0,4.0,0.0,0.0,25,47,-21,3,-0.007200111138489268,-0.055443333148957455,-0.017425454472494863
392,24.1,18.9,-12.7,4.0,59.0,17.5,25,47,-21,4,-0.001502692296124427,-0.0029954502246194985,0.003109683464042909
393,24.3,1.3,-7.5,4.0,59.0,17.5,25,47,-21,5,-0.0029957372629381665,-0.0006873422679752369,-0.014389880394349769
394,25.1,47.0,-21.0,4.0,0.0,0.0,25,47,-21,3,-0.00733109065638082,-0.057551310672131734,-0.018450238031179282
395,27.0,47.0,-21.0,2.0,0.0,0.0,25,47,-21,2,-0.007718282075368483,-0.057984135119998635,-0.02106473093932821
396,27.0,47.0,-21.0,2.0,0.0,0.0,29,47,-21,2,-0.009144736617392249,-0.05586985027267739,-0.018586911222843783
397,25.0,-71.0,16.0,4.0,0.0,2.0,25,-71,18,6,0.009346467265354952,0.007483196709206277,0.04833833975986497
398,27.1,47.0,-21.0,2.0,0.0,0.0,29,47,-21,2,-0.00862939821899558,-0.0506419818904002,-0.022102898249024117
399,24.6,-32.6,11.8,8.0,59.0,21.5,29,47,-21,8,0.0032579927787316013,-0.0027026710557976176,-0.008119098054821004
400,27.7,-29.2,1.6,2.0,59.0,17.5,29,47,-21,3,0.0025999410510618628,-0.009031032526880636,-0.022679388356288306
401,23.6,-20.8,13.4,8.0,59.0,21.5,29,47,-21,8,-0.006710840360971649,-0.0031828142241650806,-0.009786024273800997
402,23.6,-32.4,19.5,8.0,47.0,4.0,29,-55,22,8,0.0025147643802816734,-0.0005688782867037277,-0.01384426468721205
403,25.1,-21.6,11.5,6.0,59.0,21.5,29,-71,14,6,-0.00740081057933005,-0.002237462233424608,-0.009355336142248205
404,24.6,-30.9,13.6,8.0,59.0,21.5,29,-71,14,10,0.005588648291066078,7.135320147238541e-05,-0.016372976817153786
405,25.1,-20.9,11.3,6.0,59.0,21.5,29,-71,14,6,-0.010194772913348757,-0.006621952618289188,-0.012321999773316576
406,25.1,-20.3,11.2,6.0,59.0,21.5,29,-71,14,6,-0.010849713075858542,-0.009972528330807844,-0.015062337914664615
407,25.7,-28.0,10.8,6.0,59.0,21.5,29,-71,14,7,-0.00253776654684083,-0.0010826348418487852,0.006805416237073854
408,25.1,-21.0,11.6,6.0,59.0,21.5,29,-71,14,6,-0.007063470940688603,-0.0063068755601833676,-0.010155693876653975
409,23.5,-9.4,13.2,8.0,59.0,21.5,29,-71,10,8,0.0030888851958097555,-4.60635001127502e-05,-0.003681346998368376
410,23.5,-9.3,14.2,8.0,59.0,21.5,29,-71,14,8,0.0019277550812255874,-0.0004181418777490749,-0.004087234992836773
411,22.4,-9.1,19.9,8.0,47.0,4.0,29,-71,14,6,-0.010929502171096025,-0.006309023297290345,-0.004050020997242701
412,23.3,16.1,6.4,8.0,69.0,21.5,29,-71,14,9,0.005455491124974791,0.001630013675816998,-0.005218987951844545
413,25.0,-8.4,20.0,6.0,47.0,4.0,21,23,22,6,-0.006606745468006784,-0.008425708296996504,-0.006968114363323468
414,24.2,3.4,19.5,6.0,47.0,6.0,29,-71,10,5,-0.0013615125788989184,0.002338709858031847,0.004560521373348544
415,23.1,-1.5,19.9,6.0,47.0,4.0,29,-71,14,4,0.0039071656735224685,0.002454037846329204,-0.005171908910721758
416,25.1,-9.9,19.2,4.0,47.0,4.0,29,-71,14,3,-0.012039791609097098,-0.005693035411996773,-0.0013067925474414346
417,24.3,-15.6,20.3,6.0,47.0,4.0,29,-71,14,5,0.009225848235856877,0.001285726631788668,-0.005977543965603972
418,16.6,13.8,15.3,29.0,63.0,21.5,25,23,22,11,0.011670027010143512,0.0024803527856562123,0.002958698044867973
419,15.8,5.3,13.8,29.0,47.0,21.5,29,-71,14,6,-0.0029183059465404766,-0.0022680228691510044,0.0068347909280331975
420,13.8,10.1,5.5,29.0,47.0,21.5,25,23,22,8,-0.0011459679093691185,-0.002588309998185059,0.006691054729813937
421,14.5,10.4,15.3,29.0,47.0,21.5,25,23,22,8,0.000747061290085862,0.00017699461088260777,-0.0023241248965331783
422,15.7,32.2,7.4,29.0,26.0,21.5,29,67,-21,9,-0.0026573255930512595,-0.00036900485458710186,0.0009110605159154018
423,10.3,22.1,17.2,29.0,4.0,21.5,9,23,22,9,0.005416190282211792,0.004188673380677753,0.004531545540447251
424,11.8,12.8,16.8,29.0,47.0,21.5,9,23,22,10,0.0022775005997639802,0.0016670857498706079,0.001739708243494637
425,12.7,13.7,9.4,29.0,47.0,21.5,9,23,22,11,0.007865479041781958,0.0008614939668722711,0.0049402522961408
426,13.0,12.1,16.3,29.0,47.0,21.5,-29,15,-21,9,0.004497511192539799,0.0016287797825276522,0.0008212616794920339
427,8.4,21.8,15.6,27.0,4.0,21.5,-29,15,-21,7,0.005711873886288662,-0.004749939112157911,0.004152147673847072
428,10.8,10.7,14.9,29.0,47.0,21.5,-29,15,-21,8,0.00782667281123888,0.0032203691810568378,-0.0028068337821512386
429,5.1,29.0,17.5,29.0,22.0,21.5,-29,15,-21,10,0.002331154051233654,-0.0005609568762155768,-0.005622400964846899
430,8.0,26.2,16.3,29.0,22.0,21.5,-29,15,-21,8,0.006583475197878235,0.001524437255306185,-0.011463917096629202
431,9.6,8.0,13.6,29.0,47.0,21.5,29,23,22,11,0.003490814867799943,-0.00877756606044576,0.0031234912857585435
432,11.3,22.0,16.6,29.0,4.0,21.5,13,23,22,8,0.00831900234934162,0.0011430129950026381,0.000268991622352954
433,6.4,31.5,5.7,29.0,30.0,21.5,-29,15,-21,10,-0.010877903173868575,-0.004941177315312596,0.004613088545936122
434,8.5,22.6,6.0,29.0,73.0,21.5,-29,15,-21,11,0.0010561620094925567,0.005630330710487632,0.0027506049939232135
435,-6.1,31.4,-9.7,29.0,30.0,21.5,-29,15,-21,4,-0.0030561770129809915,-0.00035904510491695756,0.0015596886294248465
436,-1.3,18.9,-0.3,29.0,4.0,21.5,-29,15,-21,4,-0.0012450503685822443,0.002207052583077166,0.004237290418072906
437,-1.5,18.8,-0.4,29.0,4.0,21.5,-29,15,-21,4,-0.0005687556994372709,0.0021713794538843053,0.003726003874073636
438,-3.0,31.7,7.5,29.0,30.0,21.5,-29,15,-21,8,-0.004485171266376404,0.0008913662610302707,0.002069875233859813
439,0.7,25.8,9.4,29.0,22.0,21.5,-26,15,-21,7,-0.0008680377262152377,-0.001424808695949234,-0.00021409314426020887
440,1.0,25.9,9.6,29.0,22.0,21.5,-26,15,-21,7,-0.0003089586750574559,-0.002236144941544844,0.00023265647787094106
441,7.4,27.0,16.0,29.0,22.0,21.5,21,23,22,7,0.0031170960310934227,-0.00038269941621253077,-0.01100907312943801
442,5.9,29.0,15.0,29.0,18.0,21.5,25,23,22,6,0.0011545464365173145,0.00012622391293742202,-0.005117697666446932
443,-2.0,32.1,10.6,29.0,18.0,21.5,-29,23,-21,4,-0.0037236715409732896,0.0009791555579630581,0.0016850402304130158
444,-29.0,59.0,22.0,0.0,0.0,0.0,-29,59,22,1,0.02806226536631584,0.03600339591503143,-0.01241560559719801
445,-29.0,59.0,22.0,0.0,0.0,0.0,-29,59,22,1,0.0323709174990654,0.03524233400821686,-0.012067380361258984
446,-29.0,59.0,22.0,0.0,0.0,0.0,-29,59,22,1,0.031182803213596344,0.03308422490954399,-0.01117855217307806
447,-29.0,59.0,22.0,0.0,0.0,0.0,-29,59,22,1,0.031366169452667236,0.031456708908081055,-0.010892014019191265
448,-29.0,59.0,22.0,0.0,0.0,0.0,-29,59,22,1,0.032327838242053986,0.03040430322289467,-0.0109067028388381
449,-29.0,12.7,7.0,0.0,51.0,21.5,-29,23,-21,3,-0.004628835562858702,-0.001514776411514155,-0.004546245223856149
450,-29.0,12.6,7.1,0.0,51.0,21.5,-29,23,-21,3,-0.0038700518846252175,-0.0015269610754832937,-0.004029088835498904
451,-10.6,35.0,6.9,29.0,18.0,21.5,-29,23,-21,3,0.0014707321546296572,9.89728979722789e-05,-0.005730450029343087
452,-10.7,35.5,7.5,29.0,18.0,21.5,-29,59,22,3,-0.0006285380508981096,-0.0007330429378832423,-0.005628380512253911
453,-29.0,40.8,0.2,0.0,18.0,21.5,-29,23,-21,2,0.0009430364455727421,0.012098373390494917,-0.01326255408153679
454,-29.0,41.0,0.5,0.0,18.0,21.5,-29,23,-21,2,0.0013523849934423424,0.011160876676258378,-0.012201796569673224
455,-27.6,59.0,22.0,1.5,0.0,0.0,-29,59,22,2,0.03563347905704148,0.027603157666679597,-0.007653166238113639
456,-27.6,59.0,22.0,1.5,0.0,0.0,-29,59,22,2,0.03439895158167119,0.02499928559466551,-0.00718546745261665
457,-9.5,47.5,22.0,29.0,18.0,0.0,-29,59,22,3,-0.0020554661383325452,0.0008151156470962281,-0.0008872516014001495
458,-9.3,17.0,17.3,29.0,61.0,19.5,-29,-8,22,8,0.0003983185148568585,-0.00035668426580967057,-0.003067417186135308
459,-29.0,-43.0,22.0,0.0,0.0,0.0,-29,-43,22,1,-0.019662916660308838,-0.04992550611495972,-0.011519026011228561
460,-28.3,7.9,22.0,1.5,53.0,0.0,-29,59,22,4,0.006466222667053997,-1.2568002512224822e-05,0.006290988338779413
461,-28.3,7.6,22.0,1.5,53.0,0.0,-29,59,22,4,0.005250524459800057,0.0006730530607463316,0.008125104169518635
462,-27.6,41.2,0.7,1.5,18.0,21.5,-29,59,22,4,0.0056440334087542714,0.010606933606670461,-0.0073114481708363805
463,-27.6,59.0,22.0,1.5,0.0,0.0,-29,59,22,2,0.044865313234645335,0.022798418217435047,-0.004680639498279045
464,-27.6,59.0,22.0,1.5,0.0,0.0,-29,59,22,2,0.04452467356185334,0.02397394370444258,-0.0038514229756797342
465,-28.0,26.4,22.0,1.5,51.0,0.0,-29,59,22,3,0.016954854221181946,0.0013734831710149739,0.002673915880605615
466,-28.0,25.1,22.0,1.5,51.0,0.0,-29,59,22,3,0.005031578446990816,0.0012146473990951308,-0.0005844944120988097
467,-28.0,24.2,22.0,1.5,51.0,0.0,-29,-43,22,3,-0.0030784579132854457,0.0004891171624119041,-0.0021675329576946504
468,-26.5,-3.7,-3.6,3.5,33.0,21.5,-29,-43,22,5,-0.004706178740369865,0.009007109029253235,0.0015852223986553128
469,-27.7,51.2,5.0,3.5,53.0,21.5,-26,59,22,8,0.0009922635650451697,-0.0007716120238045854,0.0009327291390888606
470,-26.5,44.9,0.2,3.5,26.0,21.5,-26,23,-21,8,0.0025546889994195313,0.0004916819084723866,-0.004704990623824066
471,-25.7,44.0,4.2,3.5,18.0,21.5,-26,59,22,6,0.004316121350869488,0.0005258693280220104,0.0018064837738327511
472,-25.6,54.9,9.6,5.5,16.0,21.5,-26,59,22,7,-0.003508522794018785,-0.004892919645384456,0.00910252054042178
473,-25.5,38.1,18.3,5.5,51.0,11.5,-29,-43,22,6,-0.0010032722000770276,-0.003475431175493841,0.004933129971146362
474,-23.9,31.8,22.0,5.5,51.0,0.0,-29,-43,22,4,-0.0012476977155899246,-0.0035486777220894014,0.0017531624351457187
475,-23.8,32.7,22.0,5.5,51.0,0.0,-29,-43,22,4,-0.0033776894063601353,-0.006108054808907604,0.0006346361377319373
476,-25.8,22.8,22.0,3.5,51.0,0.0,-29,-43,22,3,-0.01029497357705521,0.009321367186683614,-0.0074009883235629445
477,-25.5,39.4,18.3,5.5,51.0,11.5,-26,59,22,6,0.0030440474921756863,0.00020525591805761682,0.007783184117207364
478,-24.7,55.2,17.6,5.5,10.0,11.5,-22,59,22,5,-0.008543525498597297,0.00397203488152815,-0.004723819185943915
479,-23.8,59.0,22.0,5.5,0.0,0.0,-26,59,22,4,0.03936788526059545,0.023058237016849076,-0.0008387971781810374
480,-23.8,59.0,22.0,5.5,0.0,0.0,-26,59,22,4,0.04007268479651918,0.024724211787373745,-0.001227587350848626
481,-24.9,38.7,22.0,5.5,51.0,0.0,-26,59,22,5,0.005789684824729596,-0.003487193035185411,0.0014699779887341884
482,-23.8,59.0,22.0,5.5,0.0,0.0,-26,59,22,4,0.03872466796381341,0.02338607608375768,0.0003057004613987748
483,-24.8,62.0,17.7,5.5,8.0,11.5,-26,59,22,5,0.00803140864935918,0.0007422481180879842,-0.009225182679052214
484,-27.5,-43.0,22.0,1.5,0.0,0.0,-26,-43,22,2,0.0015466368727993015,-0.04842761413492626,-0.00646348724877017
485,-21.5,42.7,5.0,29.0,41.5,21.5,-26,59,22,14,0.002899607643418396,0.0020269396379032673,0.0012836072020091596
486,-27.5,-43.0,22.0,1.5,0.0,0.0,-26,-43,22,2,-0.0021899269956604447,-0.049695964326160615,-0.006025144913680896
487,-27.5,-43.0,22.0,1.5,0.0,0.0,-26,-43,22,2,0.0022685900455813404,-0.05238898528910958,-0.006260928934772571
488,-26.0,61.4,6.3,5.5,18.0,21.5,-26,59,22,8,-0.0011926177782035344,-0.00016688935678857176,-0.007845982607746176
489,-27.4,63.7,2.3,3.5,18.0,21.5,-29,75,-1,8,-0.007512831989171829,-0.0022732348781261628,-0.01013974563337963
490,-29.0,75.0,-3.0,0.0,0.0,2.0,-29,75,-1,2,0.024045844247784696,-0.00011016909736599398,-0.04021919495778719
491,-27.0,4.9,11.9,3.5,59.0,13.5,-26,-43,22,5,0.002393961540501183,-6.052655972802541e-05,0.00030194953393167744
492,-29.0,75.0,-3.0,0.0,0.0,2.0,-29,75,-1,2,0.031223954205100782,0.0008008790970846762,-0.037328784136104576
493,-29.0,75.0,-2.9,0.0,0.0,2.0,-29,75,-1,2,0.03326289057152254,0.002202967735736285,-0.03570119279883406
494,-25.7,25.3,11.7,3.5,59.0,13.5,-29,75,-1,5,-0.0029664196276784384,0.0014561157090881727,-0.0033481713824833506
495,-29.0,75.0,-2.9,0.0,0.0,2.0,-29,75,-1,2,0.027619969656543227,0.0029114014462866353,-0.03932016547516275
496,-25.0,14.0,4.0,5.5,59.0,21.5,-22,-43,22,6,-0.0055125355344471496,-0.003665667439491296,0.0021731551763948635
497,-26.5,72.0,-16.2,3.5,2.0,10.0,-29,71,-21,4,-0.011037722873313342,-0.01410410627657783,-0.005849446344501825
498,-25.2,32.1,2.0,5.5,59.0,21.5,-22,-43,22,9,0.0010220782174565678,-0.0049835208553748594,0.0026335510043812914
499,-22.4,18.2,12.1,7.5,59.0,21.5,-18,-43,22,7,-0.002904810601000829,-0.010068147827767836,-0.0006473344214430522
500,-26.2,68.8,-3.5,3.5,8.0,21.5,-29,75,-5,7,-0.009708149134767304,0.0018013712941396943,0.006864187761181301
501,-22.9,23.0,2.8,7.5,59.0,21.5,-29,75,-5,7,-0.01136391654600299,-0.0006003587591414662,0.0023254763578346655
502,-26.6,73.1,-11.7,3.5,2.0,10.0,-29,75,-5,4,-0.002485869190182239,-0.002132492146517194,-0.012904630431446368
503,-26.5,73.0,-11.9,3.5,2.0,10.0,-29,75,-5,4,-0.0033028431388568754,-0.0023894067951463283,-0.012069094195932856
504,-29.0,75.0,-3.1,0.0,0.0,2.0,-29,75,-5,2,0.03446208760291728,0.0004214381721319286,-0.03201620122415721
505,-26.8,73.7,-8.8,3.5,2.0,10.0,-29,75,-5,3,-0.015619820043610746,0.0006305582488288718,-0.012494802656636501
506,-29.0,75.0,-3.1,0.0,0.0,2.0,-29,75,-5,2,0.03594218542936142,0.004554661815646894,-0.03129587832267156
507,-24.5,73.0,-12.0,5.5,2.0,10.0,-29,75,-5,4,-0.0032959029507205577,-0.0018119432781931997,-0.013361277434582724
508,-23.1,72.4,-15.4,5.5,2.0,8.0,-29,75,-5,3,-0.009128816131935318,-0.009966580511318029,-0.008712696635759482
509,-24.9,52.2,-18.4,5.5,32.0,8.0,-22,71,-21,6,-0.0037203982912981013,-0.0026588889781310444,0.010719232043258893
510,-24.5,45.4,-18.7,5.5,32.0,8.0,-26,11,-21,7,0.0035871009964096754,-0.006408145989930469,0.0005962778410325405
