step,cx,cy,cz,ex,ey,ez,peak_x,peak_y,peak_z,n_core_points,omega_x,omega_y,omega_z
718,-5.9,46.5,-1.9,19.5,41.5,21.5,9,-8,22,9,0.0005211849994995032,-0.0012045589835875334,0.0009897687966009595
719,-7.6,75.0,-10.6,19.0,0.0,10.0,-2,75,-1,14,-0.013083270152139656,0.0047968999550843505,0.0028450353415596405
720,9.0,-8.0,22.0,4.0,0.0,0.0,9,-8,22,3,0.0033772278498227022,-0.05137764991898264,-0.01392556943782698
721,9.0,-8.0,22.0,4.0,0.0,0.0,9,-8,22,3,-1.1047546702040829e-05,-0.050815969331694646,-0.013594528750162524
722,-2.1,26.7,0.5,17.5,59.0,21.5,9,-8,22,10,0.020475179230566604,-0.02054016019603616,-0.00213007015474673
723,2.5,13.6,6.2,13.5,59.0,21.5,13,-43,22,8,-0.002151236415295041,-0.005865123680326821,0.001038491589869413
724,-0.1,26.5,0.6,15.5,59.0,21.5,9,-8,22,10,0.01895326941740329,-0.02248508105391837,-0.0009882784789868712
725,-2.8,43.3,-4.6,15.5,41.5,21.5,9,-8,22,8,-0.0017068321038376587,0.0009742496534182837,-0.011381422445075541
726,-1.3,30.2,0.5,19.5,59.0,21.5,9,-8,22,10,-0.0015255978760443946,-0.0070239309603432965,0.008598241376521884
727,-0.5,33.6,0.5,17.5,41.5,21.5,13,-8,22,8,0.0025740604272866535,3.683357742592739e-05,0.01317907617878301
728,-4.2,51.8,-9.0,15.5,41.5,21.5,-14,75,-21,7,-0.0026071238298235704,0.0005191880871015526,0.013642187784731715
729,-1.6,44.6,-5.3,17.5,41.5,21.5,-10,75,-21,8,-0.0013893238547648156,0.00017588438239289034,-0.004445995401985883
730,-8.5,63.8,-15.2,17.5,41.5,21.5,-10,75,-21,7,-0.0002920267823066006,-0.000949459540255229,-0.002719376655128523
731,1.6,15.4,0.7,15.5,59.0,21.5,9,-43,22,8,-0.0018235843116952578,0.0033583656498754684,-0.0008216225961055182
732,-4.2,75.0,-21.0,5.5,0.0,0.0,-2,75,-21,4,0.04148309790779861,-0.030942320112328114,-0.022265521548826314
733,-4.2,75.0,-21.0,5.5,0.0,0.0,-2,75,-21,4,0.041725349982143584,-0.02980578226160764,-0.020927116819378217
734,-2.4,75.0,-21.0,7.5,0.0,0.0,-2,75,-21,5,0.040514797534363024,-0.031332610582610915,-0.02198046565131559
735,-6.3,75.0,-21.0,7.5,0.0,0.0,-6,75,-21,5,0.03615074788366338,-0.030948645289528946,-0.02442150009442615
736,-8.1,74.4,-21.0,9.5,2.0,0.0,-6,75,-21,6,0.0212170094691284,-0.024116716374669413,-0.02336206111828955
737,-8.0,75.0,-21.0,6.0,0.0,0.0,-10,75,-21,4,0.04018920976130137,-0.030564608588999915,-0.026078653363043047
738,-6.3,75.0,-21.0,7.5,0.0,0.0,-10,75,-21,5,0.03963919671163082,-0.029743450720991632,-0.024793865760712474
739,-7.7,74.5,-21.0,11.5,2.0,0.0,-6,75,-21,8,0.030132692937021026,-0.022302845417968536,-0.022498129064146215
740,-8.4,74.1,-21.0,11.5,2.0,0.0,-10,75,-21,9,0.018286903168054827,-0.01773680918783953,-0.022377430819444287
741,-4.4,75.0,-21.0,9.5,0.0,0.0,-6,75,-21,6,0.03216060998743095,-0.03020876434887789,-0.027407508518096927
742,-6.2,75.0,-21.0,7.5,0.0,0.0,-6,75,-21,5,0.03436250434158294,-0.030528014406584023,-0.02896476239676694
743,-4.3,75.0,-21.0,5.5,0.0,0.0,-6,75,-21,4,0.03870202245380032,-0.02956480668798357,-0.027926246896662416
744,-4.3,75.0,-21.0,5.5,0.0,0.0,-6,75,-21,4,0.03611650074575139,-0.029020118321342235,-0.029285146265150056
745,-6.2,75.0,-21.0,7.5,0.0,0.0,-6,75,-21,5,0.037271745005374314,-0.02898662952284933,-0.031258277228005144
746,-6.2,75.0,-21.0,7.5,0.0,0.0,-6,75,-21,5,0.03208178029022692,-0.029461415729591402,-0.032713752175743536
747,-6.2,75.0,-21.0,7.5,0.0,0.0,-6,75,-21,5,0.030594888594246594,-0.029630290757388936,-0.0330856658146854
748,-6.1,75.0,-21.0,7.5,0.0,0.0,-6,75,-21,5,0.029883475897104935,-0.03083619819286574,-0.03478485908323466
749,-2.4,75.0,-21.0,7.5,0.0,0.0,-2,75,-21,5,0.0283693791971759,-0.028723520182887218,-0.033603542701209625
750,-2.4,75.0,-21.0,7.5,0.0,0.0,-2,75,-21,5,0.028173712326970225,-0.028589514459987482,-0.03355898593561548
751,-2.3,75.0,-21.0,7.5,0.0,0.0,-2,75,-21,5,0.03110452388350325,-0.02924357514242344,-0.03615475139356843
752,1.3,75.0,-21.0,7.5,0.0,0.0,1,75,-21,5,0.028791283498632254,-0.03040361409307634,-0.03654638883109639
753,1.3,75.0,-21.0,7.5,0.0,0.0,1,75,-21,5,0.03139787015500124,-0.030635595655777677,-0.03760008386946529
754,-0.5,75.0,-21.0,5.5,0.0,0.0,-2,75,-21,4,0.033867499382897,-0.03179653715001629,-0.039057194669298925
755,-0.4,75.0,-21.0,5.5,0.0,0.0,1,75,-21,4,0.03634111284161756,-0.03134098605245929,-0.03874981488672848
756,3.1,75.0,-21.0,5.5,0.0,0.0,1,75,-21,4,0.03268272751268508,-0.029915398352709212,-0.0356208874085605
757,3.2,75.0,-21.0,5.5,0.0,0.0,1,75,-21,4,0.03152026467435822,-0.028325962069482787,-0.03546458273057945
758,3.2,75.0,-21.0,5.5,0.0,0.0,1,75,-21,4,0.03167390500806856,-0.02799790982187232,-0.035286657129105774
759,3.2,75.0,-21.0,5.5,0.0,0.0,1,75,-21,4,0.03296669784836145,-0.02571429471948286,-0.03387561907219981
760,5.0,75.0,-21.0,4.0,0.0,0.0,5,75,-21,3,0.03758676550997862,-0.027599623516309253,-0.034343295760711955
761,5.1,75.0,-21.0,4.0,0.0,0.0,5,75,-21,3,0.0356416528336268,-0.026463139440802877,-0.03350604678195393
762,8.9,75.0,-21.0,4.0,0.0,0.0,9,75,-21,3,0.034385813479297825,-0.029124181266645274,-0.035491597882628526
763,10.9,75.0,-21.0,6.0,0.0,0.0,9,75,-21,4,0.02881491999213452,-0.02991686372320685,-0.03496441548518418
764,11.0,75.0,-21.0,6.0,0.0,0.0,9,75,-21,4,0.027177422098101194,-0.02984581080439465,-0.03523418096858473
765,13.0,75.0,-21.0,8.0,0.0,0.0,9,75,-21,5,0.025386186243920545,-0.02854573649288776,-0.03286972155876857
766,11.2,74.4,-21.0,10.0,2.0,0.0,13,75,-21,6,0.017751934688244916,-0.018376947388582386,-0.026520953894034558
767,14.9,75.0,-21.0,6.0,0.0,0.0,13,75,-21,4,0.024622404336767965,-0.02837443409332916,-0.0325364843327846
768,15.0,75.0,-21.0,6.0,0.0,0.0,17,75,-21,4,0.026772953444437367,-0.031092234432069283,-0.03489772707048389
769,15.1,75.0,-21.0,6.0,0.0,0.0,17,75,-21,4,0.02921677461017371,-0.03149040238729492,-0.034669563466572795
770,16.9,75.0,-21.0,4.0,0.0,0.0,17,75,-21,3,0.030141938029729563,-0.03191993978874254,-0.03383409607889572
771,19.0,75.0,-21.0,6.0,0.0,0.0,17,75,-21,4,0.027739997975559906,-0.03148437741762114,-0.03203031032141729
772,19.0,75.0,-21.0,6.0,0.0,0.0,21,75,-21,4,0.028460057606650335,-0.030644408435412402,-0.03175523410481099
773,19.0,75.0,-21.0,6.0,0.0,0.0,17,75,-21,4,0.030037409355831005,-0.027321664971992517,-0.029929695847465722
774,16.3,74.2,-21.0,10.0,2.0,0.0,17,75,-21,5,0.019743330884677845,-0.016584194900730452,-0.024471245252330444
775,17.8,73.7,-21.0,12.0,2.0,0.0,21,75,-21,6,0.00913319416363843,-0.012835586422827783,-0.021665091170570323
776,17.9,73.7,-21.0,12.0,2.0,0.0,21,75,-21,6,0.007300323712382949,-0.013291077020177119,-0.02219364156320244
777,17.0,73.3,-21.0,12.0,2.0,0.0,9,71,-21,7,-0.0012224312424212094,-0.006025506064259735,-0.020197956438585456
778,17.0,73.3,-21.0,12.0,2.0,0.0,9,71,-21,7,0.00025984387372075986,-0.006312993441331651,-0.018510113645531533
779,17.1,73.3,-21.0,12.0,2.0,0.0,21,75,-21,7,0.0032631158460777565,-0.005892080254385266,-0.018613232811614228
780,20.2,74.2,-21.0,10.0,2.0,0.0,21,75,-21,5,0.02035487259892979,-0.016996443476200628,-0.02193660614203992
781,19.0,73.7,-21.0,10.0,2.0,0.0,21,75,-21,6,0.011886160548147165,-0.009123083050610957,-0.018176115798127047
782,14.8,73.3,-21.0,10.0,2.0,0.0,17,75,-21,7,0.00254951784284324,-0.0015680728808059458,-0.01769306811034263
783,17.4,53.7,-13.4,12.0,67.0,21.5,9,71,-21,11,0.00512839621596977,-0.0026195403953996224,0.0008697310556321728
784,19.2,54.4,-16.4,10.0,67.0,21.5,13,71,-21,9,0.0009061381944613636,-0.0019452597899426846,0.0009959044113936955
785,19.0,73.0,-21.0,10.0,2.0,0.0,13,71,-21,6,-0.004359969419635053,-0.0006759275565793867,-0.014726848283056995
786,18.8,72.7,-21.0,10.0,2.0,0.0,29,75,-21,5,-0.009737544917701346,0.004148692833536335,-0.012513719845499826
787,19.1,73.0,-21.0,10.0,2.0,0.0,13,71,-21,6,-0.00430300881833672,0.0004089828176365627,-0.014467632140257555
788,19.1,73.0,-21.0,10.0,2.0,0.0,25,75,-21,6,-0.002572420056319534,0.0007330102613286642,-0.014658295025630994
789,17.0,41.2,-2.1,29.0,59.0,21.5,25,75,-21,9,0.004050668245383101,0.0008618806006815939,-0.001567227915695447
790,22.5,56.3,-5.1,8.0,24.0,21.5,25,75,-21,8,-0.011446676532593892,0.002994486697511442,-0.0011871127298268658
791,20.9,67.1,-12.3,8.0,24.0,21.5,13,71,-21,7,-0.001148194774032558,0.0007502078947854658,2.848534857504905e-05
792,20.1,69.2,-10.9,8.0,24.0,21.5,13,71,-21,10,-0.002366159505769101,-0.0002830322952335769,0.001543503928473684
793,24.3,50.4,-12.3,6.0,59.0,21.5,25,75,-21,5,-0.0041414613063817315,-0.0003708259167480248,0.001959672117927467
794,23.1,74.1,-21.0,6.0,2.0,0.0,25,75,-21,4,0.01583237511541129,-0.009893045109825927,-0.020027678511390153
795,20.6,73.5,-16.1,8.0,2.0,10.0,29,75,-21,8,-0.00532322625677953,-0.0004928261319262597,0.010401850565006697
796,21.9,74.2,-13.1,6.0,2.0,10.0,29,75,-21,5,-0.007475254579304158,0.0015237800074384073,0.015456236190793289
797,20.6,74.0,-13.5,8.0,2.0,10.0,17,75,-1,8,-0.007967730756132635,0.0014790870758617093,0.014746243652168464
798,22.1,73.9,-12.3,6.0,2.0,10.0,21,75,-1,7,-0.0072493459956339094,0.00207005407798576,0.011190928331851386
799,22.4,73.5,-13.3,6.0,2.0,10.0,21,75,-1,8,-0.007260543711352676,0.0020225476088923085,0.011711143070208324
800,18.2,73.8,-11.9,29.0,2.0,10.0,21,71,-21,10,-0.00840934655605697,0.0023714822637716493,0.008099535486459478
801,18.4,73.7,-13.0,29.0,2.0,10.0,21,71,-21,9,-0.005747688680370837,0.003945783801013451,0.009798332554066948
802,25.1,73.7,-11.0,4.0,2.0,10.0,29,75,-21,6,-0.0064071599781096175,0.0033112976148406553,0.003391408557965652
803,25.6,73.3,-12.3,4.0,2.0,10.0,25,75,-1,7,-0.005780711278583745,0.0027112488674060843,0.008260182822737444
804,25.0,73.0,-11.0,4.0,2.0,10.0,25,75,-1,6,-0.0026050845846331983,0.0012095687925753919,0.004496858905688251
805,18.9,55.7,-8.3,29.0,73.0,21.5,25,71,-21,8,-0.004958198730030045,0.0019479939155542182,-0.00161604375900403
806,18.8,64.6,-15.3,29.0,32.0,10.0,25,71,-21,7,-0.001984273950122865,0.0020187446978036858,-0.007256887867849948
807,8.2,39.1,-14.1,29.0,73.0,21.5,25,71,-21,6,-0.0005007640535138251,0.001381236285749983,0.00047601612555097316
808,-0.4,29.5,-6.7,29.0,73.0,21.5,-29,-71,22,6,0.001154438080847311,0.00044859758403579955,-0.0007470498623837164
809,27.0,71.0,-21.0,2.0,0.0,0.0,29,71,-21,2,-0.03350230409880719,0.02562355826037044,-0.006516069686571415
810,27.0,71.0,-21.0,2.0,0.0,0.0,29,71,-21,2,-0.03358256759725159,0.027807187277335235,-0.0066969143359075275
811,13.8,37.2,-5.6,29.0,73.0,21.5,29,71,-21,4,-0.0038684627952489375,0.004084394980222163,-0.007165871541686856
812,5.8,33.3,-8.9,29.0,73.0,21.5,29,71,-21,5,-0.0021468600470586343,-0.0007157279035265865,0.0017290271921079653
813,-1.4,-1.6,11.1,29.0,73.0,11.5,-29,-71,22,2,-0.0007834109231501732,0.00028300417642228027,-0.006018369438335955
814,-29.0,-71.0,22.0,0.0,0.0,0.0,-29,-71,22,1,0.012092933058738708,0.001238174387253821,0.045153066515922546
815,-29.0,-71.0,22.0,0.0,0.0,0.0,-29,-71,22,1,0.012315109372138977,0.0024329000152647495,0.04863230884075165
816,-29.0,-71.0,18.2,0.0,0.0,4.0,-29,-71,22,2,-0.002007996299402862,0.0013804730032915854,0.03376107980756982
817,-29.0,-32.0,1.5,0.0,41.0,21.5,-29,-71,22,2,0.007547854818483308,-0.010857876583162113,0.0037973920119596847
818,-29.0,-71.0,18.0,0.0,0.0,0.0,-29,-71,18,1,-0.004826657474040985,-0.000364291830919683,0.049049261957407
819,-29.0,-71.0,18.0,0.0,0.0,0.0,-29,-71,18,1,-0.0046044811606407166,-0.0007805228233337402,0.05220561474561691
820,-29.0,-71.0,18.2,0.0,0.0,4.0,-29,-71,22,2,-0.0069843383186690665,0.00019384651673321507,0.04003179433333479
821,-29.0,-71.0,22.0,0.0,0.0,0.0,-29,-71,22,1,-0.007851511240005493,-0.005755828693509102,0.05420413240790367
822,-29.0,-71.0,18.1,0.0,0.0,4.0,-29,-71,22,2,-0.007868660133954977,0.0001725370813471474,0.040670092993583484
823,-29.0,-71.0,18.1,0.0,0.0,4.0,-29,-71,22,2,-0.009713050611690872,0.0019438070062814936,0.0417816790277136
824,-29.0,-71.0,22.0,0.0,0.0,0.0,-29,-71,22,1,-0.01399172842502594,-0.001763070235028863,0.054806169122457504
825,-29.0,-71.0,18.0,0.0,0.0,4.0,-29,-71,22,2,-0.013922185284098129,0.0031763705742090687,0.03788601858422364
826,-29.0,-71.0,18.0,0.0,0.0,4.0,-29,-71,22,2,-0.017600092853964962,0.0027284231715462067,0.038899460190621904
827,-29.0,-71.0,14.2,0.0,0.0,4.0,-29,-71,18,2,-0.020490878706599977,0.004290460104694314,0.044807541572760824
828,-29.0,-71.0,18.0,0.0,0.0,4.0,-29,-71,14,2,-0.02212192534370856,0.003276743871895864,0.04185475482265176
829,-29.0,-71.0,18.0,0.0,0.0,4.0,-29,-71,14,2,-0.02188254073953239,0.0019599769179852265,0.04034440140766086
830,-29.0,-71.0,18.0,0.0,0.0,0.0,-29,-71,18,1,-0.020684674382209778,0.002143178367987275,0.058568187057971954
831,-29.0,-71.0,18.0,0.0,0.0,4.0,-29,-71,14,2,-0.020093458415111422,0.0024096494339875003,0.042810190215507866
832,-29.0,-71.0,17.9,0.0,0.0,4.0,-29,-71,14,2,-0.022961584053870866,0.0029430911012945115,0.04282076590277568
833,-29.0,-71.0,18.1,0.0,0.0,4.0,-29,-71,22,2,-0.0236658739257603,0.0037702479836113825,0.043543768330565925
834,-28.0,-71.0,16.6,1.5,0.0,4.0,-29,-71,14,3,-0.02351707451844302,0.00574010080306727,0.045426445893612305
835,-27.8,-37.4,1.3,1.5,41.0,21.5,-29,11,-21,5,-0.0017029575476496131,-0.0025779554962288053,-0.0015477299456960612
836,-28.0,-15.3,-8.5,1.5,41.0,19.5,-29,11,-21,3,-0.00719630019290502,0.021779573322894596,-0.004841047279640152
837,-27.6,11.0,-21.0,1.5,0.0,0.0,-29,11,-21,2,0.005506958068526397,-0.05987428194479474,0.01066651444646553
838,-28.0,-15.1,-7.3,1.5,41.0,21.5,-29,11,-21,3,-0.00787615913560757,0.00930356644065124,-0.002878930978256678
839,-27.5,-29.1,0.0,1.5,41.0,21.5,-29,11,-21,4,0.0070823153611960605,-0.006976956937756001,-0.00021943476797524363
840,-26.9,-29.4,-1.1,3.5,41.0,21.5,-29,-71,22,6,0.005758087272474293,-0.009794920038747911,0.0072169768461514275
841,-26.7,-35.2,1.1,3.5,41.0,21.5,-29,-71,22,7,-0.0023412327902030084,-0.00865220188539268,-0.0005416578073287903
842,-24.6,-24.1,-2.6,5.5,41.0,21.5,-22,11,-21,7,-8.936072463236624e-05,-0.0061742371208566545,-0.0021739476287941425
843,-25.4,-27.4,0.4,3.5,59.0,21.5,-29,-71,22,11,0.00925183018689681,-0.0001770341732910117,-0.0004813013935931803
844,-25.8,-71.0,20.1,3.5,0.0,4.0,-26,-71,22,4,-0.019344254177767518,-0.009652890670418027,0.04582248501883375
845,-26.4,-54.8,8.8,3.5,41.0,19.5,-26,-71,18,5,0.0013731919002622226,-0.0032628069491041542,-0.0005022444225064912
846,-25.7,-36.5,0.5,3.5,41.0,19.5,-26,-71,18,7,-0.0014381029256734475,-0.0035706364782877725,-0.006590459720670571
847,-24.6,-23.1,-3.1,5.5,41.0,21.5,-22,11,-21,7,0.0018572164480899133,-0.006090824606501106,-0.0009697733757407983
848,-24.7,-29.4,-0.8,5.5,41.0,21.5,-22,11,-21,8,0.005934607260287311,-0.008014936809313769,0.004523326468125237
849,-23.3,-18.7,-5.4,7.5,41.0,21.5,-22,11,-21,8,-0.0011655482209250619,0.00042822357278174926,-0.0019200043650205
850,-22.5,-2.0,-14.2,7.5,41.0,21.5,-22,11,-21,6,0.002870327817151742,0.0025383594226211655,-0.016695795226908124
851,-22.3,-29.4,-1.4,7.5,41.0,21.5,-22,11,-21,10,0.009197441252240174,-0.010408454265103098,0.0019388925444789099
852,-22.5,-2.0,-14.2,7.5,41.0,21.5,-22,11,-21,6,0.003055735759790507,0.00116599186373378,-0.016627242442143406
853,-21.9,-4.5,-10.6,7.5,59.0,21.5,-22,11,-21,8,0.007056707560253931,0.004877821768093154,-0.012081526973471129
854,-21.2,-22.3,-5.0,7.5,59.0,19.5,-22,11,-21,11,0.0018796667527413555,-0.0037661006115360203,-0.00038777219065912454
855,-21.8,-0.9,-9.6,7.5,59.0,21.5,-18,47,-21,11,0.00654778153277541,0.0017126116592139033,-0.014266906410951758
856,-21.0,-16.4,-4.1,7.5,59.0,19.5,-26,11,-21,9,-0.003830792274329116,0.006500151872032829,-0.011338393931176565
857,-21.9,10.0,-15.5,7.5,59.0,17.5,-26,11,-21,6,0.002921493159595016,-0.012289835544142086,0.007494467414030926
858,-19.4,-16.1,-6.0,7.5,59.0,19.5,-26,11,-21,9,-0.00527029727890845,0.005062642397682522,-0.006970081933081939
859,-21.9,25.1,-21.0,7.5,18.0,0.0,-26,11,-21,5,-0.004876110165458023,0.006223847429709696,-0.011166934073607299
860,-21.9,25.0,-21.0,7.5,18.0,0.0,-26,11,-21,5,-0.0049220589099452615,0.006557230075920388,-0.011120757825605957
861,-18.3,-19.5,-3.0,9.5,59.0,21.5,-22,11,-21,11,-0.0007866999338383056,-0.0032049099285276633,0.00353677473443689
862,-18.3,-8.0,-7.2,9.5,59.0,21.5,-14,47,-21,11,0.00977755850691556,0.007180866874228973,-0.0009496612986981954
863,-15.8,-3.1,-8.0,10.0,59.0,21.5,-10,47,-21,9,0.006070504809672924,0.004709852625241078,-0.011965739983556292
864,-15.6,14.7,-15.9,10.0,59.0,21.5,-18,11,-21,8,-0.004490957839876719,0.005533322571657874,-0.01963405335136773
865,-14.1,28.5,-21.0,8.0,18.0,0.0,-18,11,-21,6,-0.0003690181122756238,8.432031486466111e-05,-0.012570266494466471
866,-13.4,22.8,-21.0,8.0,18.0,0.0,-18,11,-21,6,-0.012772382343397932,0.009309013175191908,-0.008106126278052106
867,-13.0,0.3,-11.6,8.0,59.0,19.5,-14,11,-21,8,0.00015071274157597367,0.0008480409967997143,-0.018714679027812417
868,-11.4,14.8,-16.3,10.0,59.0,19.5,-6,47,-21,8,-0.0035597426132353165,0.009038356211892203,-0.018498389896354068
869,-11.6,14.5,-16.3,10.0,59.0,19.5,-14,11,-21,8,-0.002021373020859707,0.0069435774894726,-0.01750571061483401
870,-11.8,26.0,-21.0,10.0,18.0,0.0,-14,11,-21,7,0.003714899030714227,0.002141086987255447,-0.015362462984663634
871,-14.1,17.9,-21.0,8.0,18.0,0.0,-14,11,-21,5,0.0006483786599489158,0.008812890263112402,-0.0002599987132285824
872,-14.0,11.0,-21.0,4.0,0.0,0.0,-14,11,-21,3,0.016776771756768658,-0.061384299624807404,0.015687748064840898
873,-12.0,11.0,-21.0,6.0,0.0,0.0,-14,11,-21,4,0.014197076710472403,-0.0629302075855378,0.014875561523099923
874,-8.7,16.8,-21.0,8.0,18.0,0.0,-10,11,-21,6,-0.0012307263415379324,0.01659942188341736,0.003882655178505876
875,-7.6,-17.6,-4.9,8.0,59.0,21.5,-10,11,-21,10,-0.0032350307553990995,-0.003381142547104604,-0.0019300401498063085
876,-7.6,-4.5,-14.4,6.0,41.0,17.5,-6,11,-21,5,0.0031761773508821598,-0.0008989046556375866,-0.012499107562052938
877,-8.0,11.0,-21.0,6.0,0.0,0.0,-10,11,-21,4,0.01072033945640018,-0.056448854324087985,0.014642054746818282
878,-8.0,11.0,-21.0,6.0,0.0,0.0,-10,11,-21,4,0.010594413847905517,-0.05375215550295033,0.01587389925083222
879,-8.0,11.0,-21.0,6.0,0.0,0.0,-6,11,-21,4,0.009627429274806228,-0.05453547209517026,0.01610524283713311
880,-11.7,16.9,-11.9,15.0,73.0,19.5,-6,11,-21,8,-0.00110401006903124,-0.003228187698766471,-0.009141298411737261
881,-12.5,32.2,-15.1,15.0,32.0,10.0,-6,11,-21,6,-0.004351511471125242,0.00021473314642146398,0.0061162837932631905
882,-12.5,32.3,-15.0,15.0,32.0,10.0,-29,75,-5,6,-0.0048909870389948,-0.00021209235356702387,0.005635020752724686
883,-10.0,21.9,-18.3,15.0,32.0,8.0,-6,11,-21,6,0.002737556868442596,0.0028697183379815614,-0.0019841027938788543
884,-6.3,-16.6,-3.3,15.0,73.0,19.5,-2,11,-21,9,-0.005154257608131912,-0.002617806662150039,0.0035478356540845574
885,-9.1,23.4,-17.9,15.0,32.0,8.0,-6,11,-21,5,-0.0018307794822169127,0.004266090113914579,-0.0026485372822787293
886,-4.3,11.0,-21.0,5.5,0.0,0.0,-6,11,-21,4,0.004752169834781392,-0.057885572368800535,0.015346791042094889
887,-4.3,11.0,-21.0,5.5,0.0,0.0,-6,11,-21,4,0.004955701123226051,-0.05915103448900269,0.014546147745085492
888,-4.2,11.0,-21.0,5.5,0.0,0.0,-2,11,-21,4,0.008128239328985867,-0.05768123157225043,0.015044385984216636
889,-2.3,11.0,-21.0,3.5,0.0,0.0,-2,11,-21,3,0.010657731749515613,-0.059440873479766745,0.014906091159126365
890,-6.0,7.4,-12.8,17.0,9.5,21.5,-2,11,-21,5,0.003645965853452939,3.3273602165538676e-05,0.02550598403438134
891,1.3,11.0,-21.0,3.5,0.0,0.0,1,11,-21,3,0.006476823131603702,-0.06524041536228856,0.01394047368488529
892,1.3,11.0,-21.0,3.5,0.0,0.0,1,11,-21,3,0.007632565208603015,-0.06400207882344629,0.014411518442729506
893,1.3,11.0,-21.0,3.5,0.0,0.0,1,11,-21,3,0.006937399898943435,-0.06480874781290819,0.014100489507240044
894,1.3,11.0,-21.0,3.5,0.0,0.0,1,11,-21,3,0.008447497012518708,-0.06445567771951959,0.014430464882093128
895,1.4,11.0,-21.0,3.5,0.0,0.0,1,11,-21,3,0.00722657452751121,-0.06421938324244153,0.01443870292492811
896,3.2,11.0,-21.0,5.5,0.0,0.0,5,11,-21,4,0.006588485922564436,-0.06414778178324683,0.013818635099023686
897,-7.0,4.6,-6.6,19.0,9.5,21.5,5,11,-21,6,-0.001549801718323672,0.0011983815460991684,-0.000251268491626306
898,-7.8,3.5,-4.1,19.0,9.5,21.5,5,11,-21,5,-0.0024333420392762357,0.0027078022629538315,-0.0041861846640345035
899,-17.1,-25.6,8.2,17.0,27.0,21.5,-29,-43,22,3,0.0006815361235387167,0.0029049103675481665,0.00916414305452883
900,-15.8,26.5,-1.8,19.0,41.5,21.5,-29,75,-5,6,-0.010796472199868077,-0.01805083350985631,-0.0039314684986489976
901,-5.4,33.1,-15.5,19.0,32.0,8.0,-29,75,-5,3,-0.004298344592728799,-0.0009274703990007305,0.008086368432236254
902,-10.6,43.5,-12.9,19.0,32.0,8.0,-29,75,-5,4,-0.008414427841739885,0.0006685241046315125,-0.009002773713156996
903,-15.8,54.4,-10.1,19.0,32.0,8.0,-29,75,-5,3,0.001458722332684032,-0.0005918057437932411,-0.0040794376249146036
904,-16.1,54.9,-10.0,19.0,32.0,8.0,-29,75,-5,3,0.001846900077102713,-0.0009813436042731393,-0.005977570557612799
905,-25.8,75.0,-5.0,3.5,0.0,0.0,-29,75,-5,3,0.007969941958201934,0.02459281507694898,-0.06463573295865463
906,-25.7,75.0,-5.0,3.5,0.0,0.0,-26,75,-5,3,0.01130772311699862,0.024269035592551048,-0.06441284243982577
907,-11.6,50.4,-11.1,21.0,32.0,8.0,-26,75,-5,5,0.003667832537365687,0.003348912172395721,0.01072209956350329
908,-20.5,15.2,4.6,21.0,59.0,21.5,-26,-43,22,7,0.0023627125183870385,-0.0035089408250691956,-0.006238903125599541
909,-16.4,59.6,-8.8,21.0,32.0,8.0,-26,75,-5,4,0.0017052074938014867,-0.0033970173893062903,-0.011020299727469558
910,-25.6,75.0,-5.0,3.5,0.0,0.0,-26,75,-5,3,-0.0023526800799533467,0.02820464415775745,-0.06509566362570812
911,-25.6,75.0,-5.0,3.5,0.0,0.0,-26,75,-5,3,-0.005465824631485118,0.028386691044325583,-0.06410437846596484
912,-22.1,75.0,-5.0,4.0,0.0,0.0,-22,75,-5,3,-0.003290122604874319,0.025079823282987048,-0.06265389254563349
913,-3.8,49.7,-12.8,21.5,32.0,8.0,-22,75,-5,6,0.006968818717115709,0.006065860931023716,0.0068582235583247685
914,-22.0,75.0,-5.0,4.0,0.0,0.0,-22,75,-5,3,0.003627271193527738,0.021792606393131915,-0.06287788844692738
915,-20.0,75.0,-5.0,6.0,0.0,0.0,-22,75,-5,4,0.006865576048006171,0.021198764108897733,-0.06270413735868469
916,-20.0,75.0,-5.0,6.0,0.0,0.0,-22,75,-5,4,0.004337414492860524,0.020583592301567852,-0.06252516388703465
917,-22.0,-43.0,22.0,4.0,0.0,0.0,-22,-43,22,3,0.0033528973350830495,-0.07255382833002617,0.0036958911190210697
918,-6.1,48.0,-11.8,21.5,32.0,8.0,-22,75,-5,7,-0.0007188747516620646,0.009042473357138349,0.006268949384155346
919,-8.3,53.7,-10.3,21.5,32.0,8.0,-18,75,-5,6,0.0034375046503838345,0.0005164059794208587,0.0015565976314096442
920,-20.0,75.0,-5.0,6.0,0.0,0.0,-18,75,-5,4,-0.004109445426050061,0.024227376497519146,-0.06270640876164531
921,-13.0,62.8,-8.1,21.5,32.0,8.0,-22,75,-5,5,-0.00023058757082286582,-0.0028214554431990296,0.010349633288493622
922,-12.9,62.7,-8.1,21.5,32.0,8.0,-18,75,-5,5,0.00044745040570722666,-0.0032363769152024637,0.009007021662415468
923,-3.8,50.4,-11.1,21.5,32.0,8.0,-18,75,-5,5,0.0011667345410198379,0.0047759269413093705,0.009352118940072492
924,-3.6,50.2,-11.2,21.5,32.0,8.0,-18,75,-5,5,0.0004820989293947458,0.0054639514671513565,0.009127389323053486
925,-1.0,49.6,-11.3,19.5,32.0,8.0,-14,75,-5,5,0.00039256137511760184,0.006838044552698654,0.007144437497839322
