Reynolds,TemporalContext,KE_1,KE_u,KE_v,KE_w,KE_u^2,KE_u v,KE_u w,KE_v^2,KE_v w,KE_w^2,KE_MSE,Helicity_1,Helicity_u,Helicity_v,Helicity_w,Helicity_wx,Helicity_wy,Helicity_wz,Helicity_u^2,Helicity_u v,Helicity_u w,Helicity_u wx,Helicity_u wy,Helicity_u wz,Helicity_v^2,Helicity_v w,Helicity_v wx,Helicity_v wy,Helicity_v wz,Helicity_w^2,Helicity_w wx,Helicity_w wy,Helicity_w wz,Helicity_wx^2,Helicity_wx wy,Helicity_wx wz,Helicity_wy^2,Helicity_wy wz,Helicity_wz^2,Helicity_MSE,Enstrophy_1,Enstrophy_wx,Enstrophy_wy,Enstrophy_wz,Enstrophy_wx^2,Enstrophy_wx wy,Enstrophy_wx wz,Enstrophy_wy^2,Enstrophy_wy wz,Enstrophy_wz^2,Enstrophy_MSE
5.2,5,5.760889993925078e-17,2.412178252758194e-16,1.5273599198547049e-15,-1.1481395021456043e-15,0.5000000000000001,-1.748158294999503e-14,1.2420367860362485e-14,0.5000000000000183,-2.1210677414052768e-15,0.4999999999999823,3.613909271040436e-33,-6.361775135994874e-20,5.017671811220824e-18,-6.669106512039294e-17,2.6476169346030624e-16,8.550678886702565e-16,-3.81187429906109e-17,1.6978159427199896e-17,-7.067312666899102e-17,1.0889174006063027e-15,-3.2382777891699328e-15,0.9999999999999897,3.4083387153547703e-16,1.0591775968449526e-15,-3.856967701651393e-16,3.685210400223929e-15,7.0284443686133256e-15,1.0000000000000184,4.245944135384789e-16,-1.0012384186283184e-15,-2.1137973472682372e-14,2.5631809641146853e-15,0.9999999999999801,-7.265976459532592e-16,1.6811438350802678e-15,-6.894162401965784e-16,2.4343984721908282e-15,1.1643181357959647e-15,-8.548332174262426e-16,7.986705767497118e-38,-5.600975908432758e-20,-2.1622680083642411e-16,-1.2951715854751725e-16,2.830057323921626e-18,0.4999999999999715,-9.672248403637324e-14,2.1271898217945626e-14,0.5000000000000182,1.5367274485919492e-15,0.5000000000000007,1.4970928798961517e-37
5.2,6,5.741771996157628e-17,1.8156353626899464e-15,-3.3599862373991987e-16,8.940427167438702e-16,0.49999999999997524,1.0379511591785917e-14,-1.2106746993037579e-14,0.4999999999999878,-2.4590423516340147e-15,0.5000000000000171,3.147750551510016e-33,-5.3364853794234335e-20,1.0064352695203541e-17,1.4212787612613157e-16,-2.4489765506220706e-17,3.0080986292911664e-16,2.700121735977502e-18,-6.049986878971128e-18,-1.142379463717475e-16,-1.950642891005957e-15,1.7192788503132355e-16,0.9999999999999956,-6.303876131281651e-16,-6.180323319292178e-16,-6.300895634545686e-17,-7.687224221751137e-15,8.817187824257008e-15,0.9999999999999498,1.2930443948816564e-16,1.3376700418891348e-15,1.074418222690444e-15,-8.06878376479092e-15,1.0000000000000042,1.2891041101009214e-15,6.084979873425475e-15,1.0005606339400046e-15,-5.210424861370981e-15,-3.929555648652184e-15,2.3002563588296127e-15,2.3326715303743065e-37,1.7051859987895287e-20,3.736285770892913e-17,-1.434043784924362e-17,5.677320169400513e-17,0.5000000000000225,-1.218675654620041e-14,-1.4677538029454803e-14,0.4999999999999992,-1.0022230252441253e-14,0.49999999999999145,3.3262690886918125e-38
5.2,7,5.059896742451894e-17,4.1417174823199647e-16,-7.056580274871864e-16,-5.823469088005414e-16,0.49999999999999734,8.964455057496756e-15,-3.806519902435539e-15,0.4999999999999871,3.9130978437926594e-15,0.49999999999998024,2.7145006746745398e-33,-9.297620007998378e-20,-2.2807804230411628e-17,-1.2382314017542934e-16,2.839356830700345e-16,-2.3545938258122344e-15,7.958561560523684e-17,-1.2513682552077118e-17,2.9101898060430535e-16,1.4320141742027076e-15,-3.5159157174171938e-15,1.0000000000000326,-2.453538266071765e-16,1.060762499173058e-15,-5.126572338883704e-16,5.261859125914707e-16,4.890859085201739e-15,1.0000000000000056,2.884533492081609e-15,-2.5792624921711333e-15,-1.9391722591944577e-14,-6.845183989890735e-16,0.9999999999999778,8.547990061033666e-15,8.195212585306069e-15,8.356254462643198e-17,2.2345072117090445e-16,1.6041136959195223e-16,-5.935146455540287e-16,2.5671548219174854e-37,-8.880658468148384e-20,1.8098961199379692e-17,-1.3698097545099842e-16,-1.4670675652150168e-16,0.5000000000000078,-3.055564384087609e-14,4.218042814454481e-14,0.5000000000000134,2.1302923264766366e-14,0.50000000000002,2.127023419549197e-37
