epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.0481,0.0243,0.5311,0.7494,0.6465,0.1056,"02/16/2023, 00:05:43"
2,0.048,0.0242,0.4784,0.7886,0.6017,0.1057,"02/16/2023, 00:05:49"
3,0.0459,0.0239,0.4044,0.7461,0.5723,0.1092,"02/16/2023, 00:05:55"
