epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.0481,0.0245,0.5414,0.7061,0.7026,0.1064,"02/05/2023, 14:54:48"
2,0.048,0.0242,0.4913,0.834,0.5983,0.1049,"02/05/2023, 14:54:55"
3,0.0477,0.0241,0.3775,0.6292,0.6415,0.1059,"02/05/2023, 14:55:02"
4,0.0469,0.0239,0.4694,0.8068,0.5898,0.1126,"02/05/2023, 14:55:09"
5,0.0454,0.0241,0.5291,0.8015,0.6645,0.1136,"02/05/2023, 14:55:16"
