epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.0481,0.0241,0.5165,0.772,0.6118,0.1094,"02/05/2023, 15:04:56"
2,0.0481,0.0242,0.4607,0.805,0.5703,0.1053,"02/05/2023, 15:05:03"
3,0.048,0.0241,0.4211,0.7303,0.5966,0.1061,"02/05/2023, 15:05:10"
4,0.0455,0.0243,0.4121,0.681,0.6689,0.1058,"02/05/2023, 15:05:17"
5,0.0314,0.0277,0.9146,0.9692,0.9423,0.1037,"02/05/2023, 15:05:24"
