epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.0481,0.0245,0.5262,0.6987,0.6875,0.1069,"02/05/2023, 15:19:19"
2,0.0481,0.0241,0.4467,0.7885,0.5498,0.1058,"02/05/2023, 15:19:26"
3,0.0476,0.024,0.4186,0.758,0.5828,0.1077,"02/05/2023, 15:19:33"
