epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.0482,0.0243,0.5246,0.7378,0.6468,0.107,"02/05/2023, 15:22:14"
2,0.0477,0.024,0.488,0.8166,0.6153,0.1071,"02/05/2023, 15:22:21"
3,0.0479,0.0242,0.3944,0.673,0.6256,0.1059,"02/05/2023, 15:22:28"
