epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.0481,0.0244,0.502,0.7465,0.6197,0.1102,"02/05/2023, 15:17:30"
2,0.0482,0.0242,0.4592,0.8575,0.5137,0.1046,"02/05/2023, 15:17:37"
3,0.0478,0.0242,0.4256,0.7186,0.5966,0.1057,"02/05/2023, 15:17:44"
4,0.0472,0.024,0.4131,0.7261,0.6146,0.1103,"02/05/2023, 15:17:51"
5,0.0458,0.0239,0.4594,0.7619,0.5891,0.1199,"02/05/2023, 15:17:58"
