epoch,dis_loss,gen_loss,dis_accuracy,dis_recall,dis_precision,gen_mse,time
1,0.048,0.0244,0.5311,0.7462,0.6533,0.1074,"02/05/2023, 15:15:48"
2,0.0478,0.0241,0.4667,0.8198,0.5573,0.105,"02/05/2023, 15:15:55"
3,0.0478,0.0242,0.3508,0.5893,0.59,0.1059,"02/05/2023, 15:16:02"
4,0.0472,0.024,0.4689,0.781,0.6042,0.1088,"02/05/2023, 15:16:09"
5,0.044,0.0238,0.5217,0.8467,0.6157,0.12,"02/05/2023, 15:16:16"
