Reynolds,HistoryEnd,TargetStep,JumpType,TransitionLabel,RMSE,Divergence_RMSE,KE_1,KE_u,KE_v,KE_w,KE_u^2,KE_u v,KE_u w,KE_v^2,KE_v w,KE_w^2,KE_MSE,Helicity_1,Helicity_u,Helicity_v,Helicity_w,Helicity_wx,Helicity_wy,Helicity_wz,Helicity_u^2,Helicity_u v,Helicity_u w,Helicity_u wx,Helicity_u wy,Helicity_u wz,Helicity_v^2,Helicity_v w,Helicity_v wx,Helicity_v wy,Helicity_v wz,Helicity_w^2,Helicity_w wx,Helicity_w wy,Helicity_w wz,Helicity_wx^2,Helicity_wx wy,Helicity_wx wz,Helicity_wy^2,Helicity_wy wz,Helicity_wz^2,Helicity_MSE,Enstrophy_1,Enstrophy_wx,Enstrophy_wy,Enstrophy_wz,Enstrophy_wx^2,Enstrophy_wx wy,Enstrophy_wx wz,Enstrophy_wy^2,Enstrophy_wy wz,Enstrophy_wz^2,Enstrophy_MSE
5.2,4,5,Jump 1,T1-4->T5,0.0065088684133585,0.0014558012541447,1.8144387394242554e-18,-1.726441400922737e-16,-1.4066199684197642e-16,2.6757689204411873e-16,0.5000000000000018,-7.341560647932207e-17,7.322738015231697e-16,0.4999999999999997,-4.96494309370056e-16,0.5000000000000001,2.169473619551789e-36,5.82959321553301e-19,4.106721515029419e-18,3.1845136703392224e-17,-2.1706622938338735e-16,2.1644239569710673e-17,-1.1544838022502817e-17,-4.568400947030865e-19,-1.4936179081338772e-16,-3.157325059015796e-16,2.4861298491130226e-15,1.0,2.1688704283952602e-17,-1.3143622992557408e-17,-7.809051951576487e-17,9.37729325826696e-17,-6.174379544135906e-16,1.000000000000001,-1.2211239312863074e-15,-9.088794632252353e-16,-4.862524711773973e-16,-4.126782830675579e-16,1.0000000000000004,3.825723310216393e-15,-9.969133324884557e-16,1.828176333045027e-16,-5.352904286607734e-16,2.8340112136859003e-16,1.096196630540149e-17,7.48716049868605e-38,9.603767546561977e-18,1.406062629539439e-16,-2.719363681488268e-17,-5.1648228096120336e-18,0.4999999999999984,-2.8137140903932407e-16,7.391265615371305e-17,0.5000000000000006,-3.3146577067564626e-17,0.5,9.200570217333687e-35
5.2,5,6,Jump 1,T1-5->T6,0.0065703137311254,0.0014593469022086,2.7216581091363833e-18,-2.6255426466544993e-16,-2.6245862181702556e-16,5.900544443148048e-16,0.5000000000000031,4.272038723653438e-16,3.8704695056623943e-16,0.4999999999999996,1.0777799893377831e-16,0.4999999999999998,1.7651705426040114e-35,6.71554963126751e-19,-1.2120231918186425e-17,-9.020365829898902e-17,-4.025646509661575e-17,8.236169025694685e-17,1.855600984747286e-17,6.944217052668659e-18,3.531507735740035e-17,1.1001022793018505e-15,4.018610313782535e-16,1.0,-1.328958211921276e-16,9.468675200696988e-18,-4.722046853183824e-16,7.309696742332882e-16,-1.3027295873217167e-16,0.9999999999999992,1.0151138072173205e-15,-4.3627792294739525e-16,-2.489388207678337e-16,-4.137188877489644e-16,1.0,-4.1394429608330496e-16,1.8873092136574178e-17,-3.9699201944769496e-16,2.9749864848615033e-16,-4.832403162455686e-16,-2.2026183527671692e-16,8.88725440146898e-38,9.922711856226397e-18,4.75675626706565e-17,-1.8133577039300188e-17,1.1728916299735889e-17,0.5000000000000002,7.481675526784524e-16,1.383359643715548e-16,0.4999999999999991,8.3621634901119e-17,0.4999999999999998,9.866888374291526e-35
5.2,6,7,Jump 1,T1-6->T7,0.0064970152991757,0.0014433555799956,3.628877478848512e-18,-1.7340253655303094e-16,-2.696009498717473e-16,1.338748933636675e-15,0.5000000000000011,-5.0742673606763295e-16,3.195859996737543e-16,0.4999999999999994,2.533238862499835e-16,0.4999999999999986,2.002673985258185e-35,7.33571912228166e-19,4.31577359644573e-19,9.456729122510632e-17,-1.7978577720387718e-17,1.640770904737821e-16,8.711764651459813e-18,-1.0970473716107038e-18,-1.338127135343928e-16,-1.376287800367521e-15,-2.275693502933308e-16,0.9999999999999982,-1.309660998523402e-16,2.0174489015252784e-16,3.2494038053357663e-16,-8.258765917012857e-16,1.5173039128081597e-15,0.9999999999999992,-1.070244168998189e-15,-8.50472764464917e-17,1.6788311586271693e-15,3.0135387914581855e-16,0.9999999999999992,1.871953832587699e-15,1.9245164219089383e-16,3.465178693368348e-16,-2.0543830732703547e-16,2.5494626160510018e-17,1.2281473082914212e-16,1.113394892105597e-37,9.646293454517232e-18,1.6941242685357206e-16,-2.504842053771993e-17,4.937892114594178e-18,0.5000000000000024,-9.374332466888632e-16,3.505131561521824e-16,0.4999999999999995,-1.2025989543870204e-16,0.4999999999999998,9.261673055456852e-35
5.2,7,8,Jump 1,T1-7->T8,0.0061907072798352,0.0014190101246786,2.7216581091363833e-18,-8.757772951491422e-17,-2.5523487466376443e-16,1.229637132713761e-15,0.5000000000000004,-3.4394081393247243e-16,4.9283986534716325e-16,0.5000000000000004,-6.438799782502849e-16,0.5000000000000001,2.2275115600069176e-35,5.81187408721832e-19,-1.7811123275245682e-17,-1.7050421060376906e-17,1.411227950345527e-16,-5.693466818516364e-17,1.202266044581924e-17,-1.6142621345921412e-19,1.1711842985395782e-16,1.5896953398305035e-16,-2.097395701651826e-15,0.9999999999999996,-1.5013782619685815e-16,6.060839940276101e-17,1.6950540815015084e-16,-8.753654337733853e-17,-5.576841957069892e-16,0.9999999999999986,4.666302174129725e-16,-6.498855260484265e-17,-1.4057728117294717e-15,-6.670569704232248e-16,0.9999999999999988,2.5205989189675457e-15,-6.606966525106627e-16,1.2846247367045364e-15,2.682681351631657e-17,-4.768806830198484e-16,-2.1171047598351628e-17,9.55065619162402e-38,9.27773558557168e-18,1.584504280329168e-16,1.2729858115772069e-17,5.22185329647433e-19,0.4999999999999956,-2.090788492959213e-15,-3.479917237581923e-16,0.5000000000000001,-3.142577686274223e-16,0.5000000000000001,8.488865987418871e-35
5.2,1,3,Jump 2,T1-1->T3,0.0078925142216457,0.0010795801656575,2.2680484242803193e-18,-3.914975345280955e-16,-6.328697326202129e-17,6.348904651454962e-17,0.5000000000000046,-1.1313640507299379e-15,-3.0017349024094664e-16,0.4999999999999999,3.398374880459307e-16,0.4999999999999991,2.304102887081863e-36,-5.049951569686648e-19,-7.048310844266955e-16,-1.507637131221587e-15,-2.3429422209791075e-15,-1.1734194481623584e-14,5.095958538632013e-16,-2.1532689847938223e-16,8.388792130595408e-15,2.865496287397232e-14,3.25264763306717e-14,1.0000000000001503,-2.0207825742773592e-15,4.077656131345481e-15,1.0074606807278797e-13,2.0589779262440653e-14,2.417142151897577e-15,1.0000000000000633,-4.3350812456144856e-15,-8.45837718996279e-16,1.2842762069136414e-14,-5.799487238318057e-14,1.000000000000037,-3.7534558050804275e-15,-2.367522455863594e-13,3.664952797688182e-13,6.217261921878549e-15,-3.491735943615605e-14,3.874390813716272e-15,1.7780921250652063e-35,1.1233927351513457e-17,4.740599898329698e-16,3.378717484919456e-17,2.96843904525612e-17,0.4999999999999977,1.515877847180759e-15,2.985545598727373e-15,0.5000000000000008,9.250314299640056e-16,0.5000000000000004,1.2475663203208147e-34
5.2,2,4,Jump 2,T1-2->T4,0.0073280462346232,0.0011418018605526,9.072193697121277e-19,-4.970383988538755e-17,4.6518965169348096e-17,3.6344031706147004e-16,0.5000000000000006,-1.5921265121154845e-15,-2.9175150693251416e-16,0.5000000000000016,-2.2301832806393643e-16,0.4999999999999993,2.7650574239684147e-36,-7.973607741610497e-21,-2.84706502895262e-16,-1.165635791558686e-15,-1.3592946845620905e-15,-9.829893578124096e-16,-4.097346592583899e-16,1.986668146288179e-16,3.347288744525031e-15,2.0802902618153215e-14,1.876050306387486e-14,1.000000000000011,7.084869153027089e-15,-3.1419394920246565e-15,4.2448596222683435e-14,1.2397817435916796e-14,3.7083091050250746e-15,1.0000000000000406,-5.1984053696855034e-14,1.6935304532972835e-14,8.044857830557561e-15,-4.5588589174792625e-14,1.0000000000000586,3.0802025196689638e-15,-8.763215238271625e-14,1.840203983709876e-13,5.63780937627035e-15,3.9334837971312626e-14,1.930040671477738e-15,7.502986984477332e-36,1.0489723962296476e-17,4.650001606354087e-17,-1.0910368816986313e-17,-2.3788926386949447e-18,0.4999999999999977,-1.2210556759497102e-15,-2.5159931972065586e-15,0.4999999999999994,4.679844061826634e-17,0.4999999999999992,1.0826654478622695e-34
5.2,3,5,Jump 2,T1-3->T5,0.0071856216880955,0.0011762390961497,4.5360968485606385e-19,-3.1723936522999757e-17,-3.3131392713098303e-16,6.212860608054263e-16,0.5000000000000008,2.524944920840073e-15,-8.457338689837073e-16,0.4999999999999988,8.859877539248501e-16,0.5000000000000004,1.962767459091808e-35,4.190573846424184e-19,-3.027273695735712e-17,-6.116354645207504e-17,1.2279011569631482e-16,-1.2815087048884499e-16,4.892759594132101e-18,1.2570331890164625e-17,2.918727552125458e-16,7.133933282853137e-16,-1.48701340365442e-15,1.0000000000000022,-6.787440862148905e-17,-1.44777774460059e-16,2.2610182992535195e-16,-3.881641577959651e-16,1.071364808733482e-16,1.0,9.512191010078697e-16,-8.438357524561597e-16,6.883776862706852e-16,7.245344518457137e-16,1.0000000000000009,9.694292327906262e-17,-1.7976606334356208e-16,1.2756079378045583e-16,5.196671441417636e-16,3.454989205025362e-16,-5.04025044021032e-16,7.468483230355454e-38,1.10142101604113e-17,2.1290344960700904e-15,-9.537179867472706e-18,6.005849398610714e-17,0.4999999999999973,-1.2784380439483773e-15,-9.119122858463993e-16,0.4999999999999991,-4.5279679441978946e-17,0.5,1.1302093325532483e-34
5.2,4,6,Jump 2,T1-4->T6,0.007210089477882,0.0011831958162255,-3.628877478848512e-18,-7.562027189380437e-17,-2.976272225989049e-16,1.64161299964988e-16,0.500000000000002,1.860351550619147e-15,1.4649550442006137e-15,0.4999999999999979,3.160553418035034e-16,0.4999999999999982,2.051401742535861e-35,5.687840189015488e-19,-1.101493462415301e-18,1.0176107217245005e-17,-6.759204081551005e-17,3.1175053249465037e-17,9.958475227772326e-18,7.477279129079551e-18,-9.60527972033134e-17,-2.2892801264702283e-16,8.512378291547702e-16,0.9999999999999996,-1.750995657628957e-16,-8.984210062392678e-17,-6.543144060218861e-16,7.886114695621017e-16,3.769419272085319e-16,1.0000000000000004,-5.992787433390185e-16,9.73223047642323e-16,6.066742828847886e-16,5.419560519616412e-16,1.0000000000000009,2.436535234280587e-15,-1.0341797138650946e-15,-1.1713344391737118e-15,2.581200027920739e-16,-3.7288361838228343e-16,-2.4924972087905276e-16,7.735720727476992e-38,1.147490749659324e-17,2.577105726048349e-15,4.854928546112016e-19,9.109109350706696e-17,0.499999999999993,-1.9052873712308115e-15,-2.000067050090977e-16,0.5000000000000001,-5.615637637952932e-16,0.5000000000000003,1.2488296184674962e-34
5.2,5,7,Jump 2,T1-5->T7,0.0070054669598076,0.0011881215662963,-4.5360968485606385e-19,-3.806443887038649e-16,-5.705818947223464e-16,4.178249691026999e-16,0.5000000000000046,4.0323382631017465e-15,1.9037466824738824e-16,0.4999999999999973,1.2815155996006425e-15,0.4999999999999986,2.128682960882229e-36,5.448631956767173e-19,-1.1063110621308404e-17,-5.31582212170935e-17,1.2568678235652231e-16,-1.0179292938737324e-16,1.094080036391991e-17,-4.754134354254204e-19,2.317705796489589e-17,6.579108700361557e-16,-1.5213190782852237e-15,0.9999999999999996,-3.6101231186179277e-17,-4.1826370595339403e-17,-1.6304763021504988e-16,-9.107009254448462e-16,-5.076406017823693e-17,1.0000000000000002,-2.0792915652702373e-15,-1.2399064727595917e-16,-9.062051989079915e-16,-1.9421661860568847e-15,1.0,1.2476884651010973e-15,-1.2695930927859122e-15,2.979550132738332e-15,-9.781269884379448e-17,-1.1201007560423149e-15,8.071021691812617e-17,1.0324860162797189e-37,1.1028385463063053e-17,2.733472576815068e-15,-4.5713268186506706e-17,6.032666148002861e-17,0.4999999999999847,-3.344047098719905e-16,-1.2047395464813865e-15,0.4999999999999998,-2.1619589639714422e-16,0.4999999999999999,1.1431885897565115e-34
5.2,6,8,Jump 2,T1-6->T8,0.0065792526184671,0.0011967844369033,-9.072193697121277e-19,-6.057797885172163e-17,-1.424951003158222e-16,4.583153872296562e-16,0.5000000000000007,-5.376650110660954e-17,1.938186374885849e-15,0.4999999999999997,3.905710544295439e-16,0.4999999999999983,2.739337205694013e-36,5.6169636757567305e-19,1.4182027586700622e-19,7.35827084152005e-17,7.667089629368248e-19,-8.704087813766119e-18,-1.2087336144689354e-17,1.4089213388769645e-18,-8.853184676737012e-17,-6.812346419856079e-16,-4.259716737019969e-16,1.0000000000000009,1.195190087902734e-16,-7.03727951083855e-18,7.584345012457052e-17,-2.8046140051474856e-17,5.734398172269481e-18,0.9999999999999996,-4.588950953041906e-16,5.083885317347661e-17,4.914369081951694e-16,1.1921638032854568e-17,1.0,-1.4816034508411405e-15,-4.442322463356053e-17,-4.608792453075797e-16,1.1572354135523554e-16,3.194889675752325e-16,-1.2622928260124898e-16,9.466390675938755e-38,1.041175979771184e-17,3.116935283818928e-15,-4.945359429216413e-17,1.1008046471889003e-16,0.499999999999998,-9.58802401747476e-16,4.928479633220929e-16,0.4999999999999999,-4.778029968134971e-16,0.4999999999999998,1.043782106987841e-34
5.2,1,4,Jump 3,T1-1->T4,0.0085129510559765,0.0009493469341147,-3.1752677939924472e-18,6.902355425757937e-17,2.2727226710549804e-16,-3.442344912823765e-16,0.4999999999999997,-2.519654292678613e-15,3.2613720982045234e-15,0.5000000000000002,-1.6713010962514237e-15,0.4999999999999985,2.0878923022126695e-36,-1.1163050838254697e-19,-2.9149264929345973e-16,-8.5825891755670595e-16,-1.2048827973520648e-15,-1.3925336304058481e-15,-1.6079399085563842e-16,4.0749126525809395e-17,3.559843660877117e-15,1.481489994605427e-14,1.0598072131737952e-14,1.0000000000000162,2.2624814714457097e-15,1.0623730043219672e-16,4.1782761118554063e-14,1.6144899847821366e-14,3.459086468386624e-15,1.0000000000000062,1.3003560374037902e-14,5.130969933829371e-15,4.052054351355787e-15,-1.5508094304917933e-14,1.000000000000003,-2.2852070657089915e-15,-6.478992495907849e-14,1.0211871261291968e-13,9.098533499383525e-16,1.1827843877369402e-14,1.6716946448431174e-15,2.6268221613720074e-36,1.2353776261001865e-17,2.267719722221675e-16,-1.0475633759099008e-17,-5.5161390067807515e-18,0.500000000000009,2.4970982789267305e-15,1.2806994659958637e-15,0.4999999999999989,4.834270062705068e-16,0.5000000000000003,1.5061707848912203e-34
5.2,2,5,Jump 3,T1-2->T5,0.0080322949489326,0.0010289782228839,2.7216581091363833e-18,-9.367904845178558e-17,-2.198648370415258e-16,2.9387920772495547e-16,0.5000000000000009,1.5615673028552124e-15,5.041918347986489e-16,0.4999999999999985,2.3844931075307297e-15,0.4999999999999983,4.533389410068654e-36,-7.619225175316698e-20,-3.619250193245107e-16,-1.9003434449569465e-15,-9.728519511646118e-16,-2.305683708571093e-15,-1.1370076018407536e-16,5.851853576577709e-17,4.234118711386766e-15,2.7502268170182662e-14,1.3566570409939764e-14,1.000000000000029,2.937415980297069e-15,-6.013174896403498e-16,4.608385264052469e-14,9.237863171081334e-15,3.8881061132808345e-15,1.0000000000000278,-2.4780358107353848e-14,5.923624754700679e-15,5.010537820626354e-15,-4.114228481970358e-14,1.0000000000000315,-1.907768513817576e-15,-6.095784335861824e-14,1.570789893790589e-13,3.220009306170391e-15,1.3991936530184351e-14,2.463133433757997e-15,3.9250371812520606e-36,1.1694624687695397e-17,5.4705456026530985e-16,-2.7441452967561007e-17,8.77237384396292e-18,0.4999999999999887,-2.0268188462246745e-15,7.892069105290693e-16,0.4999999999999998,-1.922008031857224e-16,0.4999999999999994,1.329801436356949e-34
5.2,3,6,Jump 3,T1-3->T6,0.0078718402349366,0.0010397365260745,-2.7216581091363833e-18,-2.971643755745786e-17,1.9692780945609086e-16,1.0160581191663076e-16,0.500000000000001,-3.513229914562027e-15,1.968098544894791e-15,0.5000000000000009,-7.251288400592332e-16,0.4999999999999984,6.872924577012909e-36,1.154401209702053e-18,3.921267850686426e-16,2.059279956200105e-15,8.125797616231535e-16,2.677667861783009e-15,3.365448371253625e-16,-1.8546907798417721e-16,-4.8045319281721056e-15,-3.1646609707975135e-14,-1.0740340006406378e-14,0.999999999999968,-6.8601080523367824e-15,3.2557092802706317e-15,-4.9907412977979564e-14,-9.484781937602873e-15,-3.6476525229178036e-15,0.9999999999999466,7.05968986152928e-14,-1.8826622258602545e-14,-1.0013732313582156e-14,8.035392582221677e-14,0.9999999999999262,-8.047796821441917e-17,6.994482053247849e-14,-2.2400647312244153e-13,-3.512643130015825e-15,-3.4431647394319575e-14,-1.5240630333424697e-15,8.36188681675621e-36,1.1694624687695397e-17,2.356524817610451e-16,-4.6941466798382975e-17,1.5551570734473545e-18,0.4999999999999984,8.643620574309853e-16,-2.7802147239069052e-15,0.5,-3.2798518679061635e-16,0.4999999999999993,1.35826191976837e-34
5.2,4,7,Jump 3,T1-4->T7,0.0076191085607995,0.0010514906407137,-1.3608290545681916e-18,-1.6090687610950472e-17,-2.982382682943561e-16,5.845066767461447e-16,0.5000000000000003,2.3376870612128824e-15,-1.6409370918625609e-15,0.499999999999999,1.4719518971997477e-15,0.4999999999999994,2.0718841455262578e-36,1.3634869238153953e-18,6.144558084648589e-16,3.858927792495259e-15,1.3133807228692594e-15,2.9411504461588666e-15,6.13860762960249e-16,-3.186739918835265e-16,-7.533335569552308e-15,-5.6361963015312824e-14,-1.6422976108029192e-14,0.9999999999999644,-1.167539867745785e-14,5.3643594859573635e-15,-6.174318252383621e-14,-1.5341157171031176e-14,-1.645777239648827e-15,0.9999999999999208,7.241349404808937e-14,-3.920927152608696e-14,-1.3394841218107994e-14,1.3540042823068598e-13,0.9999999999998972,-1.7990291890665075e-15,9.99865927292683e-14,-3.205971102917933e-13,-7.768230695237197e-15,-6.200978216459437e-14,-1.7220068359293696e-15,1.7140893264485086e-35,1.112052493029944e-17,4.341881706688228e-16,-5.0903708013693923e-17,-1.8049241932449427e-18,0.5000000000000089,1.9687824542366534e-16,6.719577040707837e-16,0.4999999999999999,-3.291541839042978e-17,0.4999999999999996,1.215749446533784e-34
5.2,5,8,Jump 3,T1-5->T8,0.0070879887472001,0.0010868319267288,-2.7216581091363833e-18,-1.490067156978481e-16,-2.8341443690495033e-16,3.0425544788929193e-16,0.5000000000000018,1.3702546019791882e-15,2.15712527254172e-15,0.4999999999999994,-6.300824354747521e-16,0.499999999999999,4.023606646301792e-36,-1.3838639213772885e-18,-8.604916125202798e-16,-5.858988231335286e-15,-3.0334340775414485e-15,-5.4756831011755535e-15,-1.448659786114251e-15,7.590475837420945e-16,1.0610064056048415e-14,8.983845745324396e-14,3.6631213520194173e-14,1.0000000000000586,2.99959322630433e-14,-1.5072217643957517e-14,7.698777803884302e-14,9.297697571554024e-15,1.713943542559297e-14,1.000000000000217,-1.7992283762819608e-13,1.0481075420596169e-13,3.545597763918504e-14,-2.7557147649678953e-13,1.0000000000002258,5.414665064649526e-15,-2.1462745506783373e-13,7.234812397748488e-13,1.5167827798325794e-14,1.3516126480367826e-13,4.909171158402623e-15,6.662627558828504e-35,1.0277094422520197e-17,2.068072095907566e-16,-3.988018142353716e-20,1.6558459481786336e-17,0.5000000000000121,-1.1482836138443619e-15,-3.206593657068303e-15,0.5000000000000003,-1.8663267261499287e-16,0.4999999999999994,1.0513085997876314e-34
5.2,1,5,Fixed T1,T1-1->T5,0.0091067025999318,0.0008670581995225,-1.3608290545681916e-18,-2.1514673068714102e-16,2.2201753096654135e-16,2.093168450563689e-17,0.5000000000000032,-4.220892635628883e-15,-2.648073025370333e-16,0.5000000000000017,2.2130741148990982e-16,0.4999999999999974,1.0004963969537182e-35,1.6301598049514794e-19,-1.4701989557314538e-16,-5.946912312762622e-16,-6.898091209090153e-16,-3.10133538172029e-16,-2.072021978688518e-16,6.551302814637824e-17,1.68641548799695e-15,8.549415712552247e-15,8.028258365524342e-15,1.000000000000003,2.4267070106687407e-15,-2.125578556849015e-16,2.383185767311995e-14,6.44134764301048e-15,2.2163587771956778e-15,1.0000000000000089,7.0976825541386445e-15,3.569792964968048e-16,2.9114982509828205e-15,-1.4738552527013324e-14,1.000000000000001,-1.1863799134712069e-15,-4.3987291623884385e-14,8.971139470834806e-14,-1.6686390491213374e-16,1.685334816996799e-14,1.4835285397612376e-15,7.028283565130968e-37,1.356576463772666e-17,9.294174531812637e-16,2.3731849160950346e-17,2.5600294016904156e-17,0.5000000000000114,6.192095055163071e-16,-4.3726727444326423e-16,0.4999999999999998,-1.4676461138006546e-16,0.5000000000000003,1.7945651051091455e-34
5.2,1,6,Fixed T1,T1-1->T6,0.0096065893192879,0.0007805634799196,5.896925903128829e-18,-6.312940540235182e-17,-5.846665893403466e-16,-2.0343030968246372e-16,0.5000000000000002,6.28735775856944e-15,4.185795376025227e-15,0.4999999999999958,4.496102167357538e-15,0.4999999999999948,1.171991310677102e-35,3.898208229231798e-20,-6.840177328366716e-17,-3.986864300286587e-16,-6.392489941642092e-17,-9.452414099968243e-16,-1.435715226570239e-16,5.0511439506146357e-17,8.272888719481484e-16,6.081235694367311e-15,-1.082742357819016e-15,1.00000000000001,1.8144643331381056e-15,-1.3979814493410927e-16,8.344148335551973e-15,2.7725615563038573e-15,-3.070087244035888e-15,1.0000000000000124,-2.3716072492830153e-16,-3.3617803922728703e-15,8.55343036802275e-16,-1.522237031227096e-14,1.000000000000007,6.212411783662712e-16,-3.6380683824512397e-14,9.402098546458604e-14,-3.6443930005182125e-16,1.1678054134718326e-14,9.997979100937366e-16,5.372380534879162e-37,1.4841541876384338e-17,5.127830042017945e-16,6.706580927973861e-17,3.6118436723694636e-17,0.4999999999999848,2.2505647085479873e-16,-1.261837324694881e-15,0.4999999999999998,7.489262448886182e-17,0.5000000000000006,2.1773514741059566e-34
5.2,1,7,Fixed T1,T1-1->T7,0.0097993557249206,0.0007076511941765,4.082487163704574e-18,-6.428704874037567e-17,1.0181577467024224e-15,1.0218402723407368e-16,0.5000000000000009,-1.2744273029092076e-14,-6.730865854727976e-17,0.5000000000000074,-4.322891750913733e-15,0.4999999999999973,2.4079348724177435e-35,3.012251813497299e-20,9.434350025616048e-18,-3.379855635782767e-17,-7.150096352231027e-16,-8.805345038585274e-16,-7.573614423997635e-17,2.4263399899841828e-17,4.029716868178444e-17,4.253888366146052e-15,1.0061891044782208e-15,1.0000000000000098,9.711911473720106e-16,2.8880460176424813e-17,2.0109768790744504e-15,-8.178955825466288e-16,2.1130304718880598e-16,1.000000000000005,4.069517559547337e-15,-1.7723587370869385e-15,-2.76065950455104e-15,-1.0915104612354438e-14,1.000000000000005,1.925747128589271e-16,-2.2105508358920697e-14,5.97450997382877e-14,-7.291936354024989e-16,5.823765445037886e-15,7.36117260464514e-16,1.4987298917512512e-36,1.5840900713332854e-17,4.493520900713941e-15,7.750242748961387e-17,9.74805147470768e-17,0.500000000000003,-2.476690270193574e-15,-8.454349082880543e-16,0.4999999999999994,2.3081700453958118e-17,0.5000000000000001,2.2916555213247454e-34
5.2,1,8,Fixed T1,T1-1->T8,0.0096442558055495,0.0006510107676947,3.1752677939924472e-18,-3.3234424188440354e-16,-2.5907537634667544e-15,3.950866449600741e-15,0.5000000000000027,7.0809842355181445e-15,9.241458868890751e-16,0.4999999999999935,5.0532726487139395e-15,0.499999999999995,5.501628366603224e-35,8.948159798918447e-20,2.213288463689632e-17,7.659856460308095e-17,-2.1232111631452134e-16,-6.498683160495732e-16,-2.7841780426003846e-17,6.878865172726438e-18,-2.3825776054224963e-16,-1.2728661353630164e-16,1.15278401603971e-15,1.0000000000000064,4.091792173486216e-16,1.0309679559732229e-17,-9.40578599705381e-17,-7.282377297601812e-16,1.1146695052425766e-15,1.0000000000000018,1.0487163348695848e-15,-8.291992953207907e-16,-3.611902390708248e-15,-5.94994342893879e-15,1.000000000000003,1.4424223920146857e-15,-1.0357266070020344e-14,3.2102101203058184e-14,-1.0268104195268156e-16,2.2091708475730826e-15,3.3918604801287547e-16,8.068108708949e-38,1.4600561731304558e-17,-1.7633574797666225e-17,2.1953502827945174e-16,5.3905287311344e-17,0.5000000000000095,1.5728238337704529e-15,-1.6005238825388658e-17,0.4999999999999998,-9.88427372031497e-17,0.5000000000000009,2.1117456790835934e-34
6.4,1,2,Jump 1,T1-1->T2,0.006083058230725,0.0009996104097454,1.814438739424256e-17,-3.6978047291549816e-17,5.555363967949568e-17,-1.7224475094036063e-16,0.5000000000000003,-7.580830590265983e-16,1.5593243311051057e-15,0.4999999999999953,4.663846482579021e-16,0.4999999999999961,3.1998416387607623e-34,4.731007260022231e-19,-5.1549849530537193e-17,-1.085320632918362e-15,2.064869726204755e-16,5.545713386762709e-16,-1.4983098265933717e-18,5.50516775065303e-18,4.274881828830552e-16,1.116261035412952e-14,-1.4964222577308153e-15,0.9999999999999948,-1.3271307701409534e-16,-1.8223470524299822e-16,8.756830655615169e-15,6.4179945818004314e-15,-4.238167418041874e-15,1.000000000000013,2.3053674207106484e-15,2.904506649266133e-15,-2.372176197158595e-15,1.148495206565922e-14,1.0000000000000064,-6.163923448111563e-16,-6.937379839197489e-16,5.639574057746285e-15,-2.0792647234405236e-16,-8.038705039798181e-16,2.9162528229578046e-16,2.4947704698030207e-37,5.838452779690353e-18,-7.07952204230636e-17,1.649353737385662e-16,1.7670953344049473e-17,0.4999999999999757,2.784900745520073e-15,7.286499589490276e-16,0.5000000000000008,3.0535123372694273e-16,0.5000000000000003,3.5928852378999004e-35
6.4,2,3,Jump 1,T1-2->T3,0.0059797348044967,0.0010917315513553,1.542272928510617e-17,3.9845210814204026e-17,8.103012948827835e-17,3.127418103244767e-16,0.5000000000000006,-1.0576279991424145e-15,-2.596652280701908e-15,0.4999999999999965,6.436861883955848e-15,0.4999999999999905,5.642691707486007e-34,4.855041158225058e-19,-8.802623265235629e-18,-4.844800411285049e-16,1.5235421068329143e-16,2.798402728840508e-17,-1.3683860538944924e-17,-1.2365558769170793e-17,1.1946059996611432e-17,4.8302366376931246e-15,-1.3228488703144514e-15,0.9999999999999992,-9.655112670165277e-19,1.174834692013691e-16,4.9850410159138465e-15,2.899757540978533e-15,-6.169227455120925e-15,1.0000000000000049,1.809237400192749e-15,1.139165360082934e-15,-3.718156102271471e-16,4.0079293572375264e-15,1.0000000000000016,-2.814997556014465e-15,-1.33824801789767e-15,1.66112414858631e-15,-6.975902992247544e-16,-1.430936519128125e-16,2.465409193959611e-17,9.299757225455732e-38,6.1520813508603666e-18,3.225011289548781e-16,3.7296372938632237e-17,1.4823885513852358e-17,0.5000000000000135,1.6075641538554515e-16,-1.1999406777955444e-15,0.5000000000000008,3.200498570639404e-16,0.5000000000000001,3.8270006152556576e-35
