position,x,y,z,rmse_vx,rmse_vy,rmse_vz,sample_count,mean_vx,mean_vy,mean_vz
"(-121, 67, -29)",-121,67,-29,0.00048000723,0.0011673291,0.0040751337,5,0.64299524,0.44348067,0.4293762
"(-121, 67, -25)",-121,67,-25,0.0007496013,0.0012152399,0.0045687086,10,0.64375323,0.4442225,0.42922378
"(-121, 67, -21)",-121,67,-21,0.001128681,0.0010125227,0.004818525,15,0.6443355,0.4452621,0.429176
"(-121, 67, -17)",-121,67,-17,0.0014886997,0.000885611,0.0049595768,20,0.644629,0.44624728,0.42917252
"(-121, 67, -13)",-121,67,-13,0.0017605441,0.0009374588,0.004957298,25,0.64466494,0.44709152,0.4292268
"(-121, 71, -29)",-121,71,-29,0.00039089474,0.0007544252,0.003926822,4,0.6428754,0.44428724,0.4281089
"(-121, 71, -25)",-121,71,-25,0.0003711074,0.00079736457,0.004383855,8,0.64334464,0.4449891,0.4277589
"(-121, 71, -21)",-121,71,-21,0.00060646515,0.00066294445,0.0046145627,12,0.6436414,0.44609746,0.42762485
"(-121, 71, -17)",-121,71,-17,0.0008521767,0.0006495013,0.004727372,16,0.6437295,0.44708925,0.42759937
"(-121, 71, -13)",-121,71,-13,0.0010738607,0.00084588816,0.004719413,20,0.643625,0.44789672,0.42770648
"(-121, 75, -29)",-121,75,-29,0.00068796513,0.00033339584,0.0032388638,3,0.6419785,0.44537643,0.4266517
"(-121, 75, -25)",-121,75,-25,0.0005897816,0.00053227675,0.0035487013,6,0.64220685,0.44596872,0.42609218
"(-121, 75, -21)",-121,75,-21,0.0007203717,0.00050213106,0.0037600144,9,0.6422857,0.4470892,0.42588097
"(-121, 75, -17)",-121,75,-17,0.00084657304,0.0005375162,0.0038790517,12,0.6421786,0.4479874,0.42584148
"(-121, 75, -13)",-121,75,-13,0.0009807202,0.0008349142,0.0038982858,15,0.6419251,0.44866702,0.42601338
"(-121, 79, -29)",-121,79,-29,0.00020065904,0.00047867,0.0018300563,2,0.64077485,0.4463529,0.4252271
"(-121, 79, -25)",-121,79,-25,0.00042994414,0.0004699993,0.0022078836,4,0.6407082,0.4470171,0.42458802
"(-121, 79, -21)",-121,79,-21,0.00070557656,0.00049970835,0.0023503336,6,0.6406327,0.4480081,0.4243009
"(-121, 79, -17)",-121,79,-17,0.00081578904,0.0006157907,0.0025555145,8,0.6404023,0.44876757,0.4243083
"(-121, 79, -13)",-121,79,-13,0.0008991618,0.0009108273,0.0026783885,10,0.64012337,0.44925785,0.424573
"(-121, 83, -25)",-121,83,-25,0.00019878149,0.0004438907,0.00011527538,2,0.63885593,0.44818425,0.42353553
"(-121, 83, -21)",-121,83,-21,0.000581779,0.0005428215,0.0008093456,3,0.63889444,0.44916096,0.42331734
"(-121, 83, -17)",-121,83,-17,0.0008205853,0.00056539965,0.0010836321,4,0.6386134,0.44970393,0.42332605
"(-121, 83, -13)",-121,83,-13,0.00089015305,0.0009058284,0.0013960791,5,0.6382751,0.4500033,0.42367178
"(-117, 67, -29)",-117,67,-29,0.0007572799,0.001613605,0.0045034233,10,0.64223516,0.44572872,0.4283823
"(-117, 67, -25)",-117,67,-25,0.00091444096,0.0017522181,0.0049871723,20,0.6429545,0.44662333,0.42822614
"(-117, 67, -21)",-117,67,-21,0.001274696,0.0016290011,0.005263739,30,0.6435213,0.4475776,0.42822534
"(-117, 67, -17)",-117,67,-17,0.0016892123,0.0015139125,0.005404112,40,0.6438461,0.4484114,0.42833272
"(-117, 67, -13)",-117,67,-13,0.0020453183,0.0014216126,0.005406388,50,0.6438813,0.4490753,0.4285626
"(-117, 71, -29)",-117,71,-29,0.0008095312,0.001339365,0.004345003,8,0.6420398,0.4464907,0.42691922
"(-117, 71, -25)",-117,71,-25,0.00075265503,0.0014346689,0.004770792,16,0.64251685,0.44740805,0.42656785
"(-117, 71, -21)",-117,71,-21,0.00094940455,0.0013685504,0.005012917,24,0.64282244,0.44841075,0.42648634
"(-117, 71, -17)",-117,71,-17,0.0012183877,0.0013430224,0.0051344517,32,0.64294374,0.4492228,0.42658806
"(-117, 71, -13)",-117,71,-13,0.001498493,0.0013609268,0.0051438753,40,0.64285296,0.44979873,0.42688876
"(-117, 75, -29)",-117,75,-29,0.0009844027,0.0013886939,0.0035471425,6,0.64114296,0.44754496,0.42526865
"(-117, 75, -25)",-117,75,-25,0.00088623795,0.0014566747,0.0038366085,12,0.64139086,0.44836226,0.42473468
"(-117, 75, -21)",-117,75,-21,0.0010268639,0.0014219042,0.0040594283,18,0.64148843,0.4493016,0.42459324
"(-117, 75, -17)",-117,75,-17,0.0011583153,0.0013974541,0.004206244,24,0.6414399,0.45000848,0.42470133
"(-117, 75, -13)",-117,75,-13,0.0013595376,0.0014344514,0.0042686583,30,0.64122516,0.45042154,0.42509225
"(-117, 79, -29)",-117,79,-29,0.0010855658,0.0014726337,0.0020240503,4,0.6398952,0.44869286,0.4237507
"(-117, 79, -25)",-117,79,-25,0.0009486261,0.0015185096,0.0024266313,8,0.63996583,0.44949576,0.4231763
"(-117, 79, -21)",-117,79,-21,0.0010724682,0.0014632863,0.0026034655,12,0.6399393,0.45029214,0.42298162
"(-117, 79, -17)",-117,79,-17,0.0012066109,0.0014264307,0.0028409811,16,0.63973516,0.45080924,0.42313266
"(-117, 79, -13)",-117,79,-13,0.0013537981,0.0014676327,0.0030403412,20,0.6394614,0.4509961,0.42362627
"(-117, 83, -29)",-117,83,-29,0.00053316355,0.0013177246,0.00030322373,2,0.63842684,0.45035183,0.42291003
"(-117, 83, -25)",-117,83,-25,0.0006346474,0.0015118753,0.00032566916,4,0.6383324,0.45072567,0.4221726
"(-117, 83, -21)",-117,83,-21,0.0008989272,0.0014890408,0.0009609043,6,0.63831925,0.451396,0.42203593
"(-117, 83, -17)",-117,83,-17,0.001144417,0.0014620627,0.001332654,8,0.63802135,0.4516294,0.4221911
"(-117, 83, -13)",-117,83,-13,0.001349814,0.0014607323,0.0018513479,10,0.637678,0.45158833,0.42277193
"(-113, 67, -29)",-113,67,-29,0.00092768954,0.0019895805,0.004744653,15,0.6416473,0.4475641,0.4277172
"(-113, 67, -25)",-113,67,-25,0.0010748545,0.0021368025,0.0052213254,30,0.6421425,0.4485935,0.427501
"(-113, 67, -21)",-113,67,-21,0.0014294991,0.0020903884,0.005503353,45,0.6425906,0.44951537,0.4274872
"(-113, 67, -17)",-113,67,-17,0.0018526771,0.0020631873,0.00564968,60,0.6428347,0.45023373,0.42761716
"(-113, 67, -13)",-113,67,-13,0.0022529277,0.002053944,0.0056646415,75,0.6428601,0.45068944,0.4279392
"(-113, 71, -29)",-113,71,-29,0.0010393505,0.0019866033,0.004527885,12,0.6413564,0.4482009,0.42609575
"(-113, 71, -25)",-113,71,-25,0.0010592317,0.0020308176,0.004947182,24,0.6416244,0.4492742,0.42569944
"(-113, 71, -21)",-113,71,-21,0.00121128,0.002002766,0.005198061,36,0.64183843,0.45021105,0.42561728
"(-113, 71, -17)",-113,71,-17,0.0014914625,0.0020114575,0.00533509,48,0.64188534,0.4508696,0.42574772
"(-113, 71, -13)",-113,71,-13,0.0018241632,0.0020611896,0.0053683496,60,0.6417933,0.4512009,0.4261535
"(-113, 75, -29)",-113,75,-29,0.0010475978,0.0020667661,0.0037058021,9,0.6405071,0.44926125,0.42437845
"(-113, 75, -25)",-113,75,-25,0.0010983673,0.0021328968,0.0040035686,18,0.6405459,0.45019925,0.42380977
"(-113, 75, -21)",-113,75,-21,0.0012171294,0.0020868352,0.0042342264,27,0.6405732,0.45102486,0.42368063
"(-113, 75, -17)",-113,75,-17,0.001435887,0.0020901335,0.004377377,36,0.6404498,0.45152897,0.42382586
"(-113, 75, -13)",-113,75,-13,0.0017099066,0.0021486513,0.0044731516,45,0.64023304,0.45164812,0.42432866
"(-113, 79, -29)",-113,79,-29,0.0012200853,0.002265172,0.002271283,6,0.63929373,0.45039824,0.42284164
"(-113, 79, -25)",-113,79,-25,0.0012488294,0.00236851,0.0025879547,12,0.63919085,0.45125255,0.4222313
"(-113, 79, -21)",-113,79,-21,0.0013429063,0.0023118777,0.0027720076,18,0.63906324,0.45189416,0.4220782
"(-113, 79, -17)",-113,79,-17,0.0015310836,0.002283553,0.0029917073,24,0.6387909,0.45216385,0.42227563
"(-113, 79, -13)",-113,79,-13,0.001799852,0.002329218,0.0032135195,30,0.63845855,0.45201102,0.4228732
"(-113, 83, -29)",-113,83,-29,0.0010203201,0.0024590062,0.0005509339,3,0.6378582,0.4518158,0.42194566
"(-113, 83, -25)",-113,83,-25,0.0010530083,0.0025048843,0.00060340617,6,0.6377592,0.45238134,0.42121878
"(-113, 83, -21)",-113,83,-21,0.0013401879,0.0024164335,0.0011466538,9,0.63751984,0.4528543,0.4211483
"(-113, 83, -17)",-113,83,-17,0.0015896244,0.0023623207,0.001515138,12,0.63714767,0.4528177,0.4213921
"(-113, 83, -13)",-113,83,-13,0.001850427,0.0023860722,0.002049014,15,0.636732,0.45238563,0.42208654
"(-109, 67, -29)",-109,67,-29,0.0009704211,0.00191678,0.004711019,20,0.6413463,0.44925922,0.42757502
"(-109, 67, -25)",-109,67,-25,0.0011840035,0.002183859,0.005164574,40,0.6415415,0.45025912,0.42723507
"(-109, 67, -21)",-109,67,-21,0.0015443638,0.0022702636,0.0054571745,60,0.6417611,0.45111594,0.42712298
"(-109, 67, -17)",-109,67,-17,0.0019527802,0.0023444628,0.0056141475,80,0.641854,0.45170912,0.42720452
"(-109, 67, -13)",-109,67,-13,0.0023880336,0.0024323212,0.005654248,100,0.6418037,0.45198956,0.4275142
"(-109, 71, -29)",-109,71,-29,0.00091160793,0.0018712925,0.0045555364,16,0.64104617,0.44983384,0.42594996
"(-109, 71, -25)",-109,71,-25,0.0010562041,0.002088139,0.0049185157,32,0.64103043,0.45084995,0.42543656
"(-109, 71, -21)",-109,71,-21,0.0012786307,0.0021951534,0.0051686503,48,0.64104015,0.4516696,0.42525387
"(-109, 71, -17)",-109,71,-17,0.0016152712,0.002277104,0.0053082905,64,0.6409638,0.4521581,0.4253416
"(-109, 71, -13)",-109,71,-13,0.002019104,0.0024014004,0.0053540124,80,0.64078873,0.45226854,0.4257315
"(-109, 75, -29)",-109,75,-29,0.00096519967,0.0020227814,0.0038008902,12,0.6401516,0.45076504,0.42424822
"(-109, 75, -25)",-109,75,-25,0.001127316,0.0022762767,0.004037826,24,0.6399414,0.45163694,0.42358765
"(-109, 75, -21)",-109,75,-21,0.0013162,0.0023775236,0.0042402404,36,0.6397815,0.4522891,0.42336017
"(-109, 75, -17)",-109,75,-17,0.0015985186,0.0024162198,0.0043792482,48,0.6395568,0.45259905,0.42347172
"(-109, 75, -13)",-109,75,-13,0.0019779934,0.0025362626,0.004474661,60,0.63925767,0.452456,0.42395857
"(-109, 79, -29)",-109,79,-29,0.0011704031,0.0024601626,0.0024901559,8,0.6389807,0.45169443,0.42274198
"(-109, 79, -25)",-109,79,-25,0.0012389605,0.00267678,0.0027190854,16,0.63866794,0.45246786,0.42207173
"(-109, 79, -21)",-109,79,-21,0.0014633482,0.0027640832,0.0028400607,24,0.6383507,0.45290056,0.42182955
"(-109, 79, -17)",-109,79,-17,0.0017140431,0.0027419042,0.003038415,32,0.63799584,0.45295382,0.42199922
"(-109, 79, -13)",-109,79,-13,0.0020714602,0.0028200455,0.0032487235,40,0.6375699,0.45251447,0.42258215
"(-109, 83, -29)",-109,83,-29,0.0009767957,0.002926724,0.0012549149,4,0.6377064,0.45272797,0.42193738
"(-109, 83, -25)",-109,83,-25,0.0011970432,0.0030420676,0.001253511,8,0.6373695,0.4533106,0.42117596
"(-109, 83, -21)",-109,83,-21,0.001511149,0.0030543269,0.0014054051,12,0.63692194,0.45355496,0.42100856
"(-109, 83, -17)",-109,83,-17,0.0017811958,0.0029199156,0.001662555,16,0.6364796,0.4533227,0.42122152
"(-109, 83, -13)",-109,83,-13,0.0021464943,0.002973533,0.0021281724,20,0.6359523,0.4525744,0.42189652
"(-105, 67, -29)",-105,67,-29,0.0011233132,0.001957776,0.004543253,25,0.6414258,0.4504316,0.4278398
"(-105, 67, -25)",-105,67,-25,0.0013110278,0.0021131507,0.004960858,50,0.6413862,0.45149726,0.4273885
"(-105, 67, -21)",-105,67,-21,0.001581035,0.002269272,0.0052421493,75,0.6413805,0.45231485,0.42715973
"(-105, 67, -17)",-105,67,-17,0.0019598082,0.0024519663,0.005410479,100,0.64126253,0.45282596,0.4271423
"(-105, 67, -13)",-105,67,-13,0.0024048407,0.0026609215,0.0054764417,125,0.6410956,0.45299506,0.42737636
"(-105, 71, -29)",-105,71,-29,0.00086535705,0.0019219351,0.0044437177,20,0.6411154,0.45086265,0.42629153
"(-105, 71, -25)",-105,71,-25,0.0009994584,0.0020138402,0.0047643143,40,0.6408814,0.45191535,0.42567563
"(-105, 71, -21)",-105,71,-21,0.0012190132,0.0021633117,0.004990073,60,0.64069235,0.45265207,0.42537388
"(-105, 71, -17)",-105,71,-17,0.0015954934,0.0023075535,0.0051300908,80,0.64043725,0.45302972,0.42536163
"(-105, 71, -13)",-105,71,-13,0.0020623333,0.002505801,0.005187934,100,0.64014816,0.4530061,0.42566544
"(-105, 75, -29)",-105,75,-29,0.0007545626,0.0021002565,0.0038007197,15,0.6402266,0.45158407,0.42466268
"(-105, 75, -25)",-105,75,-25,0.00087433326,0.002196918,0.0040044803,30,0.6398292,0.45249286,0.4239289
"(-105, 75, -21)",-105,75,-21,0.001094857,0.0022919108,0.004168844,45,0.6394961,0.45304117,0.42359653
"(-105, 75, -17)",-105,75,-17,0.0014937316,0.002415789,0.0042907875,60,0.6391074,0.45320225,0.42361227
"(-105, 75, -13)",-105,75,-13,0.001972431,0.0025701313,0.004381126,75,0.638701,0.45290923,0.42400715
"(-105, 79, -29)",-105,79,-29,0.001049447,0.0026211522,0.0026488453,10,0.6389741,0.45225257,0.42321673
"(-105, 79, -25)",-105,79,-25,0.001129071,0.0027248536,0.0028231353,20,0.63850087,0.4529984,0.42249662
"(-105, 79, -21)",-105,79,-21,0.0013269115,0.0027525646,0.0029164704,30,0.6380492,0.4533176,0.4221682
"(-105, 79, -17)",-105,79,-17,0.001690566,0.002791923,0.0030753366,40,0.63754636,0.4532042,0.42225283
"(-105, 79, -13)",-105,79,-13,0.0021259887,0.0028605687,0.0032526348,50,0.63701725,0.45261028,0.4227424
"(-105, 83, -29)",-105,83,-29,0.0010297237,0.0031907575,0.0016437239,5,0.6377417,0.45289883,0.42244703
"(-105, 83, -25)",-105,83,-25,0.0012351077,0.0032255698,0.0016507646,10,0.63722646,0.45348635,0.42167187
"(-105, 83, -21)",-105,83,-21,0.0014705146,0.0031664155,0.0017188643,15,0.6366716,0.45359102,0.42143205
"(-105, 83, -17)",-105,83,-17,0.0018535989,0.00309616,0.0018794868,20,0.63606703,0.45319462,0.42156833
"(-105, 83, -13)",-105,83,-13,0.0022779738,0.0030887811,0.0022284235,25,0.6354199,0.4522983,0.42215154
"(-101, 67, -29)",-101,67,-29,0.0011333278,0.0018543219,0.0042821304,25,0.64230156,0.45162675,0.4280938
"(-101, 67, -25)",-101,67,-25,0.0013252065,0.002006617,0.0046129366,50,0.64208436,0.4527854,0.4274377
"(-101, 67, -21)",-101,67,-21,0.0015339658,0.002161221,0.004843671,75,0.6417984,0.4536946,0.4269873
"(-101, 67, -17)",-101,67,-17,0.0018104354,0.002392365,0.0049906946,100,0.6414564,0.45426455,0.42677495
"(-101, 67, -13)",-101,67,-13,0.002194172,0.0027134602,0.00507855,125,0.64109,0.45445576,0.42685252
"(-101, 71, -29)",-101,71,-29,0.0008176187,0.001873637,0.0042120023,20,0.6419466,0.45178026,0.42664012
"(-101, 71, -25)",-101,71,-25,0.00093753426,0.0019441842,0.004434013,40,0.6415613,0.45289603,0.42583066
"(-101, 71, -21)",-101,71,-21,0.0011436088,0.0020355587,0.0045815036,60,0.64112103,0.45369592,0.42530024
"(-101, 71, -17)",-101,71,-17,0.0014051681,0.0021923594,0.0046828333,80,0.64064676,0.45411292,0.4250884
"(-101, 71, -13)",-101,71,-13,0.0018130419,0.0024758277,0.0047492236,100,0.6401561,0.45410156,0.42522335
"(-101, 75, -29)",-101,75,-29,0.00069388276,0.0019594228,0.0036916228,15,0.6410116,0.45219645,0.42512977
"(-101, 75, -25)",-101,75,-25,0.00072603836,0.0020599107,0.003773583,30,0.6404657,0.4531203,0.42422256
"(-101, 75, -21)",-101,75,-21,0.00092592195,0.0021411243,0.0038232151,45,0.6398786,0.453705,0.42366678
"(-101, 75, -17)",-101,75,-17,0.001200896,0.0022664594,0.0038715606,60,0.6392667,0.45387802,0.42348024
"(-101, 75, -13)",-101,75,-13,0.001635981,0.0024757665,0.0039620586,75,0.63865507,0.45359203,0.42370445
"(-101, 79, -29)",-101,79,-29,0.00082426495,0.0024242005,0.0027447867,10,0.63955283,0.45251513,0.42378497
"(-101, 79, -25)",-101,79,-25,0.00076934166,0.0025083504,0.0027408465,20,0.63898075,0.4532219,0.42291474
"(-101, 79, -21)",-101,79,-21,0.0009912628,0.002526172,0.0026944713,30,0.63828486,0.45355573,0.42238757
"(-101, 79, -17)",-101,79,-17,0.0012863046,0.0025590253,0.0027345964,40,0.6375656,0.45345554,0.42228255
"(-101, 79, -13)",-101,79,-13,0.0016797394,0.0026931958,0.0028968973,50,0.63683486,0.45285064,0.4226054
"(-101, 83, -29)",-101,83,-29,0.00082972716,0.0027827728,0.0018934184,5,0.6382086,0.45296603,0.4230431
"(-101, 83, -25)",-101,83,-25,0.00086460897,0.002917136,0.0017768884,10,0.6375536,0.45340353,0.42218938
"(-101, 83, -21)",-101,83,-21,0.0010950961,0.0028769458,0.0016426002,15,0.6367427,0.45347217,0.42177734
"(-101, 83, -17)",-101,83,-17,0.001443253,0.0028948183,0.0016484035,20,0.6359078,0.45304522,0.42174745
"(-101, 83, -13)",-101,83,-13,0.001846245,0.0029520986,0.0019577856,25,0.6350535,0.45213795,0.42216873
"(-97, 67, -29)",-97,67,-29,0.0011862637,0.0019329997,0.003856803,25,0.64395165,0.45301428,0.4289628
"(-97, 67, -25)",-97,67,-25,0.0014597704,0.0019990136,0.0041724946,50,0.64370376,0.4542875,0.4281545
"(-97, 67, -21)",-97,67,-21,0.0016675344,0.002084551,0.004389005,75,0.6432969,0.45528188,0.4275026
"(-97, 67, -17)",-97,67,-17,0.0018804244,0.0022642943,0.0045262477,100,0.6427926,0.4559374,0.4270634
"(-97, 67, -13)",-97,67,-13,0.002163764,0.002606487,0.0046126274,125,0.64226186,0.456183,0.42690843
"(-97, 71, -29)",-97,71,-29,0.0008943962,0.001842365,0.0038989908,20,0.64363927,0.45290166,0.42774248
"(-97, 71, -25)",-97,71,-25,0.0011514043,0.0018194275,0.0041065323,40,0.643248,0.4541053,0.42677897
"(-97, 71, -21)",-97,71,-21,0.0013200587,0.0018518389,0.0042144638,60,0.6426949,0.45495805,0.42602536
"(-97, 71, -17)",-97,71,-17,0.0015251738,0.0019809061,0.0042746016,80,0.6420654,0.45544744,0.42556328
"(-97, 71, -13)",-97,71,-13,0.0018048065,0.0023025626,0.0043026856,100,0.64139104,0.45548204,0.42543602
"(-97, 75, -29)",-97,75,-29,0.00066550716,0.0016270006,0.0035996814,15,0.6425896,0.45299727,0.42643735
"(-97, 75, -25)",-97,75,-25,0.0008574609,0.0017203337,0.0036452333,30,0.64202154,0.45396125,0.4253669
"(-97, 75, -21)",-97,75,-21,0.0009956578,0.0017543955,0.0036425276,45,0.6413446,0.45459285,0.424593
"(-97, 75, -17)",-97,75,-17,0.0012216335,0.0018901451,0.0036011334,60,0.64058536,0.4548146,0.42413917
"(-97, 75, -13)",-97,75,-13,0.0015105399,0.002180523,0.003605365,75,0.6397792,0.4545787,0.4240839
"(-97, 79, -29)",-97,79,-29,0.0006518431,0.0017965137,0.0029543133,10,0.6409117,0.45295173,0.42521644
"(-97, 79, -25)",-97,79,-25,0.0007295055,0.0018684481,0.0028750028,20,0.6402816,0.4536863,0.4241852
"(-97, 79, -21)",-97,79,-21,0.00086802786,0.0018651251,0.0027547744,30,0.63948363,0.45406455,0.42344585
"(-97, 79, -17)",-97,79,-17,0.0011206559,0.001985345,0.0026575027,40,0.63863194,0.45399755,0.42308164
"(-97, 79, -13)",-97,79,-13,0.0014135184,0.0022477403,0.0026668094,50,0.6377066,0.45344883,0.42312405
"(-97, 83, -29)",-97,83,-29,0.0008572797,0.0018815395,0.002388974,5,0.6392418,0.4531126,0.42448616
"(-97, 83, -25)",-97,83,-25,0.0010367357,0.0021150212,0.0021792576,10,0.63849235,0.4534853,0.42349654
"(-97, 83, -21)",-97,83,-21,0.0011193791,0.002091472,0.0019501488,15,0.6375617,0.4535903,0.42288712
"(-97, 83, -17)",-97,83,-17,0.0014009442,0.0022213086,0.001767355,20,0.63657343,0.45320553,0.42260852
"(-97, 83, -13)",-97,83,-13,0.0016106843,0.0024451858,0.001824694,25,0.635524,0.45236692,0.4227561
"(-93, 67, -29)",-93,67,-29,0.0011332581,0.0020533765,0.0031991673,25,0.6460289,0.45454276,0.43018705
"(-93, 67, -25)",-93,67,-25,0.0014038536,0.0020189497,0.0035812873,50,0.64586043,0.45588627,0.4293419
"(-93, 67, -21)",-93,67,-21,0.0015737342,0.0020472049,0.0038658539,75,0.6454942,0.4568909,0.42856526
"(-93, 67, -17)",-93,67,-17,0.0017832369,0.002142807,0.0040519275,100,0.6449604,0.45758668,0.4279493
"(-93, 67, -13)",-93,67,-13,0.0020216855,0.0023724819,0.0041655605,125,0.64435,0.45789933,0.42756537
"(-93, 71, -29)",-93,71,-29,0.0007868619,0.001986903,0.0033616428,20,0.64581114,0.45420805,0.42928886
"(-93, 71, -25)",-93,71,-25,0.0010768947,0.0018446292,0.003649675,40,0.64552575,0.45547137,0.42828202
"(-93, 71, -21)",-93,71,-21,0.0012519053,0.0018220777,0.0038274257,60,0.64503646,0.45632488,0.42738238
"(-93, 71, -17)",-93,71,-17,0.0014700084,0.0018805128,0.003922923,80,0.6443799,0.45684242,0.42670727
"(-93, 71, -13)",-93,71,-13,0.0017062174,0.0020811593,0.003943003,100,0.6436065,0.45694926,0.42630872
"(-93, 75, -29)",-93,75,-29,0.00067805336,0.0015586094,0.0032997972,15,0.6447473,0.45405835,0.42826265
"(-93, 75, -25)",-93,75,-25,0.0009057273,0.0015003987,0.0034405792,30,0.64428556,0.45508337,0.4271424
"(-93, 75, -21)",-93,75,-21,0.0010515723,0.001554386,0.0035044225,45,0.64366037,0.45569733,0.42620018
"(-93, 75, -17)",-93,75,-17,0.0012796596,0.0016854076,0.0034713822,60,0.6428453,0.45593223,0.42550167
"(-93, 75, -13)",-93,75,-13,0.0015117475,0.0018879765,0.0034214333,75,0.6419291,0.45577508,0.4251437
"(-93, 79, -29)",-93,79,-29,0.00060564326,0.0013630003,0.0029247554,10,0.64285123,0.45376974,0.4271829
"(-93, 79, -25)",-93,79,-25,0.0006917575,0.0013227825,0.0029692047,20,0.6423117,0.45454574,0.42611495
"(-93, 79, -21)",-93,79,-21,0.0008437419,0.0014235387,0.0029137905,30,0.6415169,0.45490175,0.42519206
"(-93, 79, -17)",-93,79,-17,0.0011370751,0.0016010248,0.002803829,40,0.6405761,0.45486084,0.424572
"(-93, 79, -13)",-93,79,-13,0.0013810718,0.0018778695,0.002713811,50,0.63954514,0.4543961,0.42430404
"(-93, 83, -29)",-93,83,-29,0.0007831669,0.0012371711,0.0025025264,5,0.6408062,0.45362312,0.42648354
"(-93, 83, -25)",-93,83,-25,0.0010151005,0.0012737472,0.0024879496,10,0.6400709,0.4540782,0.42545733
"(-93, 83, -21)",-93,83,-21,0.0011620895,0.0014371366,0.0023405503,15,0.6391341,0.454176,0.42465055
"(-93, 83, -17)",-93,83,-17,0.0013819615,0.0017165379,0.0021496569,20,0.6380292,0.45381656,0.42410415
"(-93, 83, -13)",-93,83,-13,0.0015256528,0.0020326884,0.002055186,25,0.63684964,0.45307636,0.42394456
"(-89, 67, -29)",-89,67,-29,0.0010387367,0.0021298316,0.0025574674,25,0.6481105,0.45600343,0.43147576
"(-89, 67, -25)",-89,67,-25,0.0011936495,0.0021182643,0.0029792946,50,0.6481218,0.4572641,0.43069068
"(-89, 67, -21)",-89,67,-21,0.0013501024,0.0020712279,0.0033265993,75,0.64786613,0.45823893,0.42990586
"(-89, 67, -17)",-89,67,-17,0.0015474233,0.0020806524,0.0035968507,100,0.6474143,0.45892537,0.42920053
"(-89, 67, -13)",-89,67,-13,0.0017768821,0.0021962693,0.0037742523,125,0.64683306,0.45929378,0.42866355
"(-89, 71, -29)",-89,71,-29,0.00076054723,0.002072857,0.0028163008,20,0.647998,0.45552492,0.43090844
"(-89, 71, -25)",-89,71,-25,0.0008896102,0.0020287833,0.0031624325,40,0.6479273,0.4566825,0.42995968
"(-89, 71, -21)",-89,71,-21,0.0010558583,0.0019589115,0.0034099487,60,0.64756966,0.45750442,0.42903486
"(-89, 71, -17)",-89,71,-17,0.0012650208,0.0019331116,0.0035859107,80,0.6469974,0.45800504,0.42823562
"(-89, 71, -13)",-89,71,-13,0.0015232884,0.0019745175,0.0036561515,100,0.64624614,0.45817176,0.42764068
"(-89, 75, -29)",-89,75,-29,0.00077952415,0.0017242896,0.0029595285,15,0.64699715,0.4551678,0.43017748
"(-89, 75, -25)",-89,75,-25,0.000831056,0.0017557152,0.0031930855,30,0.6467621,0.45611066,0.42911318
"(-89, 75, -21)",-89,75,-21,0.0010154459,0.0017388825,0.003327785,45,0.64623356,0.45671245,0.42812455
"(-89, 75, -17)",-89,75,-17,0.0012328258,0.0017659,0.0033795752,60,0.64548534,0.45693916,0.42726898
"(-89, 75, -13)",-89,75,-13,0.0014677824,0.0017908373,0.0033572235,75,0.64456534,0.4568465,0.42667344
"(-89, 79, -29)",-89,79,-29,0.00065725605,0.0014507618,0.0028795127,10,0.64490277,0.45469958,0.42930707
"(-89, 79, -25)",-89,79,-25,0.00073744677,0.0013859689,0.003034203,20,0.64458096,0.45546946,0.42827773
"(-89, 79, -21)",-89,79,-21,0.0009785309,0.0014450628,0.003061824,30,0.6438584,0.45583236,0.42729104
"(-89, 79, -17)",-89,79,-17,0.0012390774,0.0016228905,0.0030337507,40,0.64294803,0.455779,0.42648903
"(-89, 79, -13)",-89,79,-13,0.0014763144,0.001772083,0.0029466038,50,0.64189196,0.45538414,0.42595342
"(-89, 83, -29)",-89,83,-29,0.00063832133,0.0008517372,0.002726632,5,0.64244443,0.4543838,0.42867073
"(-89, 83, -25)",-89,83,-25,0.0008975544,0.0009842333,0.0028265514,10,0.64192,0.4548468,0.42765513
"(-89, 83, -21)",-89,83,-21,0.0012191437,0.0011462597,0.0027639237,15,0.6410025,0.45500293,0.4267651
"(-89, 83, -17)",-89,83,-17,0.0014812372,0.001586552,0.0026774034,20,0.6398885,0.4546435,0.4260293
"(-89, 83, -13)",-89,83,-13,0.0016891925,0.0019128378,0.0025613417,25,0.63866127,0.45396993,0.42558685
"(-85, 67, -29)",-85,67,-29,0.0009423003,0.0021484033,0.0020074735,25,0.6500195,0.45715356,0.43281186
"(-85, 67, -25)",-85,67,-25,0.0010372986,0.0022207284,0.002386133,50,0.65014476,0.45827332,0.4321408
"(-85, 67, -21)",-85,67,-21,0.0011606367,0.0021840215,0.002781868,75,0.6500648,0.45915166,0.43142822
"(-85, 67, -17)",-85,67,-17,0.0013036022,0.0021084717,0.0031342646,100,0.6497767,0.45981693,0.43072683
"(-85, 67, -13)",-85,67,-13,0.0015192811,0.002158889,0.0033911285,125,0.64932626,0.4602228,0.43011427
"(-85, 71, -29)",-85,71,-29,0.0006482506,0.0021889152,0.002376342,20,0.6500738,0.4565383,0.4326171
"(-85, 71, -25)",-85,71,-25,0.0006631374,0.0022342252,0.0026999323,40,0.6501416,0.45756215,0.4317789
