position,x,y,z,rmse_vx,rmse_vy,rmse_vz,sample_count,mean_vx,mean_vy,mean_vz
"(-78, 35, 30)",-78,35,30,0.010299993,0.006416982,0.012417743,25,0.67127264,0.48572293,0.45125207
"(-74, 35, 30)",-74,35,30,0.013332378,0.0070086303,0.012567967,25,0.6855011,0.4855413,0.452757
"(-70, 35, 30)",-70,35,30,0.015333031,0.008377549,0.012018201,25,0.70119536,0.4783704,0.4538246
"(-66, 35, 30)",-66,35,30,0.016727718,0.009734871,0.010759358,25,0.7152982,0.4636394,0.45379695
"(-62, 35, 30)",-62,35,30,0.017358346,0.010265346,0.009399163,25,0.72428054,0.4440595,0.45199165
"(-58, 35, 30)",-58,35,30,0.017114423,0.01140586,0.008822696,25,0.72560674,0.42383996,0.4483382
"(-54, 35, 30)",-54,35,30,0.01614274,0.01185134,0.008165325,25,0.7190075,0.40714473,0.44389427
"(-50, 35, 30)",-50,35,30,0.014827229,0.0115823075,0.006812406,25,0.70551825,0.39586943,0.43947127
"(-46, 35, 30)",-46,35,30,0.013226712,0.010481211,0.0054670884,25,0.68816626,0.39057598,0.43592158
"(-42, 35, 30)",-42,35,30,0.01064359,0.00832911,0.004396473,25,0.66985077,0.3905882,0.43347538
"(-38, 35, 30)",-38,35,30,0.007814247,0.0061695185,0.0037650014,25,0.6531189,0.39436015,0.43235862
"(-34, 35, 30)",-34,35,30,0.004764385,0.0050987345,0.0031698397,25,0.639628,0.4002953,0.43212172
"(-30, 35, 30)",-30,35,30,0.002981889,0.0044196155,0.0027360716,25,0.6299023,0.4076448,0.43226627
"(-26, 35, 30)",-26,35,30,0.002888929,0.0035264427,0.002043074,25,0.6233788,0.41613674,0.43246087
"(-22, 35, 30)",-22,35,30,0.0027895938,0.0035800296,0.0015057378,25,0.61851984,0.42646194,0.43253094
"(-18, 35, 30)",-18,35,30,0.0025002877,0.0039158883,0.0013669953,25,0.6139177,0.43854156,0.4322446
"(-14, 35, 30)",-14,35,30,0.0029823685,0.003574775,0.0019169747,25,0.6092166,0.4514719,0.4319082
"(-10, 35, 30)",-10,35,30,0.0031412477,0.0033022754,0.0030336662,25,0.6050474,0.46342295,0.4323337
"(-6, 35, 30)",-6,35,30,0.0026421174,0.0031230077,0.005238348,25,0.60342634,0.47264835,0.43446973
"(-2, 35, 30)",-2,35,30,0.003922286,0.0036727649,0.008389595,25,0.6059255,0.4789397,0.43880096
"(2, 35, 30)",2,35,30,0.0061359503,0.0042582545,0.011318235,25,0.6129594,0.4844829,0.44541317
"(6, 35, 30)",6,35,30,0.007694843,0.006776851,0.012679734,25,0.62377197,0.49234617,0.45342475
"(10, 35, 30)",10,35,30,0.008258528,0.009792596,0.012197105,25,0.6369958,0.5049479,0.4610684
"(14, 35, 30)",14,35,30,0.007628673,0.011448374,0.011218428,25,0.6503915,0.51998335,0.46621662
"(18, 35, 30)",18,35,30,0.006546687,0.010625384,0.011770142,25,0.6621004,0.5315122,0.46713525
"(22, 35, 30)",22,35,30,0.007526902,0.008986157,0.013889748,25,0.67029554,0.53194106,0.46324676
"(25, 35, 30)",25,35,30,0.011559808,0.012675227,0.015802715,25,0.6732085,0.5150035,0.45521462
"(29, 35, 30)",29,35,30,0.014663724,0.015830487,0.015852068,25,0.66998553,0.48242217,0.44456458
"(33, 35, 30)",33,35,30,0.0160008,0.013927558,0.014252618,25,0.6608568,0.4424989,0.43332082
"(37, 35, 30)",37,35,30,0.0151381735,0.008459111,0.012804433,25,0.6470359,0.40663117,0.4231719
"(41, 35, 30)",41,35,30,0.012160381,0.0046460875,0.012594147,25,0.63122296,0.38394135,0.415402
"(45, 35, 30)",45,35,30,0.008586675,0.006965843,0.013237598,25,0.61714613,0.37659866,0.40934095
"(49, 35, 30)",49,35,30,0.00607308,0.0083746,0.014010043,25,0.6067216,0.3815436,0.40450943
"(53, 35, 30)",53,35,30,0.0049228705,0.0068356153,0.014468473,25,0.60085535,0.39323694,0.4005655
"(57, 35, 30)",57,35,30,0.0040215976,0.0047574756,0.014592345,25,0.59872967,0.4052414,0.39814225
"(61, 35, 30)",61,35,30,0.003268733,0.00411352,0.014378226,25,0.59879214,0.4140654,0.39759347
"(65, 35, 30)",65,35,30,0.0038243234,0.0051565645,0.014525777,25,0.60010076,0.4178332,0.3996702
"(69, 35, 30)",69,35,30,0.0046782163,0.0057623493,0.014727848,25,0.6015667,0.4171615,0.4041331
"(73, 35, 30)",73,35,30,0.0060002957,0.0053985664,0.014417431,25,0.6028587,0.4146254,0.41033435
"(77, 35, 30)",77,35,30,0.0066002966,0.003926501,0.013239921,25,0.6027466,0.41240647,0.41719905
"(81, 35, 30)",81,35,30,0.0063866163,0.0027334443,0.01107193,25,0.6003218,0.41248488,0.4234768
"(85, 35, 30)",85,35,30,0.0060104686,0.0031690183,0.008184899,25,0.595266,0.41635367,0.42806765
"(89, 35, 30)",89,35,30,0.0061141,0.0049603693,0.0053844014,25,0.5880426,0.4248853,0.4304473
"(93, 35, 30)",93,35,30,0.0061506755,0.0056735384,0.0035797579,25,0.57912,0.43706644,0.43075818
"(97, 35, 30)",97,35,30,0.0056724437,0.005302545,0.0033774697,25,0.5697966,0.45060006,0.4296816
"(101, 35, 30)",101,35,30,0.004879909,0.0050126133,0.0042906622,25,0.5612553,0.46368384,0.42831758
"(105, 35, 30)",105,35,30,0.0035434626,0.0039755856,0.006340561,25,0.5547472,0.4741676,0.4279303
"(109, 35, 30)",109,35,30,0.0024129767,0.0032299387,0.0078073177,20,0.5510397,0.47980484,0.42740402
"(113, 35, 30)",113,35,30,0.0029386608,0.0027560517,0.008934948,15,0.5491369,0.4808225,0.4275429
"(117, 35, 30)",117,35,30,0.0036869538,0.0019292417,0.009533456,10,0.5489998,0.47740126,0.42820254
"(121, 35, 30)",121,35,30,0.003928771,0.00077280443,0.009294496,5,0.55059123,0.47033232,0.42950472
"(-121, 31, 30)",-121,31,30,0.001214367,0.0014317081,0.0011689874,5,0.6396631,0.44900385,0.43088445
"(-117, 31, 30)",-117,31,30,0.0007698991,0.002443793,0.0021889044,10,0.642184,0.45442885,0.43312398
"(-113, 31, 30)",-113,31,30,0.0014664504,0.0032489824,0.003113296,15,0.64474183,0.45914024,0.43530124
"(-109, 31, 30)",-109,31,30,0.0029403272,0.0044639134,0.0040825466,20,0.6473106,0.46279055,0.43736142
"(-105, 31, 30)",-105,31,30,0.00403235,0.005459153,0.0049527674,25,0.649281,0.4650169,0.43933475
"(-101, 31, 30)",-101,31,30,0.0041305716,0.0060293297,0.005611342,25,0.6505528,0.46710545,0.44235256
"(-97, 31, 30)",-97,31,30,0.0038839122,0.0060961307,0.0066777277,25,0.649908,0.46857938,0.44514748
"(-93, 31, 30)",-93,31,30,0.003946287,0.0060138823,0.007814899,25,0.6478959,0.4704838,0.4478916
"(-89, 31, 30)",-89,31,30,0.004253265,0.0061678817,0.008923123,25,0.6458586,0.4744794,0.4506747
"(-85, 31, 30)",-85,31,30,0.004724111,0.006950208,0.009969029,25,0.6459247,0.48119828,0.45315453
"(-81, 31, 30)",-81,31,30,0.006601257,0.007647779,0.010886985,25,0.6507008,0.4898213,0.45510423
"(-78, 31, 30)",-78,31,30,0.009156317,0.007898934,0.011312771,25,0.66192704,0.49770328,0.45651495
"(-74, 31, 30)",-74,31,30,0.012556509,0.007855092,0.011161733,25,0.6795167,0.49975,0.4575897
"(-70, 31, 30)",-70,31,30,0.015133155,0.008956719,0.010468848,25,0.7003238,0.49144658,0.45796847
"(-66, 31, 30)",-66,31,30,0.016020136,0.011156235,0.009469575,25,0.7198751,0.471709,0.456963
"(-62, 31, 30)",-62,31,30,0.016230134,0.012472968,0.008962699,25,0.7333064,0.44425052,0.4538547
"(-58, 31, 30)",-58,31,30,0.015956964,0.014307105,0.009615577,25,0.736609,0.4160911,0.44861016
"(-54, 31, 30)",-54,31,30,0.014560936,0.014750865,0.009730523,25,0.72926056,0.39281258,0.44270355
"(-50, 31, 30)",-50,31,30,0.013731459,0.014101327,0.008716024,25,0.71371615,0.37763917,0.43739098
"(-46, 31, 30)",-46,31,30,0.013727076,0.012393469,0.007494589,25,0.6937944,0.3712641,0.43354797
"(-42, 31, 30)",-42,31,30,0.011978675,0.009609261,0.006276334,25,0.6725801,0.37248307,0.43127337
"(-38, 31, 30)",-38,31,30,0.009237782,0.0068228394,0.0052134963,25,0.65353876,0.37915868,0.43061197
"(-34, 31, 30)",-34,31,30,0.0062788413,0.0053066476,0.004154381,25,0.6385452,0.38838303,0.4308622
"(-30, 31, 30)",-30,31,30,0.0041696257,0.0047108494,0.0033653541,25,0.6276873,0.39879704,0.43136355
"(-26, 31, 30)",-26,31,30,0.003298169,0.0039511216,0.002314995,25,0.6201865,0.4097043,0.4318209
"(-22, 31, 30)",-22,31,30,0.002741872,0.0036817184,0.0017222179,25,0.6141792,0.4216399,0.43209374
"(-18, 31, 30)",-18,31,30,0.0028576162,0.0037947083,0.0016734587,25,0.6080298,0.43475845,0.4320714
"(-14, 31, 30)",-14,31,30,0.0039096773,0.0033127344,0.0025656272,25,0.6013933,0.44876593,0.43198884
"(-10, 31, 30)",-10,31,30,0.004444276,0.0029068296,0.0039555025,25,0.59481794,0.46209508,0.43261737
"(-6, 31, 30)",-6,31,30,0.0036043925,0.0031834415,0.006026765,25,0.5903397,0.47318563,0.43485382
"(-2, 31, 30)",-2,31,30,0.0031217225,0.003911266,0.008957982,25,0.58976823,0.48188233,0.4391222
"(2, 31, 30)",2,31,30,0.004982154,0.0047950684,0.011763342,25,0.59388673,0.4898195,0.4455978
"(6, 31, 30)",6,31,30,0.0070075067,0.0071159694,0.01301317,25,0.60203195,0.4996397,0.45343903
"(10, 31, 30)",10,31,30,0.008207638,0.009879519,0.012187387,25,0.6125831,0.5130337,0.46081725
"(14, 31, 30)",14,31,30,0.008387378,0.011199349,0.010509763,25,0.62252635,0.52797663,0.4654245
"(18, 31, 30)",18,31,30,0.00950203,0.009757113,0.010955634,25,0.62946564,0.5386602,0.46522054
"(22, 31, 30)",22,31,30,0.012577974,0.008610185,0.014601292,25,0.6314123,0.53738195,0.4592931
"(25, 31, 30)",25,31,30,0.015490122,0.01272898,0.017885696,25,0.62805676,0.51797426,0.44877818
"(29, 31, 30)",29,31,30,0.015741581,0.015585729,0.018729275,25,0.62085146,0.48214445,0.43569282
"(33, 31, 30)",33,31,30,0.013858966,0.013213169,0.017356355,25,0.6108432,0.4392065,0.42239198
"(37, 31, 30)",37,31,30,0.010700847,0.0077706953,0.015608157,25,0.5999453,0.4013214,0.4109269
"(41, 31, 30)",41,31,30,0.0066056573,0.007742267,0.0147814965,25,0.5901448,0.37857243,0.4026474
"(45, 31, 30)",45,31,30,0.004300123,0.0111559285,0.014422204,25,0.5832971,0.3728052,0.3965925
"(49, 31, 30)",49,31,30,0.0045066834,0.011729181,0.0141726285,25,0.57963556,0.38029954,0.39207733
"(53, 31, 30)",53,31,30,0.0043028668,0.008771887,0.013895462,25,0.5787449,0.39455986,0.3886641
"(57, 31, 30)",57,31,30,0.0033459752,0.0052977526,0.013603929,25,0.5796415,0.40853336,0.3870095
"(61, 31, 30)",61,31,30,0.0025575003,0.0036071779,0.013301504,25,0.5810023,0.41841397,0.38747633
"(65, 31, 30)",65,31,30,0.0025916365,0.005111947,0.013694326,25,0.58212984,0.42213058,0.3906249
"(69, 31, 30)",69,31,30,0.0036840586,0.006228412,0.014273294,25,0.5831593,0.42064166,0.39623615
"(73, 31, 30)",73,31,30,0.0053172735,0.006112055,0.014115235,25,0.5841433,0.416544,0.4034571
"(77, 31, 30)",77,31,30,0.0062827487,0.0046716314,0.013148944,25,0.5845176,0.41236097,0.41118926
"(81, 31, 30)",81,31,30,0.006037831,0.0031187267,0.011343253,25,0.5835703,0.41081002,0.41827533
"(85, 31, 30)",85,31,30,0.0051496387,0.0035484673,0.008946061,25,0.58069634,0.41369873,0.42369217
"(89, 31, 30)",89,31,30,0.004414972,0.0051705,0.006388093,25,0.575585,0.42164743,0.42698082
"(93, 31, 30)",93,31,30,0.004238497,0.006074151,0.0042029577,25,0.56839323,0.4337721,0.42839897
"(97, 31, 30)",97,31,30,0.0042256746,0.005992948,0.003570148,25,0.5601624,0.44783035,0.42868313
"(101, 31, 30)",101,31,30,0.0037229015,0.005725008,0.005264335,25,0.5521976,0.46175903,0.42897552
"(105, 31, 30)",105,31,30,0.002846774,0.0046792217,0.008165167,25,0.54562783,0.4730985,0.430275
"(109, 31, 30)",109,31,30,0.0023361638,0.0035264164,0.00994331,20,0.5415937,0.47933823,0.43086737
"(113, 31, 30)",113,31,30,0.0033268419,0.0027610194,0.01106,15,0.53940874,0.48083368,0.4320111
"(117, 31, 30)",117,31,30,0.0042497627,0.0018204864,0.011343513,10,0.53893787,0.47763267,0.43338662
"(121, 31, 30)",121,31,30,0.00428139,0.0007430708,0.010665313,5,0.53976715,0.4703105,0.43480024
"(-121, 27, 30)",-121,27,30,0.0016382909,0.0032842304,0.0020329668,5,0.63958436,0.45310202,0.43079668
"(-117, 27, 30)",-117,27,30,0.0022303974,0.0037736744,0.0032209794,10,0.64257944,0.45888418,0.43347302
"(-113, 27, 30)",-113,27,30,0.0031513828,0.004399179,0.00421034,15,0.64553136,0.46371773,0.43613306
"(-109, 27, 30)",-109,27,30,0.004457497,0.004991564,0.0050296593,20,0.64814156,0.46696034,0.43860507
"(-105, 27, 30)",-105,27,30,0.0043943953,0.0055537736,0.0056933956,25,0.64940584,0.46847653,0.44087902
"(-101, 27, 30)",-101,27,30,0.0039305557,0.0057066455,0.0057861176,25,0.64906114,0.46936473,0.4445305
"(-97, 27, 30)",-97,27,30,0.004357013,0.005585189,0.0063854214,25,0.64580476,0.4695391,0.447917
"(-93, 27, 30)",-93,27,30,0.0051226118,0.005500231,0.0071912142,25,0.6395924,0.47068307,0.4510675
"(-89, 27, 30)",-89,27,30,0.006236815,0.006151291,0.007998351,25,0.6324076,0.47516277,0.45402515
"(-85, 27, 30)",-85,27,30,0.007560338,0.007907195,0.008613213,25,0.6271217,0.48409757,0.4564176
"(-81, 27, 30)",-81,27,30,0.009204404,0.009534921,0.008998474,25,0.6265096,0.49646038,0.45795983
"(-78, 27, 30)",-78,27,30,0.011237643,0.01041448,0.009162935,25,0.63328624,0.50913614,0.45843068
"(-74, 27, 30)",-74,27,30,0.013174159,0.009564521,0.009133353,25,0.6500891,0.5155568,0.4581622
"(-70, 27, 30)",-70,27,30,0.015067892,0.009172036,0.008880346,25,0.673924,0.5081617,0.45722267
"(-66, 27, 30)",-66,27,30,0.014499584,0.011733169,0.008901267,25,0.69903976,0.48415047,0.4550112
"(-62, 27, 30)",-62,27,30,0.013788576,0.013212463,0.009825511,25,0.71871763,0.44771641,0.45066613
"(-58, 27, 30)",-58,27,30,0.01421866,0.015106358,0.011540494,25,0.72661376,0.40960285,0.4440937
"(-54, 27, 30)",-54,27,30,0.014250684,0.014920782,0.012095142,25,0.7213999,0.37794033,0.43701854
"(-50, 27, 30)",-50,27,30,0.014304966,0.013989966,0.011148713,25,0.70664304,0.35738295,0.43110442
"(-46, 27, 30)",-46,27,30,0.014675836,0.012471472,0.009833656,25,0.6870411,0.3493453,0.4274936
"(-42, 27, 30)",-42,27,30,0.012605043,0.010236948,0.008495775,25,0.6656642,0.35229543,0.42601413
"(-38, 27, 30)",-38,27,30,0.009266411,0.0075215213,0.0073436117,25,0.64677966,0.36267987,0.42653015
"(-34, 27, 30)",-34,27,30,0.006427511,0.006073503,0.005854233,25,0.63272357,0.3760463,0.42815724
"(-30, 27, 30)",-30,27,30,0.004543128,0.005150862,0.00429406,25,0.6224401,0.39017716,0.42976487
"(-26, 27, 30)",-26,27,30,0.003295812,0.0046134484,0.00278294,25,0.6147421,0.4039333,0.43093792
"(-22, 27, 30)",-22,27,30,0.0031195884,0.0043430184,0.0020434118,25,0.6077316,0.41740024,0.4317556
"(-18, 27, 30)",-18,27,30,0.003907446,0.0041200384,0.0019092814,25,0.60007197,0.43130443,0.43225384
"(-14, 27, 30)",-14,27,30,0.00524701,0.0035167427,0.0027530794,25,0.59137625,0.4457394,0.43256143
"(-10, 27, 30)",-10,27,30,0.005706806,0.002885982,0.0039665294,25,0.582536,0.45982227,0.43337893
"(-6, 27, 30)",-6,27,30,0.0050189416,0.0033277792,0.0056515746,25,0.5755086,0.47193545,0.43543136
"(-2, 27, 30)",-2,27,30,0.0036366899,0.004226361,0.00829334,25,0.5718837,0.48219514,0.43905848
"(2, 27, 30)",2,27,30,0.0040916996,0.0056297807,0.011032364,25,0.5724957,0.4918043,0.4445284
"(6, 27, 30)",6,27,30,0.0060217497,0.007961206,0.012540541,25,0.5769552,0.5029824,0.45111653
"(10, 27, 30)",10,27,30,0.007974176,0.010216079,0.012430246,25,0.5833397,0.5165271,0.4570081
"(14, 27, 30)",14,27,30,0.009145394,0.011125069,0.011749901,25,0.588255,0.5303887,0.4600093
"(18, 27, 30)",18,27,30,0.0113174,0.010568362,0.012912992,25,0.58873796,0.5385322,0.458069
"(22, 27, 30)",22,27,30,0.014355065,0.011566082,0.016578807,25,0.583385,0.53467405,0.4502935
"(25, 27, 30)",25,27,30,0.016386092,0.0148239415,0.020182041,25,0.5733658,0.51344925,0.43776932
"(29, 27, 30)",29,27,30,0.014713061,0.014769099,0.021358296,25,0.5618109,0.477258,0.42285493
"(33, 27, 30)",33,27,30,0.009848803,0.01085708,0.019751862,25,0.5514388,0.4358612,0.40830708
"(37, 27, 30)",37,27,30,0.0061915293,0.008270766,0.017179942,25,0.54581976,0.4004571,0.39651257
"(41, 27, 30)",41,27,30,0.0056578405,0.01237393,0.015394806,25,0.54532945,0.38056892,0.38872322
"(45, 27, 30)",45,27,30,0.006802543,0.015366137,0.01387693,25,0.5486925,0.3771918,0.38367105
"(49, 27, 30)",49,27,30,0.0075391107,0.014251757,0.012913232,25,0.55401075,0.38611466,0.38065174
"(53, 27, 30)",53,27,30,0.0058318195,0.009138967,0.0123389745,25,0.5597098,0.40086338,0.3788896
"(57, 27, 30)",57,27,30,0.0034181303,0.004391917,0.012213489,25,0.56405807,0.4143633,0.3789128
"(61, 27, 30)",61,27,30,0.0026915984,0.0029194166,0.012603346,25,0.5665345,0.42312884,0.38103807
"(65, 27, 30)",65,27,30,0.0026753258,0.0053291023,0.013550428,25,0.5675483,0.4256146,0.38560307
"(69, 27, 30)",69,27,30,0.002971029,0.006924018,0.014118104,25,0.5678768,0.42293388,0.39216316
"(73, 27, 30)",73,27,30,0.0036232653,0.006843882,0.013496872,25,0.56826425,0.41751575,0.39978045
"(77, 27, 30)",77,27,30,0.0041059176,0.004943387,0.012137334,25,0.5687668,0.412041,0.4074304
"(81, 27, 30)",81,27,30,0.004227026,0.0031666965,0.010324146,25,0.56896067,0.40956086,0.414247
"(85, 27, 30)",85,27,30,0.0036234974,0.0038783122,0.008412058,25,0.56788045,0.4118367,0.41964507
"(89, 27, 30)",89,27,30,0.0025441318,0.0053389478,0.006473652,25,0.5646531,0.4192776,0.42333016
"(93, 27, 30)",93,27,30,0.0021685837,0.0063186893,0.00488591,25,0.5592096,0.43104708,0.4257415
"(97, 27, 30)",97,27,30,0.0027828435,0.006659715,0.0052686417,25,0.5524424,0.44515708,0.42767212
"(101, 27, 30)",101,27,30,0.0028856022,0.0062696855,0.0075570145,25,0.5453687,0.4592709,0.4300511
"(105, 27, 30)",105,27,30,0.002828034,0.005167024,0.01046316,25,0.53903127,0.47077706,0.43337494
"(109, 27, 30)",109,27,30,0.002971871,0.0038187858,0.012117687,20,0.53487605,0.47720298,0.43537593
"(113, 27, 30)",113,27,30,0.0038760793,0.002702151,0.012782671,15,0.5324237,0.47901002,0.4376586
"(117, 27, 30)",117,27,30,0.0042133047,0.0018188648,0.012345026,10,0.5312934,0.47596973,0.43962717
"(121, 27, 30)",121,27,30,0.0045033176,0.0011919766,0.011139248,5,0.5311321,0.4686067,0.44097033
"(-121, 23, 30)",-121,23,30,0.0031186591,0.0042538787,0.0030279474,5,0.6405858,0.45789513,0.43160605
"(-117, 23, 30)",-117,23,30,0.0036843703,0.004575006,0.0039597177,10,0.6435993,0.46367067,0.43453783
"(-113, 23, 30)",-113,23,30,0.0045367535,0.00476423,0.0047239605,15,0.6462828,0.4678429,0.43741328
"(-109, 23, 30)",-109,23,30,0.0046750866,0.004937775,0.0053342506,20,0.64796275,0.4699553,0.44004345
"(-105, 23, 30)",-105,23,30,0.0039268634,0.00526195,0.005908719,25,0.64777255,0.46998593,0.44243854
"(-101, 23, 30)",-101,23,30,0.0043849642,0.005549105,0.0056771347,25,0.64482915,0.46856952,0.44640708
"(-97, 23, 30)",-97,23,30,0.005966444,0.0056753373,0.0060664616,25,0.637371,0.4663768,0.45002973
"(-93, 23, 30)",-93,23,30,0.008283364,0.0060443166,0.006769815,25,0.62510264,0.46566886,0.4530296
"(-89, 23, 30)",-89,23,30,0.010171878,0.0073412634,0.0076884516,25,0.6105127,0.46991402,0.45529503
"(-85, 23, 30)",-85,23,30,0.01147765,0.009705296,0.0082268985,25,0.5970482,0.48115495,0.45671204
"(-81, 23, 30)",-81,23,30,0.012316129,0.012289371,0.008618458,25,0.58784384,0.49821272,0.4568734
"(-78, 23, 30)",-78,23,30,0.014923546,0.014210614,0.00927969,25,0.5861713,0.51736057,0.45546004
"(-74, 23, 30)",-74,23,30,0.017028432,0.012980248,0.010015627,25,0.5959856,0.53024733,0.45305675
"(-70, 23, 30)",-70,23,30,0.018092193,0.010199361,0.010357385,25,0.6170233,0.52626526,0.4503288
"(-66, 23, 30)",-66,23,30,0.017484833,0.011400223,0.011223547,25,0.6439587,0.50062317,0.44666886
"(-62, 23, 30)",-62,23,30,0.015905885,0.012088882,0.01264806,25,0.6684449,0.45726764,0.44124752
"(-58, 23, 30)",-58,23,30,0.014382289,0.01294046,0.014261529,25,0.68278646,0.40965623,0.4336695
"(-54, 23, 30)",-54,23,30,0.013524709,0.011738316,0.014186266,25,0.68488806,0.36858523,0.4260815
"(-50, 23, 30)",-50,23,30,0.013053101,0.009632846,0.01240474,25,0.6767571,0.34061784,0.42033017
"(-46, 23, 30)",-46,23,30,0.012919444,0.009720098,0.010756308,25,0.6630843,0.32936677,0.41779476
"(-42, 23, 30)",-42,23,30,0.010670047,0.010778108,0.009725442,25,0.6469045,0.3332642,0.4182117
"(-38, 23, 30)",-38,23,30,0.0078711435,0.009353928,0.008895117,25,0.6322426,0.3474384,0.42085508
"(-34, 23, 30)",-34,23,30,0.0058993883,0.007906159,0.0074177315,25,0.6215741,0.36530444,0.42442963
"(-30, 23, 30)",-30,23,30,0.00442732,0.0064933547,0.0055124722,25,0.613539,0.38305572,0.4274422
"(-26, 23, 30)",-26,23,30,0.0037593052,0.005888366,0.0036957394,25,0.60642594,0.39947093,0.42970604
"(-22, 23, 30)",-22,23,30,0.003929354,0.005904965,0.0027371908,25,0.59862304,0.41427186,0.4313058
"(-18, 23, 30)",-18,23,30,0.005385391,0.0056708422,0.002290442,25,0.58936155,0.42848396,0.43237677
"(-14, 23, 30)",-14,23,30,0.0063131885,0.004822732,0.002668231,25,0.57875234,0.44290388,0.43297508
"(-10, 23, 30)",-10,23,30,0.006275587,0.003625111,0.0033381649,25,0.5681631,0.45698506,0.43379837
"(-6, 23, 30)",-6,23,30,0.005590526,0.003299828,0.004612721,25,0.5591487,0.46937838,0.43521646
"(-2, 23, 30)",-2,23,30,0.004280272,0.003978057,0.007125015,25,0.5530763,0.48031104,0.4375787
"(2, 23, 30)",2,23,30,0.0040577203,0.005898805,0.009948576,25,0.55067396,0.49056995,0.44131842
"(6, 23, 30)",6,23,30,0.0059023816,0.008521695,0.012207373,25,0.5514015,0.50187373,0.4457765
"(10, 23, 30)",10,23,30,0.008133879,0.010853841,0.0134834675,25,0.5531551,0.5141122,0.4494356
"(14, 23, 30)",14,23,30,0.0097927,0.012160167,0.014197666,25,0.5526165,0.52524275,0.45037353
"(18, 23, 30)",18,23,30,0.011580379,0.013300605,0.015452166,25,0.5473983,0.5297359,0.44683608
"(22, 23, 30)",22,23,30,0.0135183865,0.015199208,0.018371161,25,0.5365091,0.52291685,0.43779996
"(25, 23, 30)",25,23,30,0.0130909365,0.015829591,0.021265538,25,0.5222741,0.50141984,0.42438546
"(29, 23, 30)",29,23,30,0.008952308,0.012433978,0.022042928,25,0.5090551,0.4681808,0.4089313
"(33, 23, 30)",33,23,30,0.0046828403,0.00735164,0.020074768,25,0.5010458,0.4327894,0.39460588
"(37, 23, 30)",37,23,30,0.007797033,0.009130599,0.016835878,25,0.50131917,0.40406188,0.38341373
"(41, 23, 30)",41,23,30,0.011260526,0.014401932,0.014184024,25,0.5093308,0.38951018,0.37656307
"(45, 23, 30)",45,23,30,0.011476116,0.015944203,0.012202069,25,0.5218859,0.3891623,0.37310788
"(49, 23, 30)",49,23,30,0.008796695,0.013290447,0.01154448,25,0.5348243,0.39844844,0.37223545
"(53, 23, 30)",53,23,30,0.005233562,0.0074231667,0.011563342,25,0.545533,0.411029,0.3728
"(57, 23, 30)",57,23,30,0.0024931475,0.0024788745,0.012716047,25,0.55240893,0.42142367,0.3752098
"(61, 23, 30)",61,23,30,0.0026450828,0.004102946,0.0141956145,25,0.5556736,0.42693108,0.37944466
"(65, 23, 30)",65,23,30,0.0029669034,0.0070208292,0.01522447,25,0.5565519,0.4269827,0.3854489
"(69, 23, 30)",69,23,30,0.0029676773,0.007965401,0.014961688,25,0.556557,0.42280146,0.39253095
"(73, 23, 30)",73,23,30,0.0032362666,0.0072240704,0.013221291,25,0.55672365,0.41668084,0.3997852
"(77, 23, 30)",77,23,30,0.0035006998,0.004907012,0.010904669,25,0.5575787,0.41101807,0.40647915
"(81, 23, 30)",81,23,30,0.003710228,0.0031982167,0.008582782,25,0.5585577,0.40846372,0.412108
"(85, 23, 30)",85,23,30,0.0038830778,0.0041026617,0.007180909,25,0.5588047,0.41055802,0.41680217
"(89, 23, 30)",89,23,30,0.0031199835,0.0053604045,0.0062578414,25,0.5569587,0.41754094,0.42054775
"(93, 23, 30)",93,23,30,0.0020745217,0.006367154,0.0061313063,25,0.5527004,0.42879447,0.4238753
"(97, 23, 30)",97,23,30,0.0023285858,0.007162246,0.007809702,25,0.5468846,0.44239053,0.42757356
"(101, 23, 30)",101,23,30,0.002780852,0.006527016,0.010211776,25,0.5404049,0.45611313,0.43218017
"(105, 23, 30)",105,23,30,0.003074179,0.005416963,0.012515758,25,0.5341093,0.46719468,0.4374308
"(109, 23, 30)",109,23,30,0.003452225,0.0039534336,0.0136623215,20,0.5296904,0.4734931,0.4408266
"(113, 23, 30)",113,23,30,0.0043137884,0.002691016,0.013597704,15,0.52675563,0.47543806,0.4440363
"(117, 23, 30)",117,23,30,0.004439044,0.0019306205,0.012402181,10,0.5247873,0.47268525,0.44624606
"(121, 23, 30)",121,23,30,0.0049979296,0.0015051948,0.010706107,5,0.52376467,0.46569452,0.44717556
"(-121, 20, 30)",-121,20,30,0.004564451,0.0051295827,0.0033090455,5,0.6418954,0.4628666,0.43273768
"(-117, 20, 30)",-117,20,30,0.004551266,0.0050142766,0.003897007,10,0.64413095,0.46779972,0.43562564
"(-113, 20, 30)",-113,20,30,0.0045672897,0.0048446325,0.004483347,15,0.64563274,0.4705666,0.43847525
"(-109, 20, 30)",-109,20,30,0.0040141465,0.005092612,0.0051038847,20,0.6455436,0.47069296,0.4410922
"(-105, 20, 30)",-105,20,30,0.0034221574,0.0055538164,0.005848382,25,0.64293945,0.46828002,0.44345582
"(-101, 20, 30)",-101,20,30,0.0050161555,0.006548969,0.0057085706,25,0.63590616,0.46312988,0.44744208
"(-97, 20, 30)",-97,20,30,0.008306426,0.0072158054,0.006342305,25,0.6225119,0.45688277,0.45085183
