file,rows,cols,mae_mean_norm,mae_p95_norm,rmse_mean_norm,rmse_global_norm,mae_mean_raw,mae_median_raw,mae_std_raw,mae_p95_raw,rmse_mean_raw,rmse_median_raw,rmse_std_raw,rmse_p95_raw,rmse_global_raw,max_abs_err_raw,path
0806.pkl.gz,26448,375,0.0006735080387443304,0.0011572008952498436,0.0008754486916586757,0.0009408843279865418,0.00031071886769495904,0.0003035989066120237,0.0001238519762409851,0.0005338677437976003,0.0004038830229546875,0.0003953595878556371,0.0001590484316693619,0.0006889022188261151,0.0004340712747086998,0.007348259445279837,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/7p2/0806.pkl.gz
1100.pkl.gz,26448,375,0.0006101795006543398,0.0011698661837726831,0.0007949185092002153,0.000889074453870361,0.0002815026673488319,0.0002499250113032758,0.00014324959192890674,0.000539710745215416,0.00036673087743110955,0.0003274999908171594,0.00018370462930761278,0.0006977995508350432,0.0004101693532775759,0.005339663475751877,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/10p4/1100.pkl.gz
0495.pkl.gz,26448,375,0.0006971848197281361,0.0012821259442716837,0.0009090960957109928,0.001005917511628939,0.00032164203003048897,0.0003059488954022527,0.0001545355044072494,0.0005915011279284954,0.00041940604569390416,0.0004010169650427997,0.0001986537390621379,0.00076482497388497,0.0004640741241075079,0.00564739853143692,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/7p8/0495.pkl.gz
0536.pkl.gz,26448,375,0.00048528300249017775,0.0009695502230897546,0.000632796436548233,0.0007124708717752714,0.00022388237994164228,0.00019782673916779459,0.00011743355571525171,0.00044729618821293116,0.00029193685622885823,0.00025954877492040396,0.0001510388683527708,0.0005796130280941725,0.0003286942005707791,0.004367697983980179,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/6p4/0536.pkl.gz
1048.pkl.gz,26448,375,0.0003530440735630691,0.0006332685588859022,0.0004607456212397665,0.0005003755648967795,0.00016287477046716958,0.00015537484432570636,6.964963540667668e-05,0.0002921546983998269,0.00021256222680676728,0.00020282482728362083,9.003776358440518e-05,0.0003796689270529896,0.00023084516489181524,0.0031556151807308197,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/4p6/1048.pkl.gz
0490.pkl.gz,26448,375,0.0003809835179708898,0.0006639863131567836,0.0004949661088176072,0.0005388064454762722,0.00017576446407474577,0.00017126588500104845,7.635254587512463e-05,0.0003063261683564633,0.00022834967239759862,0.0002230406680610031,9.821398271014914e-05,0.0003956223663408309,0.00024857512367403614,0.0037289559841156006,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/5p2/0490.pkl.gz
0898.pkl.gz,26448,375,0.00042577902786433697,0.0008916378137655556,0.000557017105165869,0.0006332386015758168,0.0001964305993169546,0.00017466285498812795,0.00010628436575643718,0.00041135179344564676,0.0002569765201769769,0.00022770461509935558,0.00013895797019358724,0.0005393211031332612,0.00029214083104935615,0.005105946213006973,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/5p2/0898.pkl.gz
0348.pkl.gz,26448,375,0.000505984527990222,0.0009834743104875088,0.0006605404778383672,0.0007366946983430338,0.0002334329328732565,0.00020962953567504883,0.00011688156519085169,0.0004537200147751719,0.0003047364007215947,0.000274288235232234,0.0001504897663835436,0.0005881920806132257,0.0003398697821732374,0.004750020802021027,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/6p6/0348.pkl.gz
0812.pkl.gz,26448,375,0.0006339676911011338,0.00122046226169914,0.0008297316380776465,0.0009311115807899207,0.0002924771688412875,0.0002546317991800606,0.00015162010095082223,0.0005630531231872737,0.00038279173895716667,0.0003369477344676852,0.00019492220599204302,0.0007305598701350391,0.00042956274766172293,0.006712920963764191,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/10p4/0812.pkl.gz
0669.pkl.gz,26448,375,0.0006602465873584151,0.0012166157830506563,0.0008618596475571394,0.000943791441614313,0.0003046008350793272,0.0002932873903773725,0.00013752479571849108,0.000561278429813683,0.0003976138250436634,0.000381968857254833,0.00017744686920195818,0.0007284751627594233,0.00043541252980200726,0.005620489828288555,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/7p2/0669.pkl.gz
0318.pkl.gz,26448,375,0.00019168762082699686,0.00033856366644613445,0.00024893166846595705,0.00026993849287427146,8.843393879942596e-05,8.066766895353794e-05,3.73996481357608e-05,0.0001561943645356223,0.00011484314745757729,0.00010489949636394158,4.81653114547953e-05,0.0002019791427301243,0.00012453453061658361,0.0014662891626358032,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/3p6/0318.pkl.gz
0592.pkl.gz,26448,375,0.00044549841550178826,0.0008836120250634849,0.0005799721111543477,0.0006463614304573101,0.00020552804926410317,0.000182939664227888,0.00010268463665852323,0.00040764911682344973,0.00026756664738059044,0.00023814954329282045,0.00013163709081709385,0.0005280518089421093,0.00029819485967202166,0.0042551737278699875,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/6p6/0592.pkl.gz
1173.pkl.gz,26448,375,0.0006029962678439915,0.0010781735181808472,0.000786680611781776,0.0008549224167442074,0.000278188701486215,0.00026236960547976196,0.00012036690895911306,0.0004974087933078408,0.0003629304119385779,0.00034379109274595976,0.0001544128026580438,0.0006419303826987743,0.0003944132259200307,0.004878615960478783,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/7p8/1173.pkl.gz
0970.pkl.gz,26448,375,0.0004883187357336283,0.0009431270882487297,0.0006381690036505461,0.0007120780292001226,0.00022528294357471168,0.00020049716113135219,0.0001130940145230852,0.00043510610703378916,0.0002944154548458755,0.000262860965449363,0.00014574058877769858,0.0005633053951896727,0.000328512890876563,0.004580823704600334,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/6p6/0970.pkl.gz
0787.pkl.gz,26448,375,0.00031266306177712977,0.0005567340413108468,0.0004076640761923045,0.00044282892864840577,0.00014424521941691637,0.00013494510494638234,6.15451717749238e-05,0.0002568459021858871,0.00018807339074555784,0.00017639882571529597,7.978365465532988e-05,0.00033383737900294363,0.00020429645681394428,0.0026504192501306534,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/4p6/0787.pkl.gz
0525.pkl.gz,26448,375,0.0003751200856640935,0.0006730128079652786,0.000488966703414917,0.0005346768803696179,0.00017305943765677512,0.00016475080337841064,7.725177420070395e-05,0.0003104904608335346,0.00022558185446541756,0.00021497474517673254,9.97942261165008e-05,0.0004038221959490329,0.000246670047125179,0.003162173554301262,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/5p2/0525.pkl.gz
0743.pkl.gz,26448,375,0.0003469861112535,0.0006417340482585132,0.00045149156358093023,0.0004979991434808391,0.00016007997328415513,0.00015066159539856017,7.423356146318838e-05,0.0002960601996164769,0.0002082929277094081,0.00019591973978094757,9.694630716694519e-05,0.0003875735856126994,0.00022974883840382466,0.0038949064910411835,/Users/kkreth/PycharmProjects/data/Final_Cubed_OG_Data_wLatent/5p2/0743.pkl.gz
