mass_A
t	x	y
1.183333333E0	4.880042793E1	4.973560278E1
1.200000000E0	4.880140138E1	4.911548601E1
1.216666667E0	4.881883792E1	4.854530211E1
1.233333333E0	4.879827108E1	4.797596736E1
1.250000000E0	4.879080904E1	4.737864906E1
1.266666667E0	4.880094730E1	4.683065516E1
1.283333333E0	4.878614402E1	4.627008223E1
1.300000000E0	4.878967453E1	4.574771954E1
1.316666667E0	4.879558760E1	4.524610337E1
1.333333333E0	4.880078608E1	4.474077882E1
1.350000000E0	4.879862250E1	4.425713536E1
1.366666667E0	4.878919745E1	4.379045060E1
1.383333333E0	4.878389820E1	4.334434570E1
1.400000000E0	4.879693967E1	4.295068558E1
1.416666667E0	4.878701033E1	4.252248478E1
1.433333333E0	4.879469182E1	4.214866372E1
1.450000000E0	4.879716323E1	4.179373782E1
1.466666667E0	4.877736273E1	4.144766676E1
1.483333333E0	4.879331861E1	4.114444006E1
1.500000000E0	4.878467960E1	4.086858504E1
1.516666667E0	4.877599703E1	4.059569420E1
1.533333333E0	4.878317329E1	4.037366171E1
1.550000000E0	4.876987251E1	4.012546222E1
1.566666667E0	4.877170176E1	3.995580090E1
1.583333333E0	4.876910923E1	3.978961646E1
1.600000000E0	4.876928922E1	3.964587348E1
1.616666667E0	4.878049534E1	3.957113239E1
1.633333333E0	4.876902311E1	3.947113120E1
1.650000000E0	4.876969781E1	3.943553505E1
1.666666667E0	4.877065613E1	3.942006076E1
1.683333333E0	4.876968552E1	3.942172231E1
1.700000000E0	4.876814895E1	3.944777485E1
1.716666667E0	4.876098454E1	3.952015793E1
1.733333333E0	4.876518349E1	3.960081432E1
1.750000000E0	4.876138050E1	3.974059475E1
1.766666667E0	4.876623624E1	3.989426509E1
1.783333333E0	4.876556580E1	4.005925627E1
1.800000000E0	4.875726590E1	4.025551712E1
1.816666667E0	4.875580917E1	4.048553208E1
1.833333333E0	4.875712748E1	4.073088104E1
1.850000000E0	4.876191691E1	4.101404829E1
1.866666667E0	4.876232646E1	4.131830813E1
1.883333333E0	4.876243577E1	4.163831367E1
1.900000000E0	4.875580999E1	4.200045531E1
1.916666667E0	4.875152282E1	4.235485541E1
1.933333333E0	4.875595756E1	4.278364143E1
1.950000000E0	4.874868577E1	4.317167097E1
1.966666667E0	4.875131933E1	4.362231735E1
1.983333333E0	4.875746652E1	4.408938662E1
2.000000000E0	4.875434409E1	4.456819832E1
2.016666667E0	4.875513090E1	4.506667218E1
2.033333333E0	4.875094325E1	4.557248328E1
2.050000000E0	4.875052525E1	4.607380305E1
2.066666667E0	4.875672178E1	4.666257262E1
2.083333333E0	4.875019907E1	4.719313229E1
2.100000000E0	4.875452401E1	4.780356799E1
2.116666667E0	4.874529271E1	4.836830026E1
2.133333333E0	4.874838437E1	4.895363440E1
2.150000000E0	4.875266412E1	4.958197979E1
2.166666667E0	4.875044980E1	5.021971235E1
2.183333333E0	4.875206094E1	5.085183262E1
2.200000000E0	4.875208183E1	5.148136823E1
2.216666667E0	4.875147657E1	5.211514962E1
2.233333333E0	4.875113965E1	5.276967216E1
2.250000000E0	4.875046802E1	5.339555632E1
2.266666667E0	4.875213294E1	5.403085390E1
2.283333333E0	4.874972451E1	5.468833300E1
2.300000000E0	4.874560532E1	5.533329865E1
2.316666667E0	4.874578605E1	5.596828434E1
2.333333333E0	4.873931594E1	5.661034894E1
2.350000000E0	4.874023428E1	5.725792069E1
2.366666667E0	4.872320898E1	5.786811214E1
2.383333333E0	4.873103436E1	5.847460593E1
2.400000000E0	4.872899485E1	5.910160934E1
2.416666667E0	4.872635844E1	5.972523048E1
2.433333333E0	4.871695108E1	6.029289044E1
2.450000000E0	4.872604077E1	6.086578408E1
2.466666667E0	4.872407495E1	6.144785474E1
2.483333333E0	4.871615280E1	6.200391652E1
2.500000000E0	4.869293233E1	6.253317013E1
2.516666667E0	4.872129475E1	6.305408496E1
2.533333333E0	4.871345843E1	6.357593231E1
2.550000000E0	4.870478597E1	6.406584990E1
2.566666667E0	4.871005209E1	6.454784018E1
2.583333333E0	4.867838825E1	6.496933759E1
2.600000000E0	4.869786725E1	6.538217519E1
2.616666667E0	4.870388887E1	6.579355143E1
2.633333333E0	4.869712185E1	6.618106524E1
2.650000000E0	4.868889763E1	6.653118133E1
2.666666667E0	4.867585193E1	6.686883419E1
2.683333333E0	4.868590556E1	6.717950791E1
2.700000000E0	4.869554221E1	6.746716231E1
2.716666667E0	4.867481720E1	6.771046263E1
2.733333333E0	4.869685166E1	6.794716449E1
2.750000000E0	4.867983474E1	6.813407843E1
2.766666667E0	4.868574725E1	6.830048036E1
2.783333333E0	4.869557929E1	6.845891778E1
2.800000000E0	4.870658952E1	6.858823766E1
2.816666667E0	4.869495560E1	6.867260036E1
2.833333333E0	4.870888179E1	6.875052060E1
2.850000000E0	4.871483825E1	6.877218414E1
2.866666667E0	4.871465324E1	6.877268450E1
2.883333333E0	4.871816288E1	6.876619481E1
2.900000000E0	4.872643126E1	6.871990334E1
2.916666667E0	4.872002375E1	6.861704679E1
2.933333333E0	4.871426440E1	6.851884996E1
2.950000000E0	4.873158478E1	6.837247625E1
2.966666667E0	4.873296628E1	6.821854720E1
2.983333333E0	4.872662993E1	6.800427019E1
3.000000000E0	4.873315246E1	6.779570884E1
3.016666667E0	4.874174314E1	6.755948392E1
3.033333333E0	4.873528776E1	6.730199654E1
3.050000000E0	4.873944523E1	6.699055011E1
3.066666667E0	4.874115506E1	6.666784963E1
3.083333333E0	4.874354035E1	6.633010600E1
3.100000000E0	4.873741815E1	6.592119879E1
3.116666667E0	4.874458076E1	6.553354340E1
3.133333333E0	4.873812071E1	6.511693757E1
3.150000000E0	4.874834559E1	6.470994663E1
3.166666667E0	4.874719476E1	6.424128730E1
3.183333333E0	4.874761175E1	6.375474963E1
3.200000000E0	4.875315184E1	6.325403816E1
3.216666667E0	4.875307283E1	6.272938872E1
3.233333333E0	4.874958871E1	6.218120886E1
3.250000000E0	4.875390894E1	6.165346567E1
3.266666667E0	4.875117354E1	6.105199634E1
3.283333333E0	4.875797266E1	6.051022605E1
3.300000000E0	4.875172667E1	5.990917606E1
3.316666667E0	4.875263364E1	5.928160437E1
3.333333333E0	4.875250671E1	5.865306119E1
3.350000000E0	4.875373697E1	5.803487914E1
3.366666667E0	4.876392642E1	5.744010246E1
3.383333333E0	4.876519205E1	5.680782014E1
3.400000000E0	4.876688586E1	5.616288486E1
3.416666667E0	4.876923319E1	5.552281577E1
3.433333333E0	4.877188022E1	5.488119471E1
3.450000000E0	4.877602672E1	5.422796559E1
3.466666667E0	4.877772174E1	5.357457683E1
3.483333333E0	4.877862287E1	5.293473427E1
3.500000000E0	4.878235875E1	5.227321065E1
3.516666667E0	4.878450408E1	5.162843512E1
3.533333333E0	4.878363456E1	5.098762402E1
3.550000000E0	4.878079931E1	5.036151386E1
3.566666667E0	4.878262905E1	4.972259527E1
3.583333333E0	4.877932403E1	4.909150830E1
3.600000000E0	4.877733718E1	4.848093618E1
3.616666667E0	4.877335059E1	4.789918107E1
3.633333333E0	4.878940396E1	4.731037485E1
3.650000000E0	4.877834458E1	4.671360094E1
3.666666667E0	4.878827268E1	4.616897977E1
3.683333333E0	4.878018304E1	4.562085754E1
3.700000000E0	4.877978113E1	4.507986499E1
3.716666667E0	4.878428227E1	4.457763925E1
3.733333333E0	4.878489177E1	4.408823805E1
3.750000000E0	4.877816192E1	4.361300347E1
3.766666667E0	4.877800098E1	4.315496741E1
3.783333333E0	4.876997004E1	4.271559414E1
3.800000000E0	4.878116103E1	4.231458415E1
3.816666667E0	4.877166899E1	4.190286576E1
3.833333333E0	4.877856266E1	4.153354383E1
3.850000000E0	4.877837077E1	4.120682960E1
3.866666667E0	4.877692550E1	4.088520280E1
3.883333333E0	4.877386357E1	4.057782167E1
3.900000000E0	4.876710517E1	4.031558201E1
3.916666667E0	4.877204533E1	4.007713650E1
3.933333333E0	4.877889182E1	3.984955219E1
3.950000000E0	4.876592128E1	3.965362954E1
3.966666667E0	4.876506084E1	3.948865139E1
3.983333333E0	4.876471232E1	3.934861011E1
4.000000000E0	4.877343853E1	3.925689470E1
4.016666667E0	4.876856542E1	3.916176390E1
4.033333333E0	4.876850948E1	3.911925500E1
4.050000000E0	4.877111130E1	3.911134148E1
4.066666667E0	4.877032554E1	3.911205576E1
4.083333333E0	4.876854377E1	3.913144162E1
4.100000000E0	4.877933973E1	3.920897052E1
4.116666667E0	4.876670702E1	3.929067877E1
4.133333333E0	4.876922855E1	3.941985435E1
4.150000000E0	4.877041127E1	3.957447125E1
4.166666667E0	4.876647201E1	3.974683656E1
4.183333333E0	4.876373973E1	3.993893534E1
4.200000000E0	4.877018715E1	4.018704772E1
4.216666667E0	4.876163208E1	4.042314627E1
4.233333333E0	4.876278553E1	4.072491868E1
4.250000000E0	4.876314968E1	4.103993031E1
4.266666667E0	4.876505133E1	4.135914789E1
4.283333333E0	4.876084651E1	4.169694219E1
4.300000000E0	4.876027886E1	4.206787311E1
4.316666667E0	4.876350353E1	4.248867283E1
4.333333333E0	4.876440997E1	4.292017746E1
4.350000000E0	4.875517967E1	4.333495434E1
4.366666667E0	4.875439967E1	4.380296248E1
4.383333333E0	4.875509187E1	4.428473906E1
4.400000000E0	4.875023388E1	4.477748940E1
4.416666667E0	4.876040863E1	4.535348556E1
4.433333333E0	4.875684713E1	4.587667159E1
4.450000000E0	4.875229587E1	4.639011249E1
4.466666667E0	4.875734223E1	4.698969747E1
4.483333333E0	4.874722025E1	4.754487819E1
4.500000000E0	4.875149751E1	4.814772835E1
4.516666667E0	4.875639597E1	4.876382228E1
4.533333333E0	4.875404377E1	4.938214528E1
4.550000000E0	4.875558064E1	5.002337647E1
4.566666667E0	4.875455727E1	5.064426413E1
4.583333333E0	4.874682451E1	5.125460090E1
4.600000000E0	4.874523688E1	5.188475752E1
4.616666667E0	4.874401418E1	5.253578136E1
4.633333333E0	4.874416013E1	5.318363478E1
4.650000000E0	4.874328362E1	5.382663315E1
4.666666667E0	4.873524668E1	5.449368063E1
4.683333333E0	4.874846646E1	5.515313506E1
4.700000000E0	4.873376807E1	5.578882472E1
4.716666667E0	4.873461250E1	5.643092993E1
4.733333333E0	4.873574300E1	5.707125988E1
4.750000000E0	4.873361925E1	5.770125301E1
4.766666667E0	4.873328041E1	5.831570804E1
4.783333333E0	4.873098415E1	5.894597084E1
4.800000000E0	4.873363976E1	5.957721157E1
4.816666667E0	4.873641833E1	6.017686486E1
4.833333333E0	4.872327515E1	6.073244804E1
4.850000000E0	4.873084151E1	6.132484866E1
4.866666667E0	4.871702216E1	6.187889328E1
4.883333333E0	4.872712881E1	6.244854056E1
4.900000000E0	4.871784501E1	6.295581637E1
4.916666667E0	4.870992136E1	6.345945915E1
4.933333333E0	4.871014579E1	6.394960666E1
4.950000000E0	4.870543311E1	6.443183532E1
4.966666667E0	4.870784862E1	6.489654306E1
4.983333333E0	4.871207405E1	6.532408029E1
5.000000000E0	4.869446602E1	6.572157499E1
5.016666667E0	4.870875095E1	6.613238805E1
5.033333333E0	4.869799613E1	6.649413237E1
5.050000000E0	4.869704605E1	6.683473239E1
5.066666667E0	4.869845523E1	6.715592663E1
5.083333333E0	4.870378137E1	6.744674350E1
5.100000000E0	4.868508430E1	6.768439519E1
5.116666667E0	4.870349631E1	6.793598827E1
5.133333333E0	4.869827638E1	6.814127310E1
5.150000000E0	4.869459245E1	6.831358753E1
5.166666667E0	4.869899355E1	6.847458860E1
5.183333333E0	4.870575766E1	6.860537138E1
5.200000000E0	4.871215442E1	6.872115645E1
5.216666667E0	4.870656556E1	6.878148117E1
5.233333333E0	4.869362315E1	6.882192525E1
5.250000000E0	4.869667991E1	6.883896170E1
5.266666667E0	4.870545695E1	6.882059877E1
5.283333333E0	4.871433482E1	6.877411109E1
5.300000000E0	4.872970463E1	6.872454080E1
5.316666667E0	4.872272551E1	6.861579371E1
5.333333333E0	4.872469364E1	6.847293300E1
5.350000000E0	4.872432953E1	6.831072003E1
5.366666667E0	4.872858373E1	6.813425313E1
5.383333333E0	4.873589052E1	6.793982117E1
5.400000000E0	4.872363552E1	6.768572472E1
5.416666667E0	4.873649231E1	6.745630232E1
5.433333333E0	4.873555029E1	6.715593741E1
5.450000000E0	4.873667139E1	6.683954982E1
5.466666667E0	4.873948526E1	6.651081076E1
5.483333333E0	4.874256022E1	6.614884845E1
5.500000000E0	4.873843836E1	6.574200541E1
5.516666667E0	4.874697160E1	6.536235495E1
5.533333333E0	4.874082459E1	6.491764379E1
5.550000000E0	4.874120687E1	6.446021170E1
5.566666667E0	4.873877226E1	6.398310657E1
5.583333333E0	4.873900144E1	6.349740171E1
5.600000000E0	4.874362273E1	6.299463921E1
5.616666667E0	4.874455636E1	6.248655352E1
5.633333333E0	4.875103755E1	6.198125253E1
5.650000000E0	4.874523630E1	6.138503768E1
5.666666667E0	4.875417578E1	6.084765904E1
5.683333333E0	4.874990688E1	6.024449463E1
5.700000000E0	4.875850325E1	5.968172377E1
5.716666667E0	4.875699054E1	5.907773249E1
5.733333333E0	4.875565998E1	5.844756724E1
5.750000000E0	4.875620968E1	5.782654859E1
5.766666667E0	4.875548276E1	5.720578894E1
5.783333333E0	4.875482850E1	5.656684590E1
5.800000000E0	4.875786292E1	5.594021384E1
5.816666667E0	4.876923968E1	5.532855931E1
5.833333333E0	4.877153955E1	5.470972412E1
5.850000000E0	4.877136571E1	5.406314040E1
5.866666667E0	4.876879567E1	5.342424949E1
5.883333333E0	4.877087979E1	5.279414953E1
5.900000000E0	4.876797938E1	5.215033148E1
5.916666667E0	4.877230934E1	5.151373827E1
5.933333333E0	4.877111953E1	5.088493774E1
5.950000000E0	4.877198700E1	5.026899296E1
5.966666667E0	4.877273385E1	4.964090906E1
5.983333333E0	4.878105028E1	4.906383509E1
6.000000000E0	4.878022544E1	4.847018978E1
6.016666667E0	4.879093706E1	4.790793604E1
6.033333333E0	4.878033358E1	4.733314833E1
6.050000000E0	4.877483318E1	4.676005620E1
6.066666667E0	4.877686112E1	4.622327318E1
6.083333333E0	4.878151268E1	4.572684109E1
6.100000000E0	4.879329065E1	4.522303609E1
6.116666667E0	4.879160881E1	4.473527530E1
6.133333333E0	4.878976564E1	4.425539873E1
6.150000000E0	4.878496047E1	4.379156556E1
6.166666667E0	4.878121582E1	4.336443344E1
6.183333333E0	4.878628242E1	4.296973478E1
6.200000000E0	4.877609211E1	4.255981541E1
6.216666667E0	4.878016642E1	4.218548086E1
6.233333333E0	4.877804099E1	4.184972562E1
6.250000000E0	4.877620460E1	4.153219518E1
6.266666667E0	4.877278393E1	4.122945717E1
6.283333333E0	4.878141637E1	4.098624628E1
6.300000000E0	4.877297558E1	4.073526629E1
6.316666667E0	4.877810486E1	4.051527130E1
6.333333333E0	4.876944667E1	4.030678550E1
6.350000000E0	4.876894230E1	4.012702349E1
6.366666667E0	4.876706615E1	3.997553693E1
6.383333333E0	4.877443042E1	3.989713245E1
6.400000000E0	4.876516049E1	3.979217945E1
6.416666667E0	4.877158210E1	3.974363270E1
6.433333333E0	4.877372792E1	3.972640373E1
6.450000000E0	4.877272465E1	3.972806666E1
6.466666667E0	4.877155368E1	3.973589609E1
6.483333333E0	4.876102131E1	3.977636028E1
6.500000000E0	4.877487088E1	3.987230883E1
6.516666667E0	4.876526580E1	3.994703901E1
6.533333333E0	4.876606283E1	4.009992083E1
6.550000000E0	4.876510027E1	4.025901227E1
6.566666667E0	4.876335603E1	4.044121613E1
6.583333333E0	4.877097461E1	4.069147485E1
6.600000000E0	4.876356342E1	4.090661943E1
6.616666667E0	4.876991180E1	4.117805055E1
6.633333333E0	4.877274100E1	4.147214072E1
6.650000000E0	4.875977510E1	4.176669964E1
6.666666667E0	4.877275084E1	4.210368326E1
6.683333333E0	4.876035974E1	4.248123483E1
6.700000000E0	4.875690606E1	4.284693856E1
6.716666667E0	4.876351300E1	4.328114261E1
6.733333333E0	4.875522303E1	4.366116291E1
6.750000000E0	4.875910933E1	4.411360121E1
6.766666667E0	4.875860931E1	4.458850865E1
6.783333333E0	4.875755885E1	4.507391150E1
6.800000000E0	4.875553909E1	4.556561624E1
6.816666667E0	4.875211193E1	4.606230779E1
6.833333333E0	4.875177045E1	4.660920657E1
6.850000000E0	4.875454765E1	4.716327814E1
6.866666667E0	4.874930200E1	4.771075892E1
6.883333333E0	4.875257547E1	4.829560025E1
6.900000000E0	4.874652793E1	4.885077423E1
6.916666667E0	4.875148868E1	4.943732595E1
6.933333333E0	4.875153158E1	5.007025001E1
6.950000000E0	4.875275186E1	5.068360597E1
6.966666667E0	4.874364713E1	5.126719598E1
6.983333333E0	4.874096215E1	5.187884736E1
7.000000000E0	4.874560485E1	5.250854772E1
7.016666667E0	4.874539845E1	5.314308262E1
7.033333333E0	4.874624808E1	5.377427571E1
7.050000000E0	4.874620970E1	5.441223496E1
7.066666667E0	4.874374465E1	5.504803390E1
7.083333333E0	4.874662508E1	5.566849552E1
7.100000000E0	4.873186924E1	5.626573135E1
7.116666667E0	4.873539461E1	5.687561030E1
7.133333333E0	4.873463923E1	5.749447268E1
7.150000000E0	4.873899548E1	5.810070754E1
7.166666667E0	4.872919969E1	5.868701977E1
7.183333333E0	4.872902603E1	5.927095502E1
7.200000000E0	4.873614581E1	5.987565542E1
7.216666667E0	4.872850581E1	6.040981377E1
7.233333333E0	4.873176346E1	6.097718822E1
7.250000000E0	4.872559808E1	6.151413676E1
7.266666667E0	4.871262579E1	6.203568819E1
7.283333333E0	4.871346374E1	6.252953673E1
7.300000000E0	4.871284998E1	6.301110119E1
7.316666667E0	4.871028189E1	6.348184541E1
7.333333333E0	4.871773237E1	6.394949088E1
7.350000000E0	4.871783538E1	6.440017759E1
7.366666667E0	4.870411446E1	6.480748647E1
7.383333333E0	4.872031961E1	6.520172151E1
7.400000000E0	4.870843266E1	6.555550381E1
7.416666667E0	4.870862228E1	6.589247869E1
7.433333333E0	4.870517196E1	6.622210847E1
7.450000000E0	4.870883267E1	6.653806347E1
7.466666667E0	4.871471328E1	6.682360876E1
7.483333333E0	4.872209196E1	6.707891341E1
7.500000000E0	4.871651095E1	6.730912462E1
7.516666667E0	4.870578782E1	6.749168242E1
7.533333333E0	4.871090634E1	6.765314898E1
7.550000000E0	4.870999101E1	6.780699482E1
7.566666667E0	4.871953255E1	6.793078684E1
7.583333333E0	4.870928793E1	6.800128125E1
7.600000000E0	4.872371118E1	6.809448149E1
7.616666667E0	4.872327558E1	6.811542704E1
7.633333333E0	4.872048355E1	6.812035868E1
7.650000000E0	4.872513537E1	6.811612342E1
7.666666667E0	4.873104882E1	6.807845923E1
7.683333333E0	4.872367970E1	6.797652076E1
7.700000000E0	4.873326877E1	6.791302636E1
7.716666667E0	4.873183963E1	6.777762648E1
7.733333333E0	4.873180804E1	6.762044674E1
7.750000000E0	4.873372861E1	6.745831143E1
7.766666667E0	4.873569195E1	6.723228196E1
7.783333333E0	4.872988990E1	6.699748199E1
7.800000000E0	4.872393974E1	6.673773262E1
7.816666667E0	4.874024251E1	6.645580555E1
7.833333333E0	4.874004251E1	6.615505619E1
7.850000000E0	4.874018979E1	6.582500930E1
7.866666667E0	4.873018053E1	6.543687812E1
7.883333333E0	4.873731952E1	6.506500230E1
7.900000000E0	4.874136232E1	6.470476562E1
7.916666667E0	4.873850644E1	6.426125684E1
7.933333333E0	4.873711953E1	6.379509365E1
7.950000000E0	4.873743180E1	6.332916213E1
7.966666667E0	4.873459015E1	6.284994587E1
7.983333333E0	4.873669276E1	6.236872163E1
8.000000000E0	4.874497605E1	6.185696526E1
8.016666667E0	4.874905438E1	6.134043386E1
8.033333333E0	4.875697200E1	6.080299155E1
8.050000000E0	4.874770965E1	6.023927616E1
8.066666667E0	4.875444291E1	5.971156393E1
8.083333333E0	4.875187991E1	5.910336226E1
8.100000000E0	4.874756401E1	5.849001793E1
8.116666667E0	4.876112258E1	5.793503687E1
8.133333333E0	4.875517094E1	5.732321765E1
8.150000000E0	4.875689785E1	5.668890990E1
8.166666667E0	4.875867727E1	5.606388712E1
8.183333333E0	4.875821126E1	5.545305728E1
8.200000000E0	4.877399309E1	5.486636586E1
8.216666667E0	4.877178596E1	5.422935497E1
8.233333333E0	4.877058545E1	5.360322899E1
8.250000000E0	4.877233767E1	5.298197461E1
8.266666667E0	4.877082178E1	5.233838102E1
8.283333333E0	4.877479244E1	5.170404836E1
8.300000000E0	4.877374840E1	5.108010753E1
8.316666667E0	4.878630750E1	5.051939328E1
8.333333333E0	4.879007388E1	4.989968438E1
8.350000000E0	4.878267682E1	4.927799240E1
8.366666667E0	4.877971490E1	4.869573639E1
8.383333333E0	4.878658474E1	4.813445563E1
8.400000000E0	4.877925580E1	4.755338853E1
8.416666667E0	4.879306212E1	4.699824818E1
8.433333333E0	4.878408812E1	4.644007684E1
8.450000000E0	4.879021939E1	4.591280067E1
8.466666667E0	4.878860955E1	4.541344212E1
8.483333333E0	4.880043078E1	4.490698861E1
8.500000000E0	4.879742542E1	4.442230292E1
8.516666667E0	4.879030754E1	4.395102626E1
8.533333333E0	4.878729843E1	4.351329219E1
8.550000000E0	4.879595519E1	4.310624787E1
8.566666667E0	4.878461549E1	4.268210171E1
8.583333333E0	4.879750364E1	4.230212593E1
8.600000000E0	4.878276414E1	4.191491773E1
8.616666667E0	4.878641130E1	4.157073700E1
8.633333333E0	4.878064539E1	4.125120320E1
8.650000000E0	4.879784886E1	4.097517638E1
8.666666667E0	4.878761554E1	4.072049706E1
8.683333333E0	4.877695454E1	4.046543355E1
8.700000000E0	4.878155909E1	4.024214354E1
8.716666667E0	4.877893254E1	4.005127048E1
8.733333333E0	4.878027154E1	3.988664502E1
8.750000000E0	4.877782840E1	3.973816878E1
8.766666667E0	4.877075212E1	3.961529747E1
8.783333333E0	4.877998594E1	3.954378492E1
8.800000000E0	4.876881442E1	3.945664260E1
8.816666667E0	4.877072057E1	3.943956202E1
8.833333333E0	4.877009367E1	3.943178445E1
8.850000000E0	4.876806557E1	3.944235469E1
8.866666667E0	4.876572357E1	3.948879356E1
8.883333333E0	4.876978937E1	3.957454048E1
8.900000000E0	4.876212488E1	3.965043991E1
8.916666667E0	4.876140852E1	3.977948455E1
8.933333333E0	4.876146197E1	3.994030650E1
8.950000000E0	4.876134179E1	4.011108623E1
8.966666667E0	4.876815645E1	4.035087445E1
8.983333333E0	4.876004495E1	4.057664438E1
9.000000000E0	4.876634174E1	4.084621364E1
9.016666667E0	4.875588457E1	4.111041086E1
9.033333333E0	4.875885005E1	4.140434423E1
9.050000000E0	4.875802221E1	4.172256384E1
9.066666667E0	4.875878743E1	4.206980797E1
9.083333333E0	4.876201433E1	4.248413733E1
9.100000000E0	4.875597977E1	4.285949813E1
9.116666667E0	4.875844976E1	4.330009667E1
9.133333333E0	4.876074398E1	4.374550789E1
9.150000000E0	4.876585064E1	4.420949268E1
9.166666667E0	4.875016981E1	4.466168077E1
9.183333333E0	4.876303675E1	4.518612256E1
9.200000000E0	4.875886651E1	4.570718745E1
9.216666667E0	4.875430372E1	4.620936510E1
9.233333333E0	4.875294073E1	4.674254829E1
9.250000000E0	4.875618493E1	4.732408359E1
9.266666667E0	4.874993132E1	4.788685584E1
9.283333333E0	4.875388191E1	4.846708883E1
9.300000000E0	4.875534603E1	4.908012028E1
9.316666667E0	4.875985229E1	4.970617644E1
9.333333333E0	4.874715177E1	5.030388698E1
9.350000000E0	4.874846522E1	5.090508908E1
9.366666667E0	4.875286188E1	5.153259612E1
9.383333333E0	4.875163352E1	5.217352458E1
9.400000000E0	4.875177654E1	5.281960164E1
9.416666667E0	4.875336245E1	5.345641828E1
9.433333333E0	4.875197618E1	5.409857317E1
9.450000000E0	4.875221241E1	5.474383473E1
9.466666667E0	4.875004415E1	5.538500134E1
9.483333333E0	4.875355852E1	5.602389324E1
9.500000000E0	4.874900675E1	5.666275395E1
9.516666667E0	4.874823888E1	5.730448882E1
9.533333333E0	4.875364851E1	5.792517059E1
9.550000000E0	4.873784540E1	5.850672824E1
9.566666667E0	4.874023071E1	5.912828249E1
9.583333333E0	4.873889328E1	5.974348516E1
9.600000000E0	4.874218364E1	6.033358839E1
9.616666667E0	4.873290745E1	6.089026915E1
9.633333333E0	4.873715211E1	6.148084993E1
