mass_A
t	x	y
3.616666667E0	4.899464407E1	4.285579628E1
3.633333333E0	4.898220313E1	4.261162492E1
3.650000000E0	4.898737473E1	4.239805350E1
3.666666667E0	4.899747421E1	4.219765261E1
3.683333333E0	4.898489340E1	4.195787850E1
3.700000000E0	4.898868987E1	4.176110450E1
3.716666667E0	4.899304362E1	4.156751999E1
3.733333333E0	4.899660960E1	4.136991899E1
3.750000000E0	4.898880336E1	4.116302105E1
3.766666667E0	4.898672324E1	4.097426390E1
3.783333333E0	4.899103220E1	4.079880392E1
3.800000000E0	4.899337722E1	4.062787118E1
3.816666667E0	4.899263452E1	4.046035552E1
3.833333333E0	4.899313262E1	4.029272526E1
3.850000000E0	4.899090792E1	4.013094007E1
3.866666667E0	4.899317124E1	3.997372405E1
3.883333333E0	4.899049387E1	3.981727591E1
3.900000000E0	4.898833954E1	3.966422678E1
3.916666667E0	4.898623633E1	3.953243534E1
3.933333333E0	4.898184459E1	3.939125862E1
3.950000000E0	4.899329182E1	3.930007313E1
3.966666667E0	4.898797335E1	3.917703781E1
3.983333333E0	4.898303680E1	3.905968281E1
4.000000000E0	4.899234884E1	3.897554601E1
4.016666667E0	4.898337574E1	3.887319473E1
4.033333333E0	4.898783944E1	3.881051711E1
4.050000000E0	4.898086342E1	3.871820511E1
4.066666667E0	4.898476578E1	3.867116521E1
4.083333333E0	4.897953412E1	3.860195798E1
4.100000000E0	4.898161954E1	3.855000099E1
4.116666667E0	4.898313781E1	3.852974897E1
4.133333333E0	4.898487346E1	3.851307387E1
4.150000000E0	4.898462226E1	3.850285709E1
4.166666667E0	4.898701682E1	3.849281355E1
4.183333333E0	4.898552781E1	3.849455443E1
4.200000000E0	4.898432415E1	3.850545210E1
4.216666667E0	4.897966767E1	3.851997841E1
4.233333333E0	4.897494637E1	3.854911865E1
4.250000000E0	4.897502140E1	3.858791285E1
4.266666667E0	4.897814859E1	3.866550442E1
4.283333333E0	4.897423382E1	3.871364093E1
4.300000000E0	4.897913247E1	3.881043323E1
4.316666667E0	4.897299591E1	3.887476751E1
4.333333333E0	4.897601597E1	3.899561174E1
4.350000000E0	4.896965289E1	3.909371004E1
4.366666667E0	4.897509416E1	3.920360568E1
4.383333333E0	4.896904749E1	3.934284570E1
4.400000000E0	4.897049355E1	3.950036285E1
4.416666667E0	4.897216037E1	3.965812544E1
4.433333333E0	4.896916681E1	3.982253351E1
4.450000000E0	4.896825470E1	3.999417436E1
4.466666667E0	4.896302967E1	4.018619428E1
4.483333333E0	4.897316118E1	4.041964150E1
4.500000000E0	4.896730797E1	4.061790093E1
4.516666667E0	4.896267813E1	4.082397880E1
4.533333333E0	4.896922645E1	4.108236185E1
4.550000000E0	4.896302706E1	4.129649128E1
4.566666667E0	4.896762609E1	4.157505138E1
4.583333333E0	4.896936236E1	4.183875083E1
4.600000000E0	4.896089903E1	4.210457236E1
4.616666667E0	4.896197013E1	4.240817735E1
4.633333333E0	4.896102152E1	4.272068498E1
4.650000000E0	4.896159937E1	4.303737111E1
4.666666667E0	4.896167308E1	4.335142820E1
4.683333333E0	4.895971986E1	4.367599657E1
4.700000000E0	4.895898496E1	4.400642976E1
4.716666667E0	4.895499082E1	4.434261622E1
4.733333333E0	4.895668903E1	4.470360967E1
4.750000000E0	4.895743488E1	4.510896718E1
4.766666667E0	4.895464999E1	4.546663913E1
4.783333333E0	4.895129058E1	4.583719756E1
4.800000000E0	4.895641437E1	4.624793473E1
4.816666667E0	4.895225885E1	4.661827625E1
4.833333333E0	4.895262524E1	4.705526741E1
4.850000000E0	4.894629455E1	4.745113335E1
4.866666667E0	4.895132401E1	4.787631552E1
4.883333333E0	4.895468318E1	4.831334725E1
4.900000000E0	4.894610850E1	4.872191720E1
4.916666667E0	4.894865283E1	4.917387070E1
4.933333333E0	4.894946221E1	4.964101033E1
4.950000000E0	4.895277421E1	5.010021083E1
4.966666667E0	4.895066597E1	5.055344084E1
4.983333333E0	4.894138195E1	5.098348012E1
5.000000000E0	4.894136518E1	5.144154725E1
5.016666667E0	4.894161120E1	5.191797877E1
5.033333333E0	4.894104981E1	5.239876617E1
5.050000000E0	4.894134438E1	5.287532995E1
5.066666667E0	4.894308305E1	5.334940382E1
5.083333333E0	4.894245387E1	5.382851789E1
5.100000000E0	4.894185393E1	5.430952590E1
5.116666667E0	4.894117012E1	5.479565127E1
5.133333333E0	4.894053375E1	5.527109966E1
5.150000000E0	4.894248585E1	5.575028935E1
5.166666667E0	4.893726103E1	5.622925870E1
5.183333333E0	4.893838758E1	5.671335819E1
5.200000000E0	4.893923640E1	5.719523783E1
5.216666667E0	4.893819647E1	5.766434175E1
5.233333333E0	4.893904359E1	5.814048539E1
5.250000000E0	4.893884853E1	5.861421527E1
5.266666667E0	4.893979900E1	5.909390790E1
5.283333333E0	4.892295428E1	5.954840171E1
5.300000000E0	4.892640867E1	5.998422982E1
5.316666667E0	4.893171082E1	6.044572114E1
5.333333333E0	4.893516093E1	6.090270014E1
5.350000000E0	4.893771357E1	6.135425948E1
5.366666667E0	4.892555003E1	6.178229936E1
5.383333333E0	4.893319955E1	6.221210664E1
5.400000000E0	4.893916242E1	6.264078571E1
5.416666667E0	4.892957527E1	6.304146488E1
5.433333333E0	4.893335014E1	6.347541712E1
5.450000000E0	4.892320310E1	6.386853060E1
5.466666667E0	4.893336730E1	6.427888864E1
5.483333333E0	4.892822614E1	6.464917846E1
5.500000000E0	4.892248669E1	6.500528545E1
5.516666667E0	4.893458352E1	6.540006042E1
5.533333333E0	4.893416356E1	6.574395238E1
5.550000000E0	4.892815388E1	6.608872649E1
5.566666667E0	4.893028962E1	6.642483998E1
5.583333333E0	4.892987658E1	6.674759868E1
5.600000000E0	4.893170663E1	6.706158086E1
5.616666667E0	4.893413664E1	6.736571884E1
5.633333333E0	4.893358558E1	6.765352519E1
5.650000000E0	4.892803695E1	6.791678222E1
5.666666667E0	4.893175430E1	6.818354843E1
5.683333333E0	4.893931827E1	6.845085309E1
5.700000000E0	4.892789127E1	6.868000662E1
5.716666667E0	4.894001981E1	6.892908582E1
5.733333333E0	4.893286040E1	6.913878228E1
5.750000000E0	4.893139401E1	6.931484704E1
5.766666667E0	4.892920168E1	6.948589844E1
5.783333333E0	4.892976132E1	6.965066929E1
5.800000000E0	4.892964340E1	6.980827119E1
5.816666667E0	4.893226568E1	6.995836256E1
5.833333333E0	4.893352983E1	7.009440791E1
5.850000000E0	4.893713109E1	7.021442295E1
5.866666667E0	4.892948597E1	7.029135219E1
5.883333333E0	4.893477436E1	7.040245484E1
5.900000000E0	4.892933445E1	7.045452625E1
5.916666667E0	4.893891836E1	7.053091174E1
5.933333333E0	4.893763285E1	7.056555927E1
5.950000000E0	4.893525856E1	7.058255282E1
5.966666667E0	4.893518745E1	7.059048851E1
5.983333333E0	4.893579637E1	7.059139636E1
6.000000000E0	4.893439907E1	7.058220420E1
6.016666667E0	4.893898637E1	7.056891164E1
6.033333333E0	4.892564388E1	7.048627128E1
6.050000000E0	4.893497571E1	7.042950824E1
6.066666667E0	4.894141633E1	7.036303790E1
6.083333333E0	4.893550626E1	7.027163721E1
6.100000000E0	4.892729394E1	7.015857655E1
6.116666667E0	4.894482783E1	7.005426234E1
6.133333333E0	4.894164843E1	6.992772279E1
6.150000000E0	4.894183881E1	6.977790152E1
6.166666667E0	4.893962399E1	6.962187663E1
6.183333333E0	4.894132433E1	6.945768845E1
6.200000000E0	4.894499218E1	6.928680545E1
6.216666667E0	4.894624662E1	6.909082504E1
6.233333333E0	4.893762309E1	6.885167354E1
6.250000000E0	4.894664861E1	6.864210761E1
6.266666667E0	4.893873330E1	6.838286223E1
6.283333333E0	4.894789018E1	6.815968884E1
6.300000000E0	4.894282539E1	6.788108837E1
6.316666667E0	4.895292047E1	6.763873708E1
6.333333333E0	4.894757630E1	6.735924756E1
6.350000000E0	4.894692089E1	6.705580231E1
6.366666667E0	4.894552131E1	6.674890786E1
6.383333333E0	4.894674754E1	6.643357769E1
6.400000000E0	4.894640014E1	6.611237042E1
6.416666667E0	4.894693116E1	6.578296394E1
6.433333333E0	4.895036139E1	6.544952223E1
6.450000000E0	4.895262224E1	6.511583639E1
6.466666667E0	4.895610078E1	6.477668254E1
6.483333333E0	4.895840662E1	6.443409618E1
6.500000000E0	4.895245163E1	6.402726658E1
6.516666667E0	4.895845800E1	6.365918042E1
6.533333333E0	4.896244192E1	6.327730781E1
6.550000000E0	4.895609431E1	6.287066207E1
6.566666667E0	4.896159113E1	6.250478287E1
6.583333333E0	4.895519638E1	6.208011764E1
6.600000000E0	4.896283447E1	6.171281878E1
6.616666667E0	4.895903150E1	6.127178098E1
6.633333333E0	4.896704637E1	6.088543552E1
6.650000000E0	4.896144696E1	6.044820396E1
6.666666667E0	4.895887603E1	6.002536612E1
6.683333333E0	4.896526925E1	5.962698761E1
6.700000000E0	4.896237339E1	5.917865040E1
6.716666667E0	4.897726697E1	5.875193223E1
6.733333333E0	4.896982925E1	5.833515537E1
6.750000000E0	4.896916938E1	5.787771215E1
6.766666667E0	4.897909703E1	5.747610921E1
6.783333333E0	4.897341064E1	5.704997737E1
6.800000000E0	4.896892588E1	5.659623506E1
6.816666667E0	4.896828522E1	5.616771807E1
6.833333333E0	4.898079098E1	5.574433300E1
6.850000000E0	4.897338475E1	5.530280970E1
6.866666667E0	4.898746010E1	5.489556737E1
6.883333333E0	4.898004557E1	5.447296414E1
6.900000000E0	4.897796621E1	5.402025051E1
6.916666667E0	4.899306691E1	5.361209590E1
6.933333333E0	4.898321220E1	5.319385496E1
6.950000000E0	4.897606497E1	5.277719154E1
6.966666667E0	4.898753912E1	5.237716181E1
6.983333333E0	4.898183098E1	5.194848235E1
7.000000000E0	4.899083256E1	5.155604760E1
7.016666667E0	4.898167295E1	5.113454528E1
7.033333333E0	4.899198552E1	5.075469742E1
7.050000000E0	4.898121162E1	5.035286829E1
7.066666667E0	4.899003923E1	4.997329139E1
7.083333333E0	4.899635812E1	4.960619568E1
7.100000000E0	4.898608629E1	4.920609715E1
7.116666667E0	4.899143612E1	4.884836558E1
7.133333333E0	4.899306849E1	4.850349093E1
7.150000000E0	4.899918310E1	4.816196975E1
7.166666667E0	4.900177913E1	4.781217162E1
7.183333333E0	4.900393180E1	4.747633559E1
7.200000000E0	4.898443824E1	4.712600633E1
7.216666667E0	4.898575287E1	4.678958649E1
7.233333333E0	4.898529763E1	4.646504919E1
7.250000000E0	4.898542122E1	4.614832818E1
7.266666667E0	4.898422054E1	4.585753570E1
7.283333333E0	4.899826489E1	4.557608761E1
7.300000000E0	4.898941567E1	4.530060113E1
7.316666667E0	4.899120745E1	4.500128482E1
7.333333333E0	4.900547969E1	4.473778015E1
7.350000000E0	4.899430600E1	4.448499616E1
7.366666667E0	4.898507247E1	4.420983712E1
7.383333333E0	4.899526225E1	4.398123959E1
7.400000000E0	4.898421604E1	4.372612904E1
7.416666667E0	4.899137449E1	4.351452569E1
7.433333333E0	4.899943591E1	4.329870089E1
7.450000000E0	4.898234867E1	4.308183870E1
7.466666667E0	4.898556786E1	4.288978351E1
7.483333333E0	4.899090117E1	4.270488380E1
7.500000000E0	4.899276672E1	4.252234135E1
7.516666667E0	4.899161891E1	4.235348943E1
7.533333333E0	4.899104240E1	4.217893094E1
7.550000000E0	4.899167493E1	4.201925693E1
7.566666667E0	4.899002669E1	4.187020168E1
7.583333333E0	4.898672135E1	4.172836684E1
7.600000000E0	4.898278435E1	4.159575957E1
7.616666667E0	4.898014238E1	4.145309970E1
7.633333333E0	4.899104011E1	4.135408454E1
7.650000000E0	4.898241460E1	4.125759651E1
7.666666667E0	4.897742909E1	4.113386074E1
7.683333333E0	4.898378970E1	4.106765979E1
7.700000000E0	4.897652709E1	4.096400741E1
7.716666667E0	4.898288036E1	4.090791411E1
7.733333333E0	4.897400537E1	4.082173121E1
7.750000000E0	4.897750574E1	4.077615362E1
7.766666667E0	4.898554716E1	4.073712989E1
7.783333333E0	4.897406218E1	4.066351393E1
7.800000000E0	4.897585695E1	4.063781643E1
7.816666667E0	4.898036020E1	4.060866116E1
7.833333333E0	4.898122201E1	4.059096678E1
7.850000000E0	4.898393988E1	4.058168851E1
7.866666667E0	4.898274224E1	4.057123990E1
7.883333333E0	4.898217109E1	4.057184812E1
7.900000000E0	4.898121100E1	4.057261295E1
7.916666667E0	4.897894958E1	4.058090648E1
7.933333333E0	4.897781935E1	4.059527339E1
7.950000000E0	4.897507231E1	4.060800420E1
7.966666667E0	4.897167151E1	4.062637137E1
7.983333333E0	4.897061816E1	4.064535549E1
8.000000000E0	4.896701979E1	4.068616838E1
8.016666667E0	4.897466189E1	4.075235388E1
8.033333333E0	4.897061393E1	4.078560770E1
8.050000000E0	4.896724599E1	4.083109405E1
8.066666667E0	4.897396934E1	4.091698626E1
8.083333333E0	4.896913668E1	4.095925278E1
8.100000000E0	4.897675075E1	4.104058155E1
8.116666667E0	4.896812194E1	4.110876496E1
8.133333333E0	4.896527046E1	4.116859312E1
8.150000000E0	4.896697140E1	4.126190543E1
8.166666667E0	4.896143827E1	4.134121159E1
8.183333333E0	4.896573643E1	4.142933937E1
8.200000000E0	4.896832254E1	4.153217099E1
8.216666667E0	4.896318700E1	4.161186619E1
8.233333333E0	4.896611688E1	4.173230329E1
8.250000000E0	4.896103988E1	4.181481715E1
8.266666667E0	4.896333210E1	4.192357149E1
8.283333333E0	4.896448090E1	4.205589727E1
8.300000000E0	4.896920309E1	4.216194901E1
8.316666667E0	4.895706228E1	4.226978740E1
8.333333333E0	4.896246763E1	4.240132012E1
8.350000000E0	4.896237164E1	4.254885694E1
8.366666667E0	4.896434434E1	4.268155240E1
8.383333333E0	4.896684260E1	4.281542542E1
8.400000000E0	4.895658768E1	4.291888009E1
8.416666667E0	4.895920809E1	4.305654654E1
8.433333333E0	4.896047759E1	4.320713080E1
8.450000000E0	4.896062424E1	4.334844114E1
8.466666667E0	4.896152261E1	4.350601383E1
8.483333333E0	4.896239053E1	4.365157364E1
8.500000000E0	4.896297028E1	4.379964565E1
8.516666667E0	4.896212374E1	4.395141739E1
8.533333333E0	4.896309596E1	4.410980505E1
8.550000000E0	4.896364484E1	4.426794556E1
8.566666667E0	4.896357522E1	4.442859180E1
8.583333333E0	4.896176404E1	4.459122623E1
8.600000000E0	4.896106349E1	4.476187677E1
8.616666667E0	4.895991914E1	4.493496446E1
8.633333333E0	4.895861845E1	4.510680557E1
8.650000000E0	4.895702108E1	4.527730186E1
8.666666667E0	4.895460255E1	4.545022603E1
8.683333333E0	4.895375887E1	4.562057154E1
8.700000000E0	4.895342413E1	4.578674216E1
8.716666667E0	4.895104648E1	4.596132502E1
8.733333333E0	4.894715958E1	4.614448655E1
8.750000000E0	4.895494140E1	4.635475968E1
8.766666667E0	4.895357170E1	4.656425688E1
8.783333333E0	4.895188483E1	4.674247729E1
8.800000000E0	4.894926401E1	4.692624027E1
8.816666667E0	4.894323421E1	4.712134851E1
8.833333333E0	4.895022945E1	4.735724160E1
8.850000000E0	4.894756696E1	4.755803505E1
8.866666667E0	4.894322535E1	4.774500623E1
8.883333333E0	4.895084896E1	4.799240642E1
8.900000000E0	4.894735104E1	4.819193797E1
8.916666667E0	4.894304168E1	4.838461751E1
8.933333333E0	4.894879867E1	4.861915737E1
8.950000000E0	4.894382610E1	4.883961110E1
8.966666667E0	4.893760242E1	4.904573919E1
8.983333333E0	4.894485784E1	4.930485608E1
9.000000000E0	4.893870038E1	4.951231532E1
9.016666667E0	4.894416696E1	4.977854004E1
9.033333333E0	4.893704115E1	4.998985965E1
9.050000000E0	4.894362287E1	5.025595091E1
9.066666667E0	4.893627080E1	5.046958200E1
9.083333333E0	4.894309250E1	5.073361214E1
9.100000000E0	4.893578779E1	5.095422218E1
9.116666667E0	4.894081412E1	5.122457757E1
9.133333333E0	4.893008376E1	5.145604933E1
9.150000000E0	4.893738015E1	5.173216956E1
9.166666667E0	4.893700972E1	5.200867500E1
9.183333333E0	4.892994056E1	5.225032876E1
9.200000000E0	4.893483522E1	5.253204200E1
9.216666667E0	4.893650360E1	5.280739484E1
9.233333333E0	4.892430962E1	5.305225386E1
9.250000000E0	4.893304233E1	5.333774158E1
9.266666667E0	4.893384702E1	5.361361829E1
9.283333333E0	4.892007236E1	5.388028251E1
9.300000000E0	4.892909964E1	5.416814262E1
9.316666667E0	4.893007698E1	5.447061594E1
9.333333333E0	4.892994765E1	5.476458220E1
9.350000000E0	4.893193716E1	5.504944660E1
9.366666667E0	4.892169794E1	5.531316961E1
9.383333333E0	4.892559689E1	5.561065909E1
9.400000000E0	4.892848137E1	5.591568335E1
9.416666667E0	4.893084298E1	5.621951905E1
9.433333333E0	4.893095085E1	5.651444604E1
9.450000000E0	4.891446452E1	5.680978360E1
9.466666667E0	4.891719921E1	5.709636836E1
9.483333333E0	4.892341814E1	5.739524416E1
9.500000000E0	4.892822424E1	5.769805997E1
9.516666667E0	4.892949474E1	5.800911745E1
9.533333333E0	4.893123445E1	5.832022784E1
9.550000000E0	4.893024230E1	5.862753183E1
9.566666667E0	4.893007092E1	5.893314128E1
9.583333333E0	4.893154742E1	5.923821453E1
9.600000000E0	4.891313364E1	5.952896032E1
9.616666667E0	4.891827203E1	5.982217193E1
9.633333333E0	4.892510330E1	6.012544128E1
